sha,date,kind,message,files,n_lines,reverts_cleanly,development_set
56913ebe,2014-05-17,cpp,Fixed a divide-by-zero bug in oxidizer calculation and added support for descriptive name in propulsion models,src/models/FGPropulsion.cpp,28,False,False
8716f5c3,2014-03-10,cpp,Fixed a slight error in reference radius,src/models/FGInertial.cpp,6,False,False
a6f58571,2014-02-01,model,Fix an XML mismatch,aircraft/DHC6/DHC6.xml,9,False,False
987e4c50,2014-01-28,model,Fix aileron tables,aircraft/fokker100/fokker100.xml;aircraft/fokker100/info.txt,52,False,False
b33473d9,2014-01-02,cpp,Fixed how the classes reset to the ICs,src/models/FGAerodynamics.cpp;src/models/FGAircraft.cpp;src/models/FGBuoyantForces.cpp;src/models/FGExternalReactions.cpp;src/models/FGGroundReactions.cpp;src/models/FGLGear.cpp;src/models/FGLGear.h;src/models/FGMassBalance.cpp;src/models/FGPropulsion.cpp;src/models/flight_control/FGActuator.cpp;src/models/flight_control/FGActuator.h;src/models/flight_control/FGFCSComponent.cpp;src/models/flight_control/FGFCSComponent.h;src/models/flight_control/FGFilter.cpp;src/models/flight_control/FGFilter.h;src/models/flight_control/FGPID.cpp;src/models/flight_control/FGPID.h;src/models/flight_control/FGSensor.cpp;src/models/flight_control/FGSensor.h,235,False,False
3f712a04,2013-12-15,cpp,Fixed a mismatched delete,src/models/atmosphere/FGMSIS.cpp,6,False,False
42a80bf9,2013-11-29,cpp,"Fix for FlightGear bug #1238: the accelerations, velocities, etc. are now updated to a consistent set of values prior to exiting the trim routines.",src/initialization/FGTrim.cpp,13,False,False
061fe149,2013-11-24,cpp,Restore the original initial conditions when trim is failing (this is a fix for the bug #1238 of FlightGear).,src/initialization/FGTrim.cpp;src/initialization/FGTrim.h;src/initialization/FGTrimAxis.cpp;src/initialization/FGTrimAxis.h;src/math/FGQuaternion.h,438,False,False
1eb32f22,2013-11-17,cpp,Fixed some uninitialized var bugs in distributor,src/models/flight_control/FGDistributor.h,11,False,False
92d418de,2013-11-10,cpp,Make sure that the side force coefficient is updated whence the static coefficient is changed through the property tree. Bug reported by Michael Soitanen.,src/models/FGLGear.cpp;src/models/FGLGear.h,22,False,False
2f71a26d,2013-09-11,cpp,Fixed an annoying error that cause some velocity calculations to fail,src/models/FGAuxiliary.cpp,6,False,False
99033ca1,2013-06-10,cpp,Fixed line endings,src/math/FGFunction.h,10,False,False
f34c65de,2013-06-10,cpp,fixed inaccurate rate limit check in actuator,src/models/flight_control/FGActuator.cpp,7,False,False
7cc7d7be,2013-02-23,cpp,Fixed a bug that made FlightGear resetting to fail,src/math/FGFunction.cpp,14,False,False
88cc654c,2013-01-12,cpp,Fixed uninitialized variables,src/models/propulsion/FGRocket.cpp;src/models/propulsion/FGThruster.cpp,10,False,False
c4141167,2013-01-06,model,Change the landing gear retractable status from the invalid FIXED to 0,aircraft/dr1/dr1.xml,8,False,False
0a88fea0,2012-11-23,cpp,Better handling of errors in the 'set' command and fixed the 'get' command so that it returns the property catalog when it is required to.,src/models/FGInput.cpp,28,False,False
80076643,2012-10-27,cpp,Modified/fixed switch/condition code,src/math/FGCondition.cpp;src/math/FGCondition.h;src/models/flight_control/FGSwitch.cpp;src/models/flight_control/FGSwitch.h,245,False,False
fed0b8bf,2012-08-20,cpp,Fixed atmosphere untie problem; patch from akhamutov,src/models/FGAtmosphere.cpp;src/models/FGAtmosphere.h,41,False,False
6474a2d1,2012-07-19,cpp,Fixed a bug where a structural to Body frame conversion was being doen twice for tanks.,src/models/FGPropulsion.cpp,9,False,False
a507e30f,2012-06-10,cpp,Fixed an error in the correction applied to the induced velocity when the momentum theory is no longer applicable,src/models/propulsion/FGPropeller.cpp,11,False,False
6d0583dd,2012-02-11,cpp,Adjust VInduced formula to handle sign (direction) separately from magnitude.,src/models/propulsion/FGPropeller.cpp,16,False,False
61cc79c7,2012-02-05,cpp,Fixed SF bug #3483160 : 'Ifthen' operator in FGFunction fails (Thanks to Matthew Gong for the bug fix),src/math/FGFunction.cpp,6,False,False
b52dffc7,2012-01-16,model,"Remove extraneous lines, fix configuration name.",aircraft/weather-balloon/weather-balloon.xml,28,False,False
7c4ff8ef,2012-01-15,model,Fixed incorrect quote marks,aircraft/ah1s/ah1s.xml,8,False,False
0a033426,2012-01-14,cpp,Fixed a bug in the IC initialization: attitude rates given in the local frame were not converted to the body frame,src/initialization/FGInitialCondition.cpp,20,False,False
c4d98eef,2011-12-22,cpp,Fix for SF bug #3171743 - P-factor does not take into account the thruster pitch and yaw angles,src/models/propulsion/FGPropeller.cpp,51,False,False
47cf185c,2011-12-21,model,Add Helical Mach to the 75in fixed pitch propeller,engine/prop_75in2f.xml,19,True,False
15a8f9cd,2011-11-09,cpp,Fixed SetUVW and SetPQR so that their action result in the aircraft velocities to be actually modified,src/models/FGPropagate.h,14,False,False
15a02be3,2011-11-09,cpp,Fixed uninitialized values (thanks to A. Greab for the report),src/initialization/FGInitialCondition.cpp,10,False,False
5fa49302,2011-10-22,cpp,Fixed a bug where the pressure was not updated with the new altitude in SetAltitudeASLFtIC(). Also use Atmosphere instead of fdmex->GetAtmosphere,src/initialization/FGInitialCondition.cpp,35,False,False
eff888d4,2011-10-22,cpp,Reverse the sign in aerodynamic reference point shift apparently mistakenly reversed in revision 1.39,src/models/FGAerodynamics.cpp,8,False,False
8ba151ee,2011-09-25,cpp,Fixed SF bug #3349235 (PostLoad not run for FGFCS components),src/models/FGFCS.cpp,6,False,False
7df4571b,2011-09-18,cpp,Minor fixes from R.B. Davidson (SourceForge bug #3161228),src/models/propulsion/FGTank.cpp;src/models/propulsion/FGTank.h,12,False,False
000e8ad5,2011-09-18,cpp,Fixes from Matthew Gong (SourceForge bug #3364332),src/models/atmosphere/FGStandardAtmosphere.cpp;src/models/atmosphere/FGStandardAtmosphere.h,18,False,False
82b12eb1,2011-09-18,model,fix a speedbrake issue,aircraft/f16/f16.xml,6,False,False
9d0de65f,2011-09-17,cpp,Fixed the reset issue with Flight Gear,src/models/FGPropagate.cpp,12,False,False
ccfc63cb,2011-09-12,cpp,Added T.Kreitler's rotor fixup patch (line endings fix),src/models/propulsion/FGRotor.cpp,6,False,False
9a8f8215,2011-08-30,cpp,Fixed the wheel roll & side forces getters,src/models/FGLGear.cpp;src/models/FGLGear.h,39,False,False
6dcd09c7,2011-07-27,cpp,Fixed valgrind error (RJensen),src/models/propulsion/FGPropeller.cpp,8,False,False
686f8a90,2011-07-12,cpp,"Fixed initial conditions handling of winds specified in initialization file. Sign was wrong on headwind calculations so a headwind increased the takeoff roll! :-) Now it is right. Also, verified unit conversion correctness",src/initialization/FGInitialCondition.cpp,31,False,False
03543fc2,2011-07-12,cpp,Fixed the logging of fuel in mass properties reports,src/models/FGMassBalance.cpp,6,False,False
5306a18b,2011-06-30,model,"Fixed thrust property name change, and added forward declaration of holdback-cmd property.",systems/holdback.xml,8,True,False
55899589,2011-06-23,cpp,Temporary fix for density and pressure altitude,src/models/FGAtmosphere.cpp;src/models/FGAtmosphere.h;src/models/atmosphere/FGStandardAtmosphere.cpp;src/models/atmosphere/FGStandardAtmosphere.h,45,False,False
6ab031c2,2011-06-16,cpp,Added delay to switch component and fixed delay logic,src/models/flight_control/FGFCSComponent.cpp;src/models/flight_control/FGFCSComponent.h;src/models/flight_control/FGSwitch.cpp,28,False,False
56b5df7a,2011-06-13,cpp,Corrects an error I introduced in a previous commit. Thanks to D. Linse for catching it.,src/initialization/FGInitialCondition.cpp,6,False,False
ce4b5350,2011-06-12,cpp,Corrected an error in the conversion from EAS to TAS velocities,src/initialization/FGInitialCondition.cpp,14,False,False
e6d383f0,2011-05-20,cpp,Applied Matthew Gong's bug fix #3303920 for setting the IC climb rate,src/initialization/FGInitialCondition.cpp;src/initialization/FGInitialCondition.h,36,False,False
3eb500f7,2011-05-13,cpp,"Fixed the bug where the history of the lag, actuator rate limit and hysteresis were not updated during trimming causing it to move after the trimming was completed",src/models/flight_control/FGActuator.cpp,11,False,False
2feebb92,2011-05-04,cpp,Fixed a bug where VCAS was incorrectly updated by calling FGInitialCondition::SetAltitudeASLFtIC,src/initialization/FGInitialCondition.cpp,12,False,False
c7df727d,2011-03-03,cpp,"From Scott, this implements a new tied property /bleed-factor and /fuel-used-lbs and a fix for calling EngineResetIC() in the parent class for FGTurbine.cpp",src/models/propulsion/FGEngine.cpp;src/models/propulsion/FGEngine.h;src/models/propulsion/FGTurbine.cpp,25,False,False
caf49495,2011-02-25,model,Fixed J246 makefile.am,aircraft/J246/Systems/Makefile.am,3,False,False
8cbae84b,2011-02-17,cpp,Added Andreas Gaeb's FGForce initialization fix,src/models/propulsion/FGForce.cpp,21,False,False
2013d94c,2011-01-26,cpp,Fix an initialization bug upon reset,src/models/FGPropagate.cpp,10,False,False
0ac57fb2,2011-01-23,cpp,Fixed a bug where the variable sea_level_radius was used before it was set,src/initialization/FGInitialCondition.cpp,8,False,False
dcbafd4f,2011-01-19,cpp,Fixed a bug in SetAltitudeASLFtIC() where the airspeed was correctly updated but not the altitude itself (reported by Andreas Gaeb),src/initialization/FGInitialCondition.cpp,6,False,False
cc68cb24,2011-01-19,cpp,Patch from RJensen incorporated that fixes an erroneous error message with some aerodynamics axis specifications,src/models/FGAerodynamics.cpp,17,False,False
efe8b958,2011-01-16,cpp,"Fixed a stupid bug : <altitude> in IC v1 is above ground level, not above sea level",src/initialization/FGInitialCondition.cpp,6,False,False
6aa41583,2011-01-16,cpp,Fixes a breach in data encapsulation,src/initialization/FGInitialCondition.h;src/models/FGPropagate.cpp;src/models/FGPropagate.h,43,False,False
3da53943,2010-12-30,cpp,Minor fixes to rocket class,src/models/propulsion/FGRocket.cpp,8,False,False
abdc4fbc,2010-12-12,model,add make check capability and fix some (but not all) issues.,aircraft/f22/Makefile.am;aircraft/f22/f22.xml,57,False,False
9d764a34,2010-12-07,model,Patch to fix aircraft,aircraft/A4/A4.xml;aircraft/J246/J246.xml;aircraft/ball/ball.xml;aircraft/c172x/c172x.xml;aircraft/f16/Systems/pushback.xml,234,False,False
23aaf4b7,2010-12-06,model,'make check' fixes for aircraft validation,aircraft/f104/Makefile.am;aircraft/f104/Systems/Makefile.am,12,False,False
b468adaf,2010-11-28,model,"Fix table layour, by Dennis Linse",aircraft/SGS/SGS.xml;aircraft/minisgs/minisgs.xml,40,False,False
c92984dd,2010-11-28,model,"Fix engine location, by Ron Jensen",aircraft/dr1/dr1.xml,6,False,False
5435d7e8,2010-11-26,model,fix the Cma table.,aircraft/dr1/dr1.xml,4,True,False
5dd5a3c7,2010-11-20,cpp,Fixed the aero angles calculations when setting initial conditions (also fixes SF bug #3107233),src/initialization/FGInitialCondition.cpp;src/initialization/FGInitialCondition.h,79,False,False
7c7a3cf9,2010-11-17,cpp,Fixed a silly bug for when you want to set engines running. IMPORTANT,src/initialization/FGInitialCondition.cpp;src/initialization/FGInitialCondition.h;src/models/FGAtmosphere.cpp;src/models/FGModel.h;src/models/FGPropulsion.cpp,72,False,False
063ad544,2010-11-05,cpp,Fixed (I believe) an error in the declaration of the quaternion and location classes,src/math/FGLocation.h;src/math/FGQuaternion.h,14,False,False
97386015,2010-10-21,cpp,Fixes to table class from Andreas G�b,src/math/FGTable.cpp,44,False,False
ee8036ae,2010-10-21,cpp,Fixed a sign error in prop torque calc and power required per Torsten's observation of the problem,src/models/propulsion/FGPropeller.cpp,6,False,False
870bc3f5,2010-10-15,cpp,Added needed catch() blocks and more error checking,src/math/FGTable.cpp;src/models/FGAerodynamics.cpp;src/models/FGPropulsion.cpp;src/models/propulsion/FGEngine.cpp;src/models/propulsion/FGPropeller.cpp,119,False,False
b6cf998c,2010-10-10,cpp,Fixed/improved a calculation,src/models/FGAuxiliary.cpp,7,False,False
7712d3aa,2010-10-10,cpp,Improved error checking/handling in FGTable,src/math/FGTable.cpp;src/models/FGAerodynamics.cpp,25,False,False
13eed08d,2010-10-07,cpp,Ron's patch to fix alpha and beta rate calcs at low velocity,src/models/FGAuxiliary.cpp,8,False,False
f8250741,2010-10-05,cpp,Further enhancements to the EOM and fixes for gear drift.,src/models/FGPropagate.cpp,14,False,False
66e39304,2010-09-29,model,Fixed bad property name in B747,aircraft/B747/B747.xml,6,False,False
f1e2d0bd,2010-09-22,cpp,Fixed some code to prevent divide by zeroes,src/math/FGLocation.cpp,14,False,False
f13e41ee,2010-08-31,cpp,Added Bertrand's EOM fixes,src/models/FGPropagate.cpp;src/models/FGPropagate.h;src/models/propulsion/FGTurbine.cpp,42,False,False
934def9d,2010-08-28,cpp,More fixes to model functions,src/math/FGFunction.cpp;src/math/FGModelFunctions.cpp,45,False,False
e61a6474,2010-08-28,cpp,Added Bertrand's fix for moving ground (i.e. carrier landings),src/models/FGPropagate.cpp;src/models/FGPropagate.h,34,False,False
2b19a97c,2010-08-24,cpp,Fixed a logging destination in FGGain,src/models/flight_control/FGGain.cpp,6,False,False
250fb8bf,2010-08-22,cpp,Fix stupid error in FGAtmosphere density altitude calc (Thanks Dennis),src/models/FGAtmosphere.cpp,6,False,False
93268836,2010-08-11,model,Made a mistake with the new f16 systems directory makefile,aircraft/f16/Systems/Makefile.am,6,False,False
89be12c8,2010-08-11,cpp,Line difference changes fixed,src/models/FGAtmosphere.cpp,8,False,False
db0fd766,2010-08-08,cpp,Added Bertrand's fix in the column vector class,src/math/FGColumnVector3.cpp,9,False,False
afea7ce4,2010-08-04,cpp,Fix an Earth rotation startup problem as reported by Gerard,src/math/FGLocation.h,8,False,False
702c7d4d,2010-07-30,model,getting rid of error,aircraft/J246/Systems/J246GuidanceExecutive.xml,5,True,False
919db6f1,2010-07-27,cpp,Fixed normal accel calculation in G's to use sea level accel,src/models/FGAuxiliary.cpp,8,False,False
aeb0b835,2010-07-25,cpp,Fixed radius calculation so it will work with FlightGear,src/math/FGLocation.h,9,False,False
5bee41e8,2010-07-08,model,Fixed line ending problem,aircraft/f22/f22.xml,5782,False,False
a73e55dd,2010-07-06,model,Various fixes to aircraft,aircraft/J246/.cvsignore;aircraft/J246/Systems/.cvsignore;aircraft/ah1s/.cvsignore;aircraft/ball/ball.xml;aircraft/ball/reset00.xml;aircraft/p51d/Engines/.cvsignore;aircraft/p51d/Engines/P51prop.xml;aircraft/p51d/Systems/.cvsignore;aircraft/p51d/Systems/autothrottle.xml;aircraft/p51d/Systems/compressability.xml;aircraft/p51d/Systems/propulsion.xml;aircraft/p51d/p51d.xml,368,False,False
c145bdac,2010-07-02,cpp,Fixed order of execution in FGPropagate so that no energy is lost or gained in orbital calculations,src/models/FGPropagate.cpp,8,False,False
4d67048e,2010-07-02,cpp,Fixed order of execution in FGPropagate so that no energy is lost or gained in orbital calculations,src/models/FGPropagate.cpp,40,False,False
15a71284,2010-05-02,cpp,Fixed some problems in FGPropeller,src/models/propulsion/FGPropeller.cpp,8,False,False
97e16b9e,2010-03-30,cpp,Fix to the propeller model involving gear ratios,src/models/propulsion/FGPropeller.cpp,8,False,False
21396c0c,2010-03-14,cpp,RJensen's mixture fix for the psiton engine model,src/models/propulsion/FGPiston.cpp,13,False,False
fe4d1311,2010-03-04,cpp,Fixed the quaternion inverse calc,src/math/FGQuaternion.h,6,False,False
21020009,2010-02-14,cpp,Made some fixes to the quaternion class to get same results from Windows executable as gcc.,src/math/FGQuaternion.cpp;src/math/FGQuaternion.h,39,False,False
a01d4efd,2010-01-27,cpp,Fix for hold-down feature,src/models/FGAircraft.cpp,6,False,False
f12ed89b,2010-01-27,cpp,Spelling fix,src/models/FGMassBalance.cpp,6,False,False
0f20d2ce,2010-01-24,cpp,"Some fixes to the rocket tank functionality. Previously, and subsequent to the new <priority> tag for tanks, rocket tanks did not deplete correctly. Now, they do.",src/models/propulsion/FGRocket.cpp;src/models/propulsion/FGTank.cpp,39,False,False
e3be37f4,2009-11-19,model,"flaperons instead of ailerons, mostly cosmetic but also fix lift due to flaperons.",aircraft/f16/f16.xml,344,False,False
b206bd1a,2009-11-12,cpp,Added a property name fix to FGFunction::bind(),src/math/FGFunction.cpp,11,False,False
584e2b15,2009-10-19,cpp,Removed code from ConsumeFuel() which failed due to rounding error.,src/models/propulsion/FGEngine.cpp,14,False,False
21d86efa,2009-10-15,cpp,Changed starting fuel flow. Fixed aborted start behavior.,src/models/propulsion/FGTurbine.cpp,17,False,False
8d996ec4,2009-10-15,cpp,This is the looping fix.,src/models/propulsion/FGEngine.cpp,6,False,False
620feb07,2009-10-15,cpp,fixed egngine feed bug,src/models/propulsion/FGEngine.cpp,37,False,False
e0bdef76,2009-10-07,cpp,Small fix for FGRocket to use the new fuel tank selection logic,src/models/propulsion/FGRocket.cpp,12,False,False
63b15bf0,2009-09-28,cpp,YARJEF (Yet Another Ron Jensen Engine Fix) :-),src/models/propulsion/FGPiston.cpp;src/models/propulsion/FGPiston.h,15,False,False
e44a2a75,2009-09-27,cpp,Fixed fuel flow while siezed.,src/models/propulsion/FGTurbine.cpp,13,False,False
1f32ffef,2009-09-27,cpp,More FGPiston fixes by Ron Jensen,src/models/propulsion/FGPiston.cpp,8,False,False
e28f37bb,2009-08-31,cpp,"Bertrand Coconnier: Additionally to the original fix (problem with the Tec2b matrix initialization) I have modified the code for the ""STRUCTURE"" contacts in order not to generate NaNs when the z direction of the body frame is normal to the ground normal. Now there should no longer be any NaN generated by the landing gear code.",src/models/FGLGear.cpp;src/models/FGPropagate.cpp,66,False,False
954f0087,2009-08-30,cpp,Fixed a type in FGPiston,src/models/propulsion/FGPiston.cpp,6,False,False
42e1733c,2009-07-29,cpp,Fixed an uninitialized term in landing gear model,src/models/FGLGear.cpp,5,False,False
3366192b,2009-07-27,cpp,Added probable fix of landing gear drift with non-zero pitch angle; fix provided by bertrand Cocconier,src/models/FGLGear.cpp,30,False,False
a02520c8,2009-06-04,cpp,Fixed some error massages.,src/models/flight_control/FGSwitch.cpp,18,False,False
633cc2fa,2009-06-02,cpp,May now provide a property for deadband width. Fixed reporting of gain and deadband inputs (echoing),src/models/flight_control/FGDeadBand.cpp;src/models/flight_control/FGDeadBand.h;src/models/flight_control/FGGain.cpp,49,False,False
d214cbce,2009-03-25,cpp,Fix array out of bounds.  Thanks Melchior.,src/models/atmosphere/FGMSIS.h,8,False,False
a9fa03ab,2009-03-15,cpp,"Fixed messages that come out of flight control property usage; still needs to be adjusted for use in FlightGear, as messages may not be desirable there.",src/models/FGFCS.cpp,31,False,False
52c5fcce,2009-02-25,cpp,Fixed property names generated for sensors and actuators,src/models/flight_control/FGActuator.cpp;src/models/flight_control/FGSensor.cpp,18,False,False
5e141e47,2009-02-06,cpp,This should fix a specific error being caused as a Triangle Intersect error in FlightGear,src/models/propulsion/FGTank.cpp,16,False,False
f7a77fa9,2009-01-01,model,Fixes and adjustments to the B-17 engine and propeller,engine/R-1820-97.xml;engine/propHS139v.xml,63,False,False
054a9e53,2008-11-23,cpp,Ron Jensen: Fix boosted MAP calculation.,src/models/propulsion/FGPiston.cpp,8,False,False
769f73db,2008-08-25,cpp,Fixed messed-up Makefile.am - happened when I removed FGGradient,src/models/flight_control/Makefile.am,4,False,False
b743e877,2008-08-14,model,Fixed some bad trigonometry and retuned engine and propeller.,aircraft/Submarine_Scout/Submarine_Scout.xml;engine/eng_RRhawk.xml;engine/prop_SSZ.xml,171,False,False
2ad4ceeb,2008-08-14,model,Compenstae for 1G (gravity) towards the ground and (almost) fix the speedbrake pitch up moment problem,aircraft/f16/f16.xml,107,False,False
d3d29d45,2008-08-08,model,"Fix the roll handling of the aircraft, this should eliminate the last pid wind-up problem",aircraft/f16/f16.xml,44,False,False
0cd4fd76,2008-08-01,model,Fixes for the c172p,aircraft/c172p/c172p.xml,10,False,False
70846d14,2008-07-13,model,"* It occured to me that the ""full up after parking brake"" problem probably was   due to too much weight on the nosewheel, probably caused by a slightly   misplaced center of gravitiy. This is fixed now. * Adjust the yaw PID controller some more. Now it seems ok to me. * Don't test for gear down when extending the flaps. This is handled by the   speed test alread.",aircraft/f16/f16.xml,28,False,False
4c7f8458,2008-07-07,model,Fix a rudder wind-up problem,aircraft/f16/f16.xml,6,False,False
cf551648,2008-05-28,cpp,Fixed a small error in initialization,src/initialization/FGInitialCondition.cpp,24,False,False
b7c2ef7f,2008-05-25,cpp,Fixed an error in the actuator model; reported from a user (thanks),src/models/flight_control/FGActuator.cpp,12,False,False
8dd15c04,2008-05-24,model,Fixed a makefile,aircraft/c172x/Makefile.am,3,False,False
5cb9cf06,2008-04-26,cpp,Fix to geodetic calculation,src/math/FGLocation.cpp,12,False,False
f442f09a,2008-04-16,cpp,Made a fix of sorts to the uninitialized b2 variable bug in FGLocation,src/math/FGLocation.cpp,68,False,False
f9048c5d,2008-04-11,cpp,Small performance fix.,src/models/FGLGear.cpp;src/models/FGLGear.h,34,False,False
3d9dc7d4,2008-03-09,cpp,Some small fixes to trimming code,src/initialization/FGTrimAnalysis.cpp,23,False,False
85076677,2008-03-01,cpp,Indexing problem fixed in the external forces code thanks to a report by Csaba Halasz,src/models/FGExternalForce.cpp;src/models/FGExternalForce.h,24,False,False
484e93e5,2008-02-17,cpp,Fixed an uninitialized radius problem in propagation code,src/models/FGPropagate.cpp;src/models/FGPropagate.h,26,False,False
8e8b808f,2008-02-16,cpp,Fixed a units problem in FGAerodynamics,src/models/FGAerodynamics.cpp,24,False,False
5a8114ae,2008-01-06,cpp,Made a fix to storage of systems components,src/models/FGFCS.cpp;src/models/FGFCS.h,55,False,False
3278eead,2008-01-05,cpp,Fixed system implementation so that system terms are logged,src/models/FGFCS.cpp,40,False,False
fdb4607c,2008-01-05,cpp,Fixed system definition so it actually executes,src/models/FGFCS.cpp,8,False,False
ee7281ba,2008-01-03,cpp,Small fix with condition tests,src/models/flight_control/FGSwitch.cpp,7,False,False
0a8a3b69,2007-11-13,cpp,Candidate fix for PID controller,src/models/flight_control/FGPID.cpp;src/models/flight_control/FGPID.h,30,False,False
87f16432,2007-11-12,cpp,Corrected a bug found by HD Wysong in the flight control FCSComponent,src/models/flight_control/FGFCSComponent.cpp,16,False,False
bfc571ce,2007-10-22,cpp,Fixed extraneous .xml in file name for aerodynamics,src/models/FGAerodynamics.cpp,6,False,False
0d118927,2007-10-17,cpp,Fixed alphalimits and hysteresis limits units problem,src/models/FGAerodynamics.cpp,17,False,False
d14326bb,2007-10-17,model,Fixed alphalimits and hysteresis limits units problem,aircraft/c172p/c172p.xml;aircraft/c172x/c172x.xml,66,False,False
