aircraft,manoeuvre,method,fault,n_outputs,n_oracle,recall_at3,recall_at5,ap,inspect_before_first,top_is_affected,n_flagged,any_correct_flag,reduction
B747,rudder_doublet,sig_dynamic,cmalpha_x0.7,22,13,0.23076923076923078,0.38461538461538464,0.8689877374087901,1,True,7,True,0.6818181818181819
B747,rudder_doublet,sig_dynamic,cmq_x0.5,22,13,0.15384615384615385,0.23076923076923078,0.5201284096020937,2,False,1,True,0.9545454545454546
B747,rudder_doublet,sig_dynamic,inertia_x1.6,22,22,0.13636363636363635,0.22727272727272727,1.0,1,True,1,True,0.9545454545454546
B747,rudder_doublet,sig_static,clo_+0.1,22,13,0.23076923076923078,0.23076923076923078,0.6653455855885007,1,True,8,True,0.6363636363636364
B747,rudder_doublet,sig_static,cmalpha_x0.7,22,13,0.23076923076923078,0.23076923076923078,0.6564239139971458,1,True,3,True,0.8636363636363636
B747,rudder_doublet,sig_static,cmq_x0.5,22,13,0.15384615384615385,0.3076923076923077,0.5730728319469687,2,False,1,True,0.9545454545454546
B747,rudder_doublet,sig_static,inertia_x1.6,22,22,0.13636363636363635,0.22727272727272727,1.0,1,True,0,False,1.0
B747,throttle_step,envelope,clo_+0.1,22,13,0.23076923076923078,0.38461538461538464,0.7682322665294803,1,True,10,True,0.5454545454545454
B747,throttle_step,envelope,cmalpha_x0.7,22,13,0.23076923076923078,0.38461538461538464,0.6959032067004204,1,True,5,True,0.7727272727272727
B747,throttle_step,envelope,cmq_x0.5,22,13,0.23076923076923078,0.38461538461538464,0.7183099666071803,1,True,5,True,0.7727272727272727
B747,throttle_step,envelope,inertia_x1.6,22,22,0.13636363636363635,0.22727272727272727,1.0,1,True,3,True,0.8636363636363636
B747,throttle_step,iforest,clo_+0.1,22,13,0.15384615384615385,0.23076923076923078,0.613841640815325,1,True,22,True,0.0
B747,throttle_step,iforest,cmalpha_x0.7,22,13,0.07692307692307693,0.07692307692307693,0.481088990195325,3,False,22,True,0.0
B747,throttle_step,iforest,cmq_x0.5,22,13,0.07692307692307693,0.15384615384615385,0.5097332492069333,2,False,0,False,1.0
