fault,set,aircraft,test_case,output,p,es,rsd
B_elevator_drag_8819410c,development,F4N,bank_hold,aero/alpha-deg,0.164367126574685,0.0022635665246418,4.656814747626978
B_elevator_drag_8819410c,development,F4N,bank_hold,aero/beta-deg,0.0927814437112577,0.0009089127660637,-0.0218898157639442
B_pqrdot_5ad2694c,development,F4N,bank_hold,position/h-sl-ft,0.0551889622075584,0.0,0.231532572526719
B_pqrdot_5ad2694c,development,F4N,bank_hold,position/h-agl-ft,0.0555888822235552,0.0,0.2211706311249344
B_pqrdot_5ad2694c,development,F4N,bank_hold,attitude/phi-rad,0.057988402319536,0.0,0.945854962355224
B_pqrdot_5ad2694c,development,F4N,bank_hold,attitude/theta-rad,0.0445910817836432,0.0,6.748274357111901
B_pqrdot_5ad2694c,development,F4N,bank_hold,attitude/psi-rad,0.0721855628874225,0.0,1.0090354801040649
B_pqrdot_5ad2694c,development,F4N,bank_hold,velocities/u-fps,0.020995800839832,0.0,10.973374548608009
B_pqrdot_5ad2694c,development,F4N,bank_hold,velocities/v-fps,0.0317936412717456,0.0,0.7667566797384433
B_pqrdot_5ad2694c,development,F4N,bank_hold,velocities/w-fps,0.1847630473905219,0.0,4.319104177566162
B_pqrdot_5ad2694c,development,F4N,bank_hold,velocities/p-rad_sec,0.7844431113777245,0.0,-0.2388461294360622
B_pqrdot_5ad2694c,development,F4N,bank_hold,velocities/q-rad_sec,0.0153969206158768,0.0,10.233229153140838
B_pqrdot_5ad2694c,development,F4N,bank_hold,velocities/r-rad_sec,0.1397720455908818,0.0,0.0266641910734697
B_pqrdot_5ad2694c,development,F4N,bank_hold,velocities/vc-kts,0.030993801239752,0.0,7.833697041104845
B_pqrdot_5ad2694c,development,F4N,bank_hold,velocities/vt-fps,0.0195960807838432,0.0,10.821562698132029
B_pqrdot_5ad2694c,development,F4N,bank_hold,velocities/h-dot-fps,0.0343931213757248,0.0,7.210481582368683
B_pqrdot_5ad2694c,development,F4N,bank_hold,accelerations/pdot-rad_sec2,0.8032393521295741,4.077371196661418e-05,-0.9038157474865294
B_pqrdot_5ad2694c,development,F4N,bank_hold,accelerations/qdot-rad_sec2,0.4741051789642072,0.0120004808704902,-0.1220736397168038
B_pqrdot_5ad2694c,development,F4N,bank_hold,accelerations/rdot-rad_sec2,0.0993801239752049,0.0303864662513274,0.2034486489803944
B_pqrdot_5ad2694c,development,F4N,bank_hold,accelerations/udot-ft_sec2,0.0225954809038192,0.0,4.496531246332394
B_pqrdot_5ad2694c,development,F4N,bank_hold,accelerations/vdot-ft_sec2,0.1225754849030194,0.0,0.1841611859504299
B_pqrdot_5ad2694c,development,F4N,bank_hold,accelerations/wdot-ft_sec2,0.2663467306538692,0.0,0.0092276480323854
B_pqrdot_5ad2694c,development,F4N,bank_hold,aero/alpha-deg,0.1961607678464307,0.0,4.439218319025169
B_pqrdot_5ad2694c,development,F4N,bank_hold,aero/beta-deg,0.0991801639672065,0.0,-0.0370874535354333
B_turbine_windmill_2db8e408,development,F4N,bank_hold,position/h-sl-ft,0.0551889622075584,0.0,0.231532572526719
B_turbine_windmill_2db8e408,development,F4N,bank_hold,position/h-agl-ft,0.0555888822235552,0.0,0.2211706311249344
B_turbine_windmill_2db8e408,development,F4N,bank_hold,attitude/phi-rad,0.057988402319536,0.0,0.945854962355224
B_turbine_windmill_2db8e408,development,F4N,bank_hold,attitude/theta-rad,0.0445910817836432,0.0,6.748274357111901
B_turbine_windmill_2db8e408,development,F4N,bank_hold,attitude/psi-rad,0.0721855628874225,0.0,1.0090354801040649
B_turbine_windmill_2db8e408,development,F4N,bank_hold,velocities/u-fps,0.020995800839832,0.0,10.973374548608009
B_turbine_windmill_2db8e408,development,F4N,bank_hold,velocities/v-fps,0.0317936412717456,0.0,0.7667566797384433
B_turbine_windmill_2db8e408,development,F4N,bank_hold,velocities/w-fps,0.1847630473905219,0.0,4.319104177566162
B_turbine_windmill_2db8e408,development,F4N,bank_hold,velocities/p-rad_sec,0.7844431113777245,0.0,-0.2388461294360622
B_turbine_windmill_2db8e408,development,F4N,bank_hold,velocities/q-rad_sec,0.0153969206158768,0.0,10.233229153140838
B_turbine_windmill_2db8e408,development,F4N,bank_hold,velocities/r-rad_sec,0.1397720455908818,0.0,0.0266641910734697
B_turbine_windmill_2db8e408,development,F4N,bank_hold,velocities/vc-kts,0.030993801239752,0.0,7.833697041104845
B_turbine_windmill_2db8e408,development,F4N,bank_hold,velocities/vt-fps,0.0195960807838432,0.0,10.821562698132029
B_turbine_windmill_2db8e408,development,F4N,bank_hold,velocities/h-dot-fps,0.0343931213757248,0.0,7.210481582368683
B_turbine_windmill_2db8e408,development,F4N,bank_hold,accelerations/pdot-rad_sec2,0.8032393521295741,0.0,-0.9037984031607136
B_turbine_windmill_2db8e408,development,F4N,bank_hold,accelerations/qdot-rad_sec2,0.4637072585482903,0.0,-0.1113379987283758
B_turbine_windmill_2db8e408,development,F4N,bank_hold,accelerations/rdot-rad_sec2,0.1887622475504899,0.0,0.1190833927604697
B_turbine_windmill_2db8e408,development,F4N,bank_hold,accelerations/udot-ft_sec2,0.0225954809038192,0.0,4.496531246332394
B_turbine_windmill_2db8e408,development,F4N,bank_hold,accelerations/vdot-ft_sec2,0.1225754849030194,0.0,0.1841611859504299
B_turbine_windmill_2db8e408,development,F4N,bank_hold,accelerations/wdot-ft_sec2,0.2663467306538692,0.0,0.0092276480323854
B_turbine_windmill_2db8e408,development,F4N,bank_hold,aero/alpha-deg,0.1961607678464307,0.0,4.439218319025169
B_turbine_windmill_2db8e408,development,F4N,bank_hold,aero/beta-deg,0.0991801639672065,0.0,-0.0370874535354333
B2_turbine_throttle_init_c8af9244,heldout,F4N,bank_hold,position/h-sl-ft,0.0551889622075584,0.0,0.231532572526719
B2_turbine_throttle_init_c8af9244,heldout,F4N,bank_hold,position/h-agl-ft,0.0555888822235552,0.0,0.2211706311249344
B2_turbine_throttle_init_c8af9244,heldout,F4N,bank_hold,attitude/phi-rad,0.057988402319536,0.0,0.945854962355224
B2_turbine_throttle_init_c8af9244,heldout,F4N,bank_hold,attitude/theta-rad,0.0445910817836432,0.0,6.748274357111901
B2_turbine_throttle_init_c8af9244,heldout,F4N,bank_hold,attitude/psi-rad,0.0721855628874225,0.0,1.0090354801040649
B2_turbine_throttle_init_c8af9244,heldout,F4N,bank_hold,velocities/u-fps,0.020995800839832,0.0,10.973374548608009
B2_turbine_throttle_init_c8af9244,heldout,F4N,bank_hold,velocities/v-fps,0.0317936412717456,0.0,0.7667566797384433
B2_turbine_throttle_init_c8af9244,heldout,F4N,bank_hold,velocities/w-fps,0.1847630473905219,0.0,4.319104177566162
B2_turbine_throttle_init_c8af9244,heldout,F4N,bank_hold,velocities/p-rad_sec,0.7844431113777245,0.0,-0.2388461294360622
B2_turbine_throttle_init_c8af9244,heldout,F4N,bank_hold,velocities/q-rad_sec,0.0153969206158768,0.0,10.233229153140838
B2_turbine_throttle_init_c8af9244,heldout,F4N,bank_hold,velocities/r-rad_sec,0.1397720455908818,0.0,0.0266641910734697
B2_turbine_throttle_init_c8af9244,heldout,F4N,bank_hold,velocities/vc-kts,0.030993801239752,0.0,7.833697041104845
B2_turbine_throttle_init_c8af9244,heldout,F4N,bank_hold,velocities/vt-fps,0.0195960807838432,0.0,10.821562698132029
B2_turbine_throttle_init_c8af9244,heldout,F4N,bank_hold,velocities/h-dot-fps,0.0343931213757248,0.0,7.210481582368683
B2_turbine_throttle_init_c8af9244,heldout,F4N,bank_hold,accelerations/pdot-rad_sec2,0.8032393521295741,0.0,-0.9037984031607136
B2_turbine_throttle_init_c8af9244,heldout,F4N,bank_hold,accelerations/qdot-rad_sec2,0.4637072585482903,0.0,-0.1113379987283758
B2_turbine_throttle_init_c8af9244,heldout,F4N,bank_hold,accelerations/rdot-rad_sec2,0.1887622475504899,0.0,0.1190833927604697
B2_turbine_throttle_init_c8af9244,heldout,F4N,bank_hold,accelerations/udot-ft_sec2,0.0225954809038192,0.0,4.496531246332394
B2_turbine_throttle_init_c8af9244,heldout,F4N,bank_hold,accelerations/vdot-ft_sec2,0.1225754849030194,0.0,0.1841611859504299
B2_turbine_throttle_init_c8af9244,heldout,F4N,bank_hold,accelerations/wdot-ft_sec2,0.2663467306538692,0.0,0.0092276480323854
B2_turbine_throttle_init_c8af9244,heldout,F4N,bank_hold,aero/alpha-deg,0.1961607678464307,0.0,4.439218319025169
B2_turbine_throttle_init_c8af9244,heldout,F4N,bank_hold,aero/beta-deg,0.0991801639672065,0.0,-0.0370874535354333
B2_turbine_thruster_inputs_20066483,heldout,F4N,bank_hold,position/h-sl-ft,0.0551889622075584,0.0,0.231532572526719
B2_turbine_thruster_inputs_20066483,heldout,F4N,bank_hold,position/h-agl-ft,0.0555888822235552,0.0,0.2211706311249344
B2_turbine_thruster_inputs_20066483,heldout,F4N,bank_hold,attitude/phi-rad,0.057988402319536,0.0,0.945854962355224
B2_turbine_thruster_inputs_20066483,heldout,F4N,bank_hold,attitude/theta-rad,0.0445910817836432,0.0,6.748274357111901
B2_turbine_thruster_inputs_20066483,heldout,F4N,bank_hold,attitude/psi-rad,0.0721855628874225,0.0,1.0090354801040649
B2_turbine_thruster_inputs_20066483,heldout,F4N,bank_hold,velocities/u-fps,0.020995800839832,0.0,10.973374548608009
B2_turbine_thruster_inputs_20066483,heldout,F4N,bank_hold,velocities/v-fps,0.0317936412717456,0.0,0.7667566797384433
B2_turbine_thruster_inputs_20066483,heldout,F4N,bank_hold,velocities/w-fps,0.1847630473905219,0.0,4.319104177566162
B2_turbine_thruster_inputs_20066483,heldout,F4N,bank_hold,velocities/p-rad_sec,0.7844431113777245,0.0,-0.2388461294360622
B2_turbine_thruster_inputs_20066483,heldout,F4N,bank_hold,velocities/q-rad_sec,0.0153969206158768,0.0,10.233229153140838
B2_turbine_thruster_inputs_20066483,heldout,F4N,bank_hold,velocities/r-rad_sec,0.1397720455908818,0.0,0.0266641910734697
B2_turbine_thruster_inputs_20066483,heldout,F4N,bank_hold,velocities/vc-kts,0.030993801239752,0.0,7.833697041104845
B2_turbine_thruster_inputs_20066483,heldout,F4N,bank_hold,velocities/vt-fps,0.0195960807838432,0.0,10.821562698132029
B2_turbine_thruster_inputs_20066483,heldout,F4N,bank_hold,velocities/h-dot-fps,0.0343931213757248,0.0,7.210481582368683
B2_turbine_thruster_inputs_20066483,heldout,F4N,bank_hold,accelerations/pdot-rad_sec2,0.8032393521295741,0.0,-0.9037984031607136
B2_turbine_thruster_inputs_20066483,heldout,F4N,bank_hold,accelerations/qdot-rad_sec2,0.4637072585482903,0.0,-0.1113379987283758
B2_turbine_thruster_inputs_20066483,heldout,F4N,bank_hold,accelerations/rdot-rad_sec2,0.1887622475504899,0.0,0.1190833927604697
B2_turbine_thruster_inputs_20066483,heldout,F4N,bank_hold,accelerations/udot-ft_sec2,0.0225954809038192,0.0,4.496531246332394
B2_turbine_thruster_inputs_20066483,heldout,F4N,bank_hold,accelerations/vdot-ft_sec2,0.1225754849030194,0.0,0.1841611859504299
B2_turbine_thruster_inputs_20066483,heldout,F4N,bank_hold,accelerations/wdot-ft_sec2,0.2663467306538692,0.0,0.0092276480323854
B2_turbine_thruster_inputs_20066483,heldout,F4N,bank_hold,aero/alpha-deg,0.1961607678464307,0.0,4.439218319025169
B2_turbine_thruster_inputs_20066483,heldout,F4N,bank_hold,aero/beta-deg,0.0991801639672065,0.0,-0.0370874535354333
B2_wheel_spin_down_8a9fba1c,heldout,F4N,bank_hold,position/h-sl-ft,0.0551889622075584,0.0,0.231532572526719
B2_wheel_spin_down_8a9fba1c,heldout,F4N,bank_hold,position/h-agl-ft,0.0555888822235552,0.0,0.2211706311249344
B2_wheel_spin_down_8a9fba1c,heldout,F4N,bank_hold,attitude/phi-rad,0.057988402319536,0.0,0.945854962355224
B2_wheel_spin_down_8a9fba1c,heldout,F4N,bank_hold,attitude/theta-rad,0.0445910817836432,0.0,6.748274357111901
B2_wheel_spin_down_8a9fba1c,heldout,F4N,bank_hold,attitude/psi-rad,0.0721855628874225,0.0,1.0090354801040649
B2_wheel_spin_down_8a9fba1c,heldout,F4N,bank_hold,velocities/u-fps,0.020995800839832,0.0,10.973374548608009
B2_wheel_spin_down_8a9fba1c,heldout,F4N,bank_hold,velocities/v-fps,0.0317936412717456,0.0,0.7667566797384433
B2_wheel_spin_down_8a9fba1c,heldout,F4N,bank_hold,velocities/w-fps,0.1847630473905219,0.0,4.319104177566162
B2_wheel_spin_down_8a9fba1c,heldout,F4N,bank_hold,velocities/p-rad_sec,0.7844431113777245,0.0,-0.2388461294360622
B2_wheel_spin_down_8a9fba1c,heldout,F4N,bank_hold,velocities/q-rad_sec,0.0153969206158768,0.0,10.233229153140838
B2_wheel_spin_down_8a9fba1c,heldout,F4N,bank_hold,velocities/r-rad_sec,0.1397720455908818,0.0,0.0266641910734697
B2_wheel_spin_down_8a9fba1c,heldout,F4N,bank_hold,velocities/vc-kts,0.030993801239752,0.0,7.833697041104845
B2_wheel_spin_down_8a9fba1c,heldout,F4N,bank_hold,velocities/vt-fps,0.0195960807838432,0.0,10.821562698132029
B2_wheel_spin_down_8a9fba1c,heldout,F4N,bank_hold,velocities/h-dot-fps,0.0343931213757248,0.0,7.210481582368683
B2_wheel_spin_down_8a9fba1c,heldout,F4N,bank_hold,accelerations/pdot-rad_sec2,0.8032393521295741,0.0,-0.9037984031607136
B2_wheel_spin_down_8a9fba1c,heldout,F4N,bank_hold,accelerations/qdot-rad_sec2,0.4637072585482903,0.0,-0.1113379987283758
B2_wheel_spin_down_8a9fba1c,heldout,F4N,bank_hold,accelerations/rdot-rad_sec2,0.1887622475504899,0.0,0.1190833927604697
B2_wheel_spin_down_8a9fba1c,heldout,F4N,bank_hold,accelerations/udot-ft_sec2,0.0225954809038192,0.0,4.496531246332394
B2_wheel_spin_down_8a9fba1c,heldout,F4N,bank_hold,accelerations/vdot-ft_sec2,0.1225754849030194,0.0,0.1841611859504299
B2_wheel_spin_down_8a9fba1c,heldout,F4N,bank_hold,accelerations/wdot-ft_sec2,0.2663467306538692,0.0,0.0092276480323854
B2_wheel_spin_down_8a9fba1c,heldout,F4N,bank_hold,aero/alpha-deg,0.1961607678464307,0.0,4.439218319025169
B2_wheel_spin_down_8a9fba1c,heldout,F4N,bank_hold,aero/beta-deg,0.0991801639672065,0.0,-0.0370874535354333
B2_sensor_fail_stuck_f543d634,heldout,F4N,bank_hold,position/h-sl-ft,0.0551889622075584,0.0,0.231532572526719
B2_sensor_fail_stuck_f543d634,heldout,F4N,bank_hold,position/h-agl-ft,0.0555888822235552,0.0,0.2211706311249344
B2_sensor_fail_stuck_f543d634,heldout,F4N,bank_hold,attitude/phi-rad,0.057988402319536,0.0,0.945854962355224
B2_sensor_fail_stuck_f543d634,heldout,F4N,bank_hold,attitude/theta-rad,0.0445910817836432,0.0,6.748274357111901
B2_sensor_fail_stuck_f543d634,heldout,F4N,bank_hold,attitude/psi-rad,0.0721855628874225,0.0,1.0090354801040649
B2_sensor_fail_stuck_f543d634,heldout,F4N,bank_hold,velocities/u-fps,0.020995800839832,0.0,10.973374548608009
B2_sensor_fail_stuck_f543d634,heldout,F4N,bank_hold,velocities/v-fps,0.0317936412717456,0.0,0.7667566797384433
B2_sensor_fail_stuck_f543d634,heldout,F4N,bank_hold,velocities/w-fps,0.1847630473905219,0.0,4.319104177566162
B2_sensor_fail_stuck_f543d634,heldout,F4N,bank_hold,velocities/p-rad_sec,0.7844431113777245,0.0,-0.2388461294360622
B2_sensor_fail_stuck_f543d634,heldout,F4N,bank_hold,velocities/q-rad_sec,0.0153969206158768,0.0,10.233229153140838
B2_sensor_fail_stuck_f543d634,heldout,F4N,bank_hold,velocities/r-rad_sec,0.1397720455908818,0.0,0.0266641910734697
B2_sensor_fail_stuck_f543d634,heldout,F4N,bank_hold,velocities/vc-kts,0.030993801239752,0.0,7.833697041104845
B2_sensor_fail_stuck_f543d634,heldout,F4N,bank_hold,velocities/vt-fps,0.0195960807838432,0.0,10.821562698132029
B2_sensor_fail_stuck_f543d634,heldout,F4N,bank_hold,velocities/h-dot-fps,0.0343931213757248,0.0,7.210481582368683
B2_sensor_fail_stuck_f543d634,heldout,F4N,bank_hold,accelerations/pdot-rad_sec2,0.8032393521295741,0.0,-0.9037984031607136
B2_sensor_fail_stuck_f543d634,heldout,F4N,bank_hold,accelerations/qdot-rad_sec2,0.4637072585482903,0.0,-0.1113379987283758
B2_sensor_fail_stuck_f543d634,heldout,F4N,bank_hold,accelerations/rdot-rad_sec2,0.1887622475504899,0.0,0.1190833927604697
B2_sensor_fail_stuck_f543d634,heldout,F4N,bank_hold,accelerations/udot-ft_sec2,0.0225954809038192,0.0,4.496531246332394
B2_sensor_fail_stuck_f543d634,heldout,F4N,bank_hold,accelerations/vdot-ft_sec2,0.1225754849030194,0.0,0.1841611859504299
B2_sensor_fail_stuck_f543d634,heldout,F4N,bank_hold,accelerations/wdot-ft_sec2,0.2663467306538692,0.0,0.0092276480323854
B2_sensor_fail_stuck_f543d634,heldout,F4N,bank_hold,aero/alpha-deg,0.1961607678464307,0.0,4.439218319025169
B2_sensor_fail_stuck_f543d634,heldout,F4N,bank_hold,aero/beta-deg,0.0991801639672065,0.0,-0.0370874535354333
B2_atmosphere_high_altitude_61f1e8c3,heldout,F4N,bank_hold,position/h-sl-ft,0.0551889622075584,0.0,0.231532572526719
B2_atmosphere_high_altitude_61f1e8c3,heldout,F4N,bank_hold,position/h-agl-ft,0.0555888822235552,0.0,0.2211706311249344
B2_atmosphere_high_altitude_61f1e8c3,heldout,F4N,bank_hold,attitude/phi-rad,0.057988402319536,0.0,0.945854962355224
B2_atmosphere_high_altitude_61f1e8c3,heldout,F4N,bank_hold,attitude/theta-rad,0.0445910817836432,0.0,6.748274357111901
B2_atmosphere_high_altitude_61f1e8c3,heldout,F4N,bank_hold,attitude/psi-rad,0.0721855628874225,0.0,1.0090354801040649
B2_atmosphere_high_altitude_61f1e8c3,heldout,F4N,bank_hold,velocities/u-fps,0.020995800839832,0.0,10.973374548608009
B2_atmosphere_high_altitude_61f1e8c3,heldout,F4N,bank_hold,velocities/v-fps,0.0317936412717456,0.0,0.7667566797384433
B2_atmosphere_high_altitude_61f1e8c3,heldout,F4N,bank_hold,velocities/w-fps,0.1847630473905219,0.0,4.319104177566162
B2_atmosphere_high_altitude_61f1e8c3,heldout,F4N,bank_hold,velocities/p-rad_sec,0.7844431113777245,0.0,-0.2388461294360622
B2_atmosphere_high_altitude_61f1e8c3,heldout,F4N,bank_hold,velocities/q-rad_sec,0.0153969206158768,0.0,10.233229153140838
B2_atmosphere_high_altitude_61f1e8c3,heldout,F4N,bank_hold,velocities/r-rad_sec,0.1397720455908818,0.0,0.0266641910734697
B2_atmosphere_high_altitude_61f1e8c3,heldout,F4N,bank_hold,velocities/vc-kts,0.030993801239752,0.0,7.833697041104845
B2_atmosphere_high_altitude_61f1e8c3,heldout,F4N,bank_hold,velocities/vt-fps,0.0195960807838432,0.0,10.821562698132029
B2_atmosphere_high_altitude_61f1e8c3,heldout,F4N,bank_hold,velocities/h-dot-fps,0.0343931213757248,0.0,7.210481582368683
B2_atmosphere_high_altitude_61f1e8c3,heldout,F4N,bank_hold,accelerations/pdot-rad_sec2,0.8032393521295741,0.0,-0.9037984031607136
B2_atmosphere_high_altitude_61f1e8c3,heldout,F4N,bank_hold,accelerations/qdot-rad_sec2,0.4637072585482903,0.0,-0.1113379987283758
B2_atmosphere_high_altitude_61f1e8c3,heldout,F4N,bank_hold,accelerations/rdot-rad_sec2,0.1887622475504899,0.0,0.1190833927604697
B2_atmosphere_high_altitude_61f1e8c3,heldout,F4N,bank_hold,accelerations/udot-ft_sec2,0.0225954809038192,0.0,4.496531246332394
B2_atmosphere_high_altitude_61f1e8c3,heldout,F4N,bank_hold,accelerations/vdot-ft_sec2,0.1225754849030194,0.0,0.1841611859504299
B2_atmosphere_high_altitude_61f1e8c3,heldout,F4N,bank_hold,accelerations/wdot-ft_sec2,0.2663467306538692,0.0,0.0092276480323854
B2_atmosphere_high_altitude_61f1e8c3,heldout,F4N,bank_hold,aero/alpha-deg,0.1961607678464307,0.0,4.439218319025169
B2_atmosphere_high_altitude_61f1e8c3,heldout,F4N,bank_hold,aero/beta-deg,0.0991801639672065,0.0,-0.0370874535354333
B2_load_factor_sign_c3fa7d22,heldout,F4N,bank_hold,position/h-sl-ft,0.0551889622075584,0.0,0.231532572526719
B2_load_factor_sign_c3fa7d22,heldout,F4N,bank_hold,position/h-agl-ft,0.0555888822235552,0.0,0.2211706311249344
B2_load_factor_sign_c3fa7d22,heldout,F4N,bank_hold,attitude/phi-rad,0.057988402319536,0.0,0.945854962355224
B2_load_factor_sign_c3fa7d22,heldout,F4N,bank_hold,attitude/theta-rad,0.0445910817836432,0.0,6.748274357111901
B2_load_factor_sign_c3fa7d22,heldout,F4N,bank_hold,attitude/psi-rad,0.0721855628874225,0.0,1.0090354801040649
B2_load_factor_sign_c3fa7d22,heldout,F4N,bank_hold,velocities/u-fps,0.020995800839832,0.0,10.973374548608009
B2_load_factor_sign_c3fa7d22,heldout,F4N,bank_hold,velocities/v-fps,0.0317936412717456,0.0,0.7667566797384433
B2_load_factor_sign_c3fa7d22,heldout,F4N,bank_hold,velocities/w-fps,0.1847630473905219,0.0,4.319104177566162
B2_load_factor_sign_c3fa7d22,heldout,F4N,bank_hold,velocities/p-rad_sec,0.7844431113777245,0.0,-0.2388461294360622
B2_load_factor_sign_c3fa7d22,heldout,F4N,bank_hold,velocities/q-rad_sec,0.0153969206158768,0.0,10.233229153140838
B2_load_factor_sign_c3fa7d22,heldout,F4N,bank_hold,velocities/r-rad_sec,0.1397720455908818,0.0,0.0266641910734697
B2_load_factor_sign_c3fa7d22,heldout,F4N,bank_hold,velocities/vc-kts,0.030993801239752,0.0,7.833697041104845
B2_load_factor_sign_c3fa7d22,heldout,F4N,bank_hold,velocities/vt-fps,0.0195960807838432,0.0,10.821562698132029
B2_load_factor_sign_c3fa7d22,heldout,F4N,bank_hold,velocities/h-dot-fps,0.0343931213757248,0.0,7.210481582368683
B2_load_factor_sign_c3fa7d22,heldout,F4N,bank_hold,accelerations/pdot-rad_sec2,0.8032393521295741,0.0,-0.9037984031607136
B2_load_factor_sign_c3fa7d22,heldout,F4N,bank_hold,accelerations/qdot-rad_sec2,0.4637072585482903,0.0,-0.1113379987283758
B2_load_factor_sign_c3fa7d22,heldout,F4N,bank_hold,accelerations/rdot-rad_sec2,0.1887622475504899,0.0,0.1190833927604697
B2_load_factor_sign_c3fa7d22,heldout,F4N,bank_hold,accelerations/udot-ft_sec2,0.0225954809038192,0.0,4.496531246332394
B2_load_factor_sign_c3fa7d22,heldout,F4N,bank_hold,accelerations/vdot-ft_sec2,0.1225754849030194,0.0,0.1841611859504299
B2_load_factor_sign_c3fa7d22,heldout,F4N,bank_hold,accelerations/wdot-ft_sec2,0.2663467306538692,0.0,0.0092276480323854
B2_load_factor_sign_c3fa7d22,heldout,F4N,bank_hold,aero/alpha-deg,0.1961607678464307,0.0,4.439218319025169
B2_load_factor_sign_c3fa7d22,heldout,F4N,bank_hold,aero/beta-deg,0.0991801639672065,0.0,-0.0370874535354333
B2_propeller_inflow_angle_82cc3893,heldout,F4N,bank_hold,position/h-sl-ft,0.0551889622075584,0.0,0.231532572526719
B2_propeller_inflow_angle_82cc3893,heldout,F4N,bank_hold,position/h-agl-ft,0.0555888822235552,0.0,0.2211706311249344
B2_propeller_inflow_angle_82cc3893,heldout,F4N,bank_hold,attitude/phi-rad,0.057988402319536,0.0,0.945854962355224
B2_propeller_inflow_angle_82cc3893,heldout,F4N,bank_hold,attitude/theta-rad,0.0445910817836432,0.0,6.748274357111901
B2_propeller_inflow_angle_82cc3893,heldout,F4N,bank_hold,attitude/psi-rad,0.0721855628874225,0.0,1.0090354801040649
B2_propeller_inflow_angle_82cc3893,heldout,F4N,bank_hold,velocities/u-fps,0.020995800839832,0.0,10.973374548608009
B2_propeller_inflow_angle_82cc3893,heldout,F4N,bank_hold,velocities/v-fps,0.0317936412717456,0.0,0.7667566797384433
B2_propeller_inflow_angle_82cc3893,heldout,F4N,bank_hold,velocities/w-fps,0.1847630473905219,0.0,4.319104177566162
B2_propeller_inflow_angle_82cc3893,heldout,F4N,bank_hold,velocities/p-rad_sec,0.7844431113777245,0.0,-0.2388461294360622
B2_propeller_inflow_angle_82cc3893,heldout,F4N,bank_hold,velocities/q-rad_sec,0.0153969206158768,0.0,10.233229153140838
B2_propeller_inflow_angle_82cc3893,heldout,F4N,bank_hold,velocities/r-rad_sec,0.1397720455908818,0.0,0.0266641910734697
B2_propeller_inflow_angle_82cc3893,heldout,F4N,bank_hold,velocities/vc-kts,0.030993801239752,0.0,7.833697041104845
B2_propeller_inflow_angle_82cc3893,heldout,F4N,bank_hold,velocities/vt-fps,0.0195960807838432,0.0,10.821562698132029
B2_propeller_inflow_angle_82cc3893,heldout,F4N,bank_hold,velocities/h-dot-fps,0.0343931213757248,0.0,7.210481582368683
B2_propeller_inflow_angle_82cc3893,heldout,F4N,bank_hold,accelerations/pdot-rad_sec2,0.8032393521295741,0.0,-0.9037984031607136
B2_propeller_inflow_angle_82cc3893,heldout,F4N,bank_hold,accelerations/qdot-rad_sec2,0.4637072585482903,0.0,-0.1113379987283758
B2_propeller_inflow_angle_82cc3893,heldout,F4N,bank_hold,accelerations/rdot-rad_sec2,0.1887622475504899,0.0,0.1190833927604697
B2_propeller_inflow_angle_82cc3893,heldout,F4N,bank_hold,accelerations/udot-ft_sec2,0.0225954809038192,0.0,4.496531246332394
B2_propeller_inflow_angle_82cc3893,heldout,F4N,bank_hold,accelerations/vdot-ft_sec2,0.1225754849030194,0.0,0.1841611859504299
B2_propeller_inflow_angle_82cc3893,heldout,F4N,bank_hold,accelerations/wdot-ft_sec2,0.2663467306538692,0.0,0.0092276480323854
B2_propeller_inflow_angle_82cc3893,heldout,F4N,bank_hold,aero/alpha-deg,0.1961607678464307,0.0,4.439218319025169
B2_propeller_inflow_angle_82cc3893,heldout,F4N,bank_hold,aero/beta-deg,0.0991801639672065,0.0,-0.0370874535354333
B2_atmosphere_gradient_fadeout_05b709c8,heldout,F4N,bank_hold,position/h-sl-ft,0.0551889622075584,0.0,0.231532572526719
B2_atmosphere_gradient_fadeout_05b709c8,heldout,F4N,bank_hold,position/h-agl-ft,0.0555888822235552,0.0,0.2211706311249344
B2_atmosphere_gradient_fadeout_05b709c8,heldout,F4N,bank_hold,attitude/phi-rad,0.057988402319536,0.0,0.945854962355224
B2_atmosphere_gradient_fadeout_05b709c8,heldout,F4N,bank_hold,attitude/theta-rad,0.0445910817836432,0.0,6.748274357111901
B2_atmosphere_gradient_fadeout_05b709c8,heldout,F4N,bank_hold,attitude/psi-rad,0.0721855628874225,0.0,1.0090354801040649
B2_atmosphere_gradient_fadeout_05b709c8,heldout,F4N,bank_hold,velocities/u-fps,0.020995800839832,0.0,10.973374548608009
B2_atmosphere_gradient_fadeout_05b709c8,heldout,F4N,bank_hold,velocities/v-fps,0.0317936412717456,0.0,0.7667566797384433
B2_atmosphere_gradient_fadeout_05b709c8,heldout,F4N,bank_hold,velocities/w-fps,0.1847630473905219,0.0,4.319104177566162
B2_atmosphere_gradient_fadeout_05b709c8,heldout,F4N,bank_hold,velocities/p-rad_sec,0.7844431113777245,0.0,-0.2388461294360622
B2_atmosphere_gradient_fadeout_05b709c8,heldout,F4N,bank_hold,velocities/q-rad_sec,0.0153969206158768,0.0,10.233229153140838
B2_atmosphere_gradient_fadeout_05b709c8,heldout,F4N,bank_hold,velocities/r-rad_sec,0.1397720455908818,0.0,0.0266641910734697
