aircraft,manoeuvre,fault,explainer,n_flagged,agreement,agreement_null_median,n_explained,correctness,correctness_largest_movement,correctness_only_changing,correctness_residual_importance,stability,n_with_trim_shift
Boeing314,aileron_step,clo_+0.1,static,10,0.0,0.4,10,1.0,1.0,1.0,,,10
Boeing314,rudder_doublet,inertia_x1.6,dynamic,1,0.0,1.0,1,1.0,1.0,1.0,1.0,0.2,0
Boeing314,rudder_doublet,inertia_x1.6,static,1,0.0,0.0,1,1.0,1.0,1.0,,,0
Boeing314,rudder_doublet,cmq_x0.5,dynamic,9,1.0,1.0,9,1.0,1.0,1.0,1.0,0.28888888888888886,0
Boeing314,rudder_doublet,cmq_x0.5,static,9,0.1111111111111111,0.7777777777777778,9,1.0,1.0,1.0,,,0
Boeing314,rudder_doublet,cmalpha_x0.7,dynamic,6,0.8333333333333334,1.0,6,1.0,1.0,1.0,1.0,0.25,6
Boeing314,rudder_doublet,cmalpha_x0.7,static,6,0.5,1.0,6,1.0,1.0,1.0,,,6
Boeing314,rudder_doublet,clo_+0.1,dynamic,8,0.625,0.875,8,1.0,1.0,1.0,0.375,0.4125,8
Boeing314,rudder_doublet,clo_+0.1,static,8,0.375,0.75,8,1.0,1.0,1.0,,,8
Boeing314,bank_hold,inertia_x1.6,dynamic,2,0.0,0.5,2,1.0,1.0,1.0,0.0,0.3,0
Boeing314,bank_hold,inertia_x1.6,static,2,0.0,0.5,2,1.0,1.0,1.0,,,0
Boeing314,bank_hold,cmq_x0.5,dynamic,11,0.6363636363636364,0.8181818181818182,11,1.0,1.0,1.0,0.8181818181818182,0.3272727272727272,0
Boeing314,bank_hold,cmq_x0.5,static,11,0.36363636363636365,0.8181818181818182,11,1.0,1.0,1.0,,,0
Boeing314,bank_hold,cmalpha_x0.7,dynamic,10,0.7,1.0,10,1.0,1.0,1.0,1.0,0.32999999999999996,10
Boeing314,bank_hold,cmalpha_x0.7,static,10,0.2,0.9,10,1.0,1.0,1.0,,,10
Boeing314,bank_hold,clo_+0.1,dynamic,13,0.6923076923076923,0.8461538461538461,13,1.0,1.0,1.0,0.5384615384615384,0.2769230769230769,13
Boeing314,bank_hold,clo_+0.1,static,13,0.23076923076923078,0.8461538461538461,13,1.0,1.0,1.0,,,13
Boeing314,flap_extend,inertia_x1.6,dynamic,7,0.7142857142857143,1.0,7,1.0,1.0,1.0,1.0,0.5714285714285714,0
Boeing314,flap_extend,inertia_x1.6,static,7,0.0,0.7142857142857143,7,1.0,1.0,1.0,,,0
Boeing314,flap_extend,cmq_x0.5,dynamic,10,1.0,1.0,10,1.0,1.0,1.0,1.0,0.54,0
Boeing314,flap_extend,cmq_x0.5,static,10,0.5,1.0,10,1.0,1.0,1.0,,,0
Boeing314,flap_extend,cmalpha_x0.7,dynamic,11,0.8181818181818182,1.0,11,1.0,1.0,1.0,1.0,0.5,11
Boeing314,flap_extend,cmalpha_x0.7,static,11,0.45454545454545453,0.6363636363636364,11,1.0,1.0,1.0,,,11
Boeing314,flap_extend,clo_+0.1,dynamic,8,0.375,0.875,8,1.0,1.0,1.0,1.0,0.5,8
Boeing314,flap_extend,clo_+0.1,static,8,0.25,0.75,8,1.0,1.0,1.0,,,8
Boeing314,engine_cut,inertia_x1.6,dynamic,0,,,0,,,,,,0
Boeing314,engine_cut,inertia_x1.6,static,0,,,0,,,,,,0
Boeing314,engine_cut,cmq_x0.5,dynamic,4,0.75,1.0,4,1.0,1.0,1.0,1.0,1.0,0
Boeing314,engine_cut,cmq_x0.5,static,4,0.0,0.0,0,,,,,,0
Boeing314,engine_cut,cmalpha_x0.7,dynamic,5,0.6,0.8,5,1.0,1.0,1.0,1.0,1.0,5
Boeing314,engine_cut,cmalpha_x0.7,static,5,0.8,0.8,0,,,,,,5
Boeing314,engine_cut,clo_+0.1,dynamic,5,0.8,0.8,5,1.0,1.0,1.0,1.0,1.0,5
Boeing314,engine_cut,clo_+0.1,static,5,0.6,0.8,0,,,,,,5
Boeing314,climbing_turn,inertia_x1.6,dynamic,1,0.0,1.0,1,1.0,1.0,1.0,0.0,0.3,0
Boeing314,climbing_turn,inertia_x1.6,static,1,0.0,1.0,1,0.0,1.0,1.0,,,0
Boeing314,climbing_turn,cmq_x0.5,dynamic,17,0.7058823529411765,1.0,17,0.47058823529411764,0.6470588235294118,0.6470588235294118,0.5882352941176471,0.11764705882352941,0
Boeing314,climbing_turn,cmq_x0.5,static,17,0.5882352941176471,1.0,17,0.35294117647058826,0.6470588235294118,0.6470588235294118,,,0
Boeing314,climbing_turn,cmalpha_x0.7,dynamic,7,0.14285714285714285,0.7142857142857143,7,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.2857142857142857,0.35714285714285715,0
Boeing314,climbing_turn,cmalpha_x0.7,static,7,0.0,0.5714285714285714,7,0.8571428571428571,0.8571428571428571,0.8571428571428571,,,0
Boeing314,climbing_turn,clo_+0.1,dynamic,10,0.6,1.0,10,0.9,0.9,0.9,0.6,0.42000000000000004,0
Boeing314,climbing_turn,clo_+0.1,static,10,0.2,0.9,10,0.9,0.9,0.9,,,0
Boeing314,elev_doublet_distractor,inertia_x1.6,dynamic,1,0.0,0.0,1,0.0,1.0,1.0,1.0,0.2,0
Boeing314,elev_doublet_distractor,inertia_x1.6,static,1,0.0,0.0,1,0.0,1.0,1.0,,,0
Boeing314,elev_doublet_distractor,cmq_x0.5,dynamic,10,1.0,1.0,10,0.3,1.0,1.0,0.2,0.19,0
Boeing314,elev_doublet_distractor,cmq_x0.5,static,10,0.2,0.9,10,0.0,1.0,1.0,,,0
Boeing314,elev_doublet_distractor,cmalpha_x0.7,dynamic,7,0.42857142857142855,0.8571428571428571,7,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.5714285714285714,0.5714285714285714,0
Boeing314,elev_doublet_distractor,cmalpha_x0.7,static,7,0.2857142857142857,0.7142857142857143,7,0.8571428571428571,0.8571428571428571,0.8571428571428571,,,0
Boeing314,elev_doublet_distractor,clo_+0.1,dynamic,13,0.38461538461538464,0.6923076923076923,13,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.5384615384615384,0.6538461538461539,0
Boeing314,elev_doublet_distractor,clo_+0.1,static,13,0.0,0.5384615384615384,13,0.6153846153846154,0.6153846153846154,0.6153846153846154,,,0
Boeing314,engine_stop,inertia_x1.6,dynamic,1,0.0,1.0,1,1.0,1.0,1.0,1.0,1.0,0
Boeing314,engine_stop,inertia_x1.6,static,1,0.0,0.0,0,,,,,,0
Boeing314,engine_stop,cmq_x0.5,dynamic,10,1.0,1.0,10,1.0,1.0,1.0,1.0,1.0,0
Boeing314,engine_stop,cmq_x0.5,static,10,0.0,0.6,0,,,,,,0
Boeing314,engine_stop,cmalpha_x0.7,dynamic,9,0.8888888888888888,1.0,9,1.0,1.0,1.0,1.0,1.0,9
Boeing314,engine_stop,cmalpha_x0.7,static,9,0.3333333333333333,0.6666666666666666,0,,,,,,9
Boeing314,engine_stop,clo_+0.1,dynamic,5,0.4,0.8,5,1.0,1.0,1.0,1.0,1.0,5
Boeing314,engine_stop,clo_+0.1,static,5,0.2,0.2,0,,,,,,5
Camel,throttle_step,cmq_x0.5,dynamic,15,0.4666666666666667,0.8666666666666667,15,1.0,1.0,1.0,0.8,1.0,0
Camel,throttle_step,cmq_x0.5,static,15,0.2,0.5333333333333333,15,1.0,1.0,1.0,,,0
Camel,throttle_step,cmalpha_x0.7,dynamic,17,0.5294117647058824,0.8823529411764706,17,1.0,1.0,1.0,0.9411764705882353,1.0,0
Camel,throttle_step,cmalpha_x0.7,static,17,0.29411764705882354,0.7058823529411765,17,1.0,1.0,1.0,,,0
Camel,throttle_step,clo_+0.1,dynamic,13,0.38461538461538464,0.9230769230769231,13,1.0,1.0,1.0,0.7692307692307693,1.0,13
Camel,throttle_step,clo_+0.1,static,13,0.3076923076923077,0.6923076923076923,13,1.0,1.0,1.0,,,13
Camel,elev_doublet,cmq_x0.5,dynamic,8,0.0,0.5,8,1.0,1.0,1.0,1.0,0.5625,0
Camel,elev_doublet,cmq_x0.5,static,8,0.0,0.125,8,1.0,1.0,1.0,,,0
Camel,elev_doublet,cmalpha_x0.7,dynamic,7,0.42857142857142855,0.7142857142857143,7,1.0,1.0,1.0,0.5714285714285714,0.5714285714285714,0
Camel,elev_doublet,cmalpha_x0.7,static,7,0.14285714285714285,0.8571428571428571,7,1.0,1.0,1.0,,,0
Camel,elev_doublet,clo_+0.1,dynamic,4,0.25,0.5,4,1.0,1.0,1.0,0.75,0.625,4
Camel,elev_doublet,clo_+0.1,static,4,0.25,0.5,4,1.0,1.0,1.0,,,4
Camel,elev_step,cmq_x0.5,dynamic,12,0.5,1.0,12,1.0,1.0,1.0,1.0,0.075,0
Camel,elev_step,cmq_x0.5,static,12,0.16666666666666666,0.25,12,1.0,1.0,1.0,,,0
Camel,elev_step,cmalpha_x0.7,dynamic,22,0.9545454545454546,1.0,22,1.0,1.0,1.0,0.7727272727272727,0.35454545454545455,0
Camel,elev_step,cmalpha_x0.7,static,22,0.8181818181818182,1.0,22,1.0,1.0,1.0,,,0
Camel,elev_step,clo_+0.1,dynamic,8,0.75,1.0,8,1.0,1.0,1.0,1.0,0.7625,8
Camel,elev_step,clo_+0.1,static,8,0.875,0.875,8,1.0,1.0,1.0,,,8
Camel,aileron_step,cmq_x0.5,dynamic,6,0.6666666666666666,1.0,6,1.0,1.0,1.0,1.0,0.21666666666666667,0
Camel,aileron_step,cmq_x0.5,static,6,0.8333333333333334,1.0,6,1.0,1.0,1.0,,,0
Camel,aileron_step,cmalpha_x0.7,dynamic,5,0.6,1.0,5,1.0,1.0,1.0,1.0,0.5599999999999999,0
Camel,aileron_step,cmalpha_x0.7,static,5,0.4,0.6,5,1.0,1.0,1.0,,,0
Camel,aileron_step,clo_+0.1,dynamic,9,0.8888888888888888,1.0,9,1.0,1.0,1.0,0.7777777777777778,0.2777777777777778,9
Camel,aileron_step,clo_+0.1,static,9,0.6666666666666666,1.0,9,1.0,1.0,1.0,,,9
Camel,rudder_doublet,cmq_x0.5,dynamic,5,0.0,0.4,5,1.0,1.0,1.0,1.0,0.28,0
Camel,rudder_doublet,cmq_x0.5,static,5,0.0,0.2,5,1.0,1.0,1.0,,,0
Camel,rudder_doublet,cmalpha_x0.7,dynamic,5,0.0,0.0,5,1.0,1.0,1.0,1.0,0.27999999999999997,0
Camel,rudder_doublet,cmalpha_x0.7,static,5,0.0,0.4,5,1.0,1.0,1.0,,,0
Camel,rudder_doublet,clo_+0.1,dynamic,8,0.125,0.375,8,1.0,1.0,1.0,0.625,0.4,8
Camel,rudder_doublet,clo_+0.1,static,8,0.125,0.875,8,1.0,1.0,1.0,,,8
Camel,bank_hold,cmq_x0.5,dynamic,15,0.7333333333333333,0.9333333333333333,15,1.0,1.0,1.0,0.8,0.33333333333333326,0
Camel,bank_hold,cmq_x0.5,static,15,0.0,0.26666666666666666,15,1.0,1.0,1.0,,,0
Camel,bank_hold,cmalpha_x0.7,dynamic,12,0.8333333333333334,0.9166666666666666,12,1.0,1.0,1.0,0.5833333333333334,0.30833333333333335,0
Camel,bank_hold,cmalpha_x0.7,static,12,0.5833333333333334,1.0,12,1.0,1.0,1.0,,,0
Camel,bank_hold,clo_+0.1,dynamic,13,1.0,1.0,13,1.0,1.0,1.0,0.8461538461538461,0.24615384615384617,13
Camel,bank_hold,clo_+0.1,static,13,0.9230769230769231,0.9230769230769231,13,1.0,1.0,1.0,,,13
Camel,flap_extend,cmq_x0.5,dynamic,13,1.0,1.0,13,1.0,1.0,1.0,1.0,1.0,0
Camel,flap_extend,cmq_x0.5,static,13,0.15384615384615385,0.3076923076923077,13,1.0,1.0,1.0,,,0
Camel,flap_extend,cmalpha_x0.7,dynamic,18,0.5555555555555556,0.7222222222222222,18,1.0,1.0,1.0,0.7777777777777778,0.8722222222222222,0
Camel,flap_extend,cmalpha_x0.7,static,18,0.05555555555555555,0.2222222222222222,18,1.0,1.0,1.0,,,0
Camel,flap_extend,clo_+0.1,dynamic,17,1.0,1.0,17,1.0,1.0,1.0,0.8235294117647058,1.0,17
Camel,flap_extend,clo_+0.1,static,17,0.7058823529411765,0.7647058823529411,17,1.0,1.0,1.0,,,17
Camel,climbing_turn,cmq_x0.5,dynamic,19,1.0,1.0,19,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.42105263157894735,0.2736842105263158,0
Camel,climbing_turn,cmq_x0.5,static,19,0.9473684210526315,1.0,19,0.5263157894736842,0.5263157894736842,0.5263157894736842,,,0
Camel,climbing_turn,cmalpha_x0.7,dynamic,8,0.75,1.0,8,0.375,0.5,0.5,0.5,0.3125,0
Camel,climbing_turn,cmalpha_x0.7,static,8,1.0,1.0,8,0.25,0.5,0.5,,,0
Camel,climbing_turn,clo_+0.1,dynamic,7,0.5714285714285714,0.8571428571428571,7,1.0,1.0,1.0,1.0,0.5285714285714286,7
Camel,climbing_turn,clo_+0.1,static,7,0.42857142857142855,0.7142857142857143,7,1.0,1.0,1.0,,,7
Camel,elev_doublet_distractor,cmq_x0.5,dynamic,10,0.0,0.7,10,0.6,0.4,0.4,0.5,0.07,0
Camel,elev_doublet_distractor,cmq_x0.5,static,10,0.0,0.6,10,0.6,0.4,0.4,,,0
Camel,elev_doublet_distractor,cmalpha_x0.7,dynamic,17,0.058823529411764705,0.7647058823529411,17,0.47058823529411764,0.5882352941176471,0.5882352941176471,0.47058823529411764,0.12941176470588234,0
Camel,elev_doublet_distractor,cmalpha_x0.7,static,17,0.058823529411764705,0.7058823529411765,17,0.23529411764705882,0.5882352941176471,0.5882352941176471,,,0
Camel,elev_doublet_distractor,clo_+0.1,dynamic,4,0.0,0.25,4,0.75,0.75,0.75,0.75,0.0,4
Camel,elev_doublet_distractor,clo_+0.1,static,4,0.5,0.75,4,0.25,0.75,0.75,,,4
Camel,engine_stop,cmq_x0.5,dynamic,17,0.8823529411764706,0.8823529411764706,17,1.0,1.0,1.0,0.8823529411764706,1.0,0
Camel,engine_stop,cmq_x0.5,static,17,0.47058823529411764,0.5882352941176471,0,,,,,,0
Camel,engine_stop,cmalpha_x0.7,dynamic,17,0.7647058823529411,1.0,17,1.0,1.0,1.0,0.8823529411764706,1.0,0
Camel,engine_stop,cmalpha_x0.7,static,17,0.47058823529411764,0.5882352941176471,0,,,,,,0
Camel,engine_stop,clo_+0.1,dynamic,16,0.8125,1.0,16,1.0,1.0,1.0,1.0,1.0,16
Camel,engine_stop,clo_+0.1,static,16,0.875,0.875,0,,,,,,16
F4N,throttle_step,inertia_x1.6,dynamic,11,0.6363636363636364,0.9090909090909091,11,0.2727272727272727,1.0,1.0,0.8181818181818182,0.3272727272727272,0
F4N,throttle_step,inertia_x1.6,static,11,0.45454545454545453,0.7272727272727273,11,0.9090909090909091,1.0,1.0,,,0
F4N,throttle_step,cmq_x0.5,dynamic,19,0.9473684210526315,0.9473684210526315,19,0.7368421052631579,1.0,1.0,0.8421052631578947,0.5631578947368422,0
F4N,throttle_step,cmq_x0.5,static,19,0.6842105263157895,0.7368421052631579,19,0.47368421052631576,1.0,1.0,,,0
F4N,throttle_step,cmalpha_x0.7,dynamic,16,1.0,1.0,16,0.625,1.0,1.0,0.75,0.44999999999999996,16
F4N,throttle_step,cmalpha_x0.7,static,16,0.6875,0.9375,16,0.5,1.0,1.0,,,16
F4N,throttle_step,clo_+0.1,dynamic,20,0.8,0.95,20,0.7,1.0,1.0,0.65,0.59,20
F4N,throttle_step,clo_+0.1,static,20,0.65,0.85,20,0.5,1.0,1.0,,,20
F4N,elev_doublet,inertia_x1.6,dynamic,6,0.0,0.3333333333333333,6,1.0,1.0,1.0,1.0,0.13333333333333333,0
F4N,elev_doublet,inertia_x1.6,static,6,0.0,0.3333333333333333,6,1.0,1.0,1.0,,,0
F4N,elev_doublet,cmq_x0.5,dynamic,6,0.0,0.5,6,1.0,1.0,1.0,1.0,0.5166666666666667,0
F4N,elev_doublet,cmq_x0.5,static,6,0.0,0.3333333333333333,6,1.0,1.0,1.0,,,0
F4N,elev_doublet,cmalpha_x0.7,dynamic,7,0.2857142857142857,0.2857142857142857,5,1.0,1.0,1.0,1.0,0.5,5
F4N,elev_doublet,cmalpha_x0.7,static,7,0.0,0.5714285714285714,5,1.0,1.0,1.0,,,5
F4N,elev_doublet,clo_+0.1,dynamic,20,0.25,0.6,18,1.0,1.0,1.0,0.8888888888888888,0.9444444444444444,18
F4N,elev_doublet,clo_+0.1,static,20,0.1,0.55,16,1.0,1.0,1.0,,,16
F4N,elev_step,inertia_x1.6,dynamic,4,0.0,0.5,4,1.0,1.0,1.0,1.0,0.25,0
F4N,elev_step,inertia_x1.6,static,4,0.25,0.25,4,1.0,1.0,1.0,,,0
F4N,elev_step,cmq_x0.5,dynamic,16,0.0,0.3125,16,0.8125,1.0,1.0,0.875,0.19374999999999998,0
F4N,elev_step,cmq_x0.5,static,16,0.0,0.4375,16,0.875,1.0,1.0,,,0
F4N,elev_step,cmalpha_x0.7,dynamic,19,0.5789473684210527,0.7894736842105263,19,0.9473684210526315,1.0,1.0,0.8947368421052632,0.24210526315789477,19
F4N,elev_step,cmalpha_x0.7,static,19,0.5263157894736842,0.7894736842105263,19,0.9473684210526315,1.0,1.0,,,19
F4N,elev_step,clo_+0.1,dynamic,19,0.42105263157894735,0.6842105263157895,15,0.06666666666666667,1.0,1.0,0.9333333333333333,0.013333333333333334,15
F4N,elev_step,clo_+0.1,static,19,0.5789473684210527,0.631578947368421,15,0.0,1.0,1.0,,,15
F4N,aileron_step,inertia_x1.6,dynamic,8,0.0,0.5,8,0.375,1.0,1.0,0.625,0.175,0
F4N,aileron_step,inertia_x1.6,static,8,0.0,0.375,8,1.0,1.0,1.0,,,0
F4N,aileron_step,cmq_x0.5,dynamic,5,0.2,1.0,5,0.4,1.0,1.0,0.4,0.12000000000000002,0
F4N,aileron_step,cmq_x0.5,static,5,0.0,0.6,5,0.0,1.0,1.0,,,0
F4N,aileron_step,cmalpha_x0.7,dynamic,7,0.42857142857142855,0.8571428571428571,7,0.8571428571428571,1.0,1.0,0.5714285714285714,0.2,7
F4N,aileron_step,cmalpha_x0.7,static,7,0.2857142857142857,0.7142857142857143,7,1.0,1.0,1.0,,,7
F4N,aileron_step,clo_+0.1,dynamic,16,0.625,0.75,16,0.6875,1.0,1.0,0.625,0.25,16
F4N,aileron_step,clo_+0.1,static,16,0.375,0.5625,16,0.75,1.0,1.0,,,16
F4N,rudder_doublet,inertia_x1.6,dynamic,2,0.5,1.0,2,1.0,1.0,1.0,1.0,0.9,0
F4N,rudder_doublet,inertia_x1.6,static,2,0.0,0.5,2,1.0,1.0,1.0,,,0
F4N,rudder_doublet,cmq_x0.5,dynamic,4,0.25,1.0,4,1.0,1.0,1.0,1.0,0.925,0
F4N,rudder_doublet,cmq_x0.5,static,4,0.0,1.0,4,1.0,1.0,1.0,,,0
F4N,rudder_doublet,cmalpha_x0.7,dynamic,4,0.75,1.0,4,1.0,1.0,1.0,0.25,0.42500000000000004,0
F4N,rudder_doublet,cmalpha_x0.7,static,4,0.75,0.75,4,1.0,1.0,1.0,,,0
F4N,rudder_doublet,clo_+0.1,dynamic,12,0.08333333333333333,0.4166666666666667,9,1.0,1.0,1.0,0.6666666666666666,0.47777777777777775,9
F4N,rudder_doublet,clo_+0.1,static,12,0.08333333333333333,0.4166666666666667,9,1.0,1.0,1.0,,,9
F4N,bank_hold,inertia_x1.6,dynamic,14,0.5714285714285714,0.8571428571428571,14,0.7857142857142857,1.0,1.0,0.5714285714285714,0.14285714285714285,0
F4N,bank_hold,inertia_x1.6,static,14,0.5714285714285714,1.0,14,0.8571428571428571,1.0,1.0,,,0
F4N,bank_hold,cmq_x0.5,dynamic,18,0.7777777777777778,0.8888888888888888,18,0.7777777777777778,1.0,1.0,0.6666666666666666,0.18333333333333335,0
F4N,bank_hold,cmq_x0.5,static,18,0.6666666666666666,0.9444444444444444,18,0.8333333333333334,1.0,1.0,,,0
F4N,bank_hold,cmalpha_x0.7,dynamic,14,0.7142857142857143,0.8571428571428571,14,0.9285714285714286,1.0,1.0,0.5714285714285714,0.457142857142857,0
F4N,bank_hold,cmalpha_x0.7,static,14,0.5714285714285714,0.9285714285714286,14,0.8571428571428571,1.0,1.0,,,0
F4N,bank_hold,clo_+0.1,dynamic,20,0.5,0.9,20,0.8,1.0,1.0,0.65,0.525,20
F4N,bank_hold,clo_+0.1,static,20,0.5,0.85,20,0.7,1.0,1.0,,,20
F4N,flap_extend,inertia_x1.6,dynamic,5,0.0,1.0,5,1.0,1.0,1.0,0.2,0.6199999999999999,0
F4N,flap_extend,inertia_x1.6,static,5,0.8,1.0,5,0.2,1.0,1.0,,,0
F4N,flap_extend,cmq_x0.5,dynamic,22,0.3181818181818182,0.7272727272727273,22,0.8636363636363636,1.0,1.0,0.4090909090909091,0.4227272727272728,0
F4N,flap_extend,cmq_x0.5,static,22,0.36363636363636365,0.6363636363636364,22,0.8181818181818182,1.0,1.0,,,0
F4N,flap_extend,cmalpha_x0.7,dynamic,15,0.7333333333333333,0.9333333333333333,15,0.7333333333333333,1.0,1.0,0.5333333333333333,0.29333333333333333,0
F4N,flap_extend,cmalpha_x0.7,static,15,0.4666666666666667,0.6,15,0.6666666666666666,1.0,1.0,,,0
F4N,flap_extend,clo_+0.1,dynamic,20,0.8,0.85,20,0.6,1.0,1.0,0.4,0.43999999999999995,20
F4N,flap_extend,clo_+0.1,static,20,0.8,0.95,20,0.2,1.0,1.0,,,20
F4N,engine_cut,inertia_x1.6,dynamic,3,0.0,0.6666666666666666,3,0.0,1.0,1.0,0.6666666666666666,0.5333333333333333,0
F4N,engine_cut,inertia_x1.6,static,3,0.0,0.3333333333333333,3,0.0,1.0,1.0,,,0
F4N,engine_cut,cmq_x0.5,dynamic,13,0.5384615384615384,0.9230769230769231,13,0.5384615384615384,1.0,1.0,0.6923076923076923,0.6384615384615385,0
F4N,engine_cut,cmq_x0.5,static,13,0.6153846153846154,0.9230769230769231,13,0.0,1.0,1.0,,,0
F4N,engine_cut,cmalpha_x0.7,dynamic,17,0.7058823529411765,0.9411764705882353,17,0.5294117647058824,1.0,1.0,0.7647058823529411,0.5588235294117647,17
F4N,engine_cut,cmalpha_x0.7,static,17,0.5882352941176471,0.8235294117647058,17,0.0,1.0,1.0,,,17
F4N,engine_cut,clo_+0.1,dynamic,19,0.8947368421052632,0.9473684210526315,19,0.42105263157894735,1.0,1.0,0.6842105263157895,0.7263157894736842,19
F4N,engine_cut,clo_+0.1,static,19,0.6842105263157895,0.7368421052631579,19,0.0,1.0,1.0,,,19
F4N,climbing_turn,inertia_x1.6,dynamic,4,0.25,0.75,4,0.25,0.5,0.5,0.25,0.025,0
F4N,climbing_turn,inertia_x1.6,static,4,0.0,0.5,4,1.0,0.5,0.5,,,0
F4N,climbing_turn,cmq_x0.5,dynamic,18,0.3888888888888889,0.8888888888888888,18,0.3888888888888889,0.2777777777777778,0.2777777777777778,0.4444444444444444,0.15555555555555556,0
F4N,climbing_turn,cmq_x0.5,static,18,0.05555555555555555,0.7222222222222222,18,0.5,0.2777777777777778,0.2777777777777778,,,0
F4N,climbing_turn,cmalpha_x0.7,dynamic,12,0.16666666666666666,0.4166666666666667,12,0.4166666666666667,0.25,0.25,0.4166666666666667,0.08333333333333333,12
F4N,climbing_turn,cmalpha_x0.7,static,12,0.25,0.3333333333333333,12,0.5,0.25,0.25,,,12
F4N,climbing_turn,clo_+0.1,dynamic,18,0.6111111111111112,0.8333333333333334,18,0.5,0.5,0.5,0.2777777777777778,0.4666666666666667,18
F4N,climbing_turn,clo_+0.1,static,18,0.4444444444444444,0.7777777777777778,18,0.5,0.5,0.5,,,18
F4N,elev_doublet_distractor,inertia_x1.6,dynamic,5,0.4,1.0,5,1.0,1.0,1.0,1.0,0.04,0
F4N,elev_doublet_distractor,inertia_x1.6,static,5,0.4,1.0,5,1.0,1.0,1.0,,,0
F4N,elev_doublet_distractor,cmq_x0.5,dynamic,4,0.5,0.75,4,1.0,1.0,1.0,1.0,0.125,0
F4N,elev_doublet_distractor,cmq_x0.5,static,4,0.5,0.75,4,1.0,1.0,1.0,,,0
F4N,elev_doublet_distractor,cmalpha_x0.7,dynamic,4,1.0,1.0,4,0.5,1.0,1.0,0.5,0.625,0
F4N,elev_doublet_distractor,cmalpha_x0.7,static,4,1.0,1.0,4,0.5,1.0,1.0,,,0
F4N,elev_doublet_distractor,clo_+0.1,dynamic,17,0.7058823529411765,0.9411764705882353,17,0.7058823529411765,0.5882352941176471,0.5882352941176471,0.8235294117647058,0.3764705882352941,17
F4N,elev_doublet_distractor,clo_+0.1,static,17,0.6470588235294118,0.8235294117647058,15,0.8,0.5333333333333333,0.5333333333333333,,,15
F4N,engine_restart,inertia_x1.6,dynamic,1,1.0,1.0,1,0.0,1.0,1.0,0.0,0.4,0
F4N,engine_restart,inertia_x1.6,static,1,0.0,0.0,1,0.0,1.0,1.0,,,0
F4N,engine_restart,cmq_x0.5,dynamic,11,1.0,1.0,11,0.5454545454545454,1.0,1.0,0.6363636363636364,0.31818181818181823,0
F4N,engine_restart,cmq_x0.5,static,11,0.5454545454545454,0.8181818181818182,11,0.2727272727272727,1.0,1.0,,,0
F4N,engine_restart,cmalpha_x0.7,dynamic,16,0.8125,1.0,16,0.5,1.0,1.0,0.6875,0.4125,16
F4N,engine_restart,cmalpha_x0.7,static,16,0.5,0.5625,16,0.25,1.0,1.0,,,16
F4N,engine_restart,clo_+0.1,dynamic,20,0.7,0.9,20,0.45,1.0,1.0,0.7,0.41000000000000003,20
F4N,engine_restart,clo_+0.1,static,20,0.6,0.85,20,0.15,1.0,1.0,,,20
F80C,throttle_step,inertia_x1.6,dynamic,1,0.0,0.0,1,0.0,1.0,1.0,1.0,0.3,0
F80C,throttle_step,inertia_x1.6,static,1,0.0,0.0,1,1.0,1.0,1.0,,,0
F80C,throttle_step,cmq_x0.5,dynamic,4,0.25,1.0,4,0.5,1.0,1.0,1.0,0.225,0
F80C,throttle_step,cmq_x0.5,static,4,0.0,0.25,4,0.5,1.0,1.0,,,0
F80C,throttle_step,cmalpha_x0.7,dynamic,20,0.8,1.0,20,0.25,1.0,1.0,0.95,0.225,20
F80C,throttle_step,cmalpha_x0.7,static,20,0.45,0.7,18,0.0,1.0,1.0,,,18
F80C,throttle_step,clo_+0.1,dynamic,22,0.9090909090909091,0.9090909090909091,20,0.55,1.0,1.0,0.85,0.9,20
F80C,throttle_step,clo_+0.1,static,22,0.7272727272727273,0.8181818181818182,18,1.0,1.0,1.0,,,18
F80C,elev_doublet,inertia_x1.6,dynamic,7,0.0,0.7142857142857143,7,1.0,1.0,1.0,1.0,0.4714285714285714,0
F80C,elev_doublet,inertia_x1.6,static,7,0.0,0.7142857142857143,7,1.0,1.0,1.0,,,0
F80C,elev_doublet,cmq_x0.5,dynamic,4,0.0,0.75,4,0.25,1.0,1.0,1.0,0.125,0
F80C,elev_doublet,cmq_x0.5,static,4,0.0,1.0,4,1.0,1.0,1.0,,,0
F80C,elev_doublet,cmalpha_x0.7,dynamic,17,0.23529411764705882,0.7058823529411765,15,0.5333333333333333,1.0,1.0,0.9333333333333333,0.22666666666666668,15
F80C,elev_doublet,cmalpha_x0.7,static,17,0.5882352941176471,0.8235294117647058,15,0.4,1.0,1.0,,,15
F80C,elev_doublet,clo_+0.1,dynamic,15,0.06666666666666667,0.6,13,1.0,1.0,1.0,0.9230769230769231,0.6,13
F80C,elev_doublet,clo_+0.1,static,15,0.26666666666666666,0.6,11,1.0,1.0,1.0,,,11
F80C,elev_step,inertia_x1.6,dynamic,8,0.0,0.625,8,0.875,1.0,1.0,1.0,0.3,0
F80C,elev_step,inertia_x1.6,static,8,0.125,0.625,8,0.375,1.0,1.0,,,0
