aircraft,manoeuvre,fault,n_flag,base_vsd,es_max,n_gated,phys_R/P,phys_cat,phys_auc,gated_R/P,gated_cat,gated_auc,false_alarm
c310,elev_step,cmq_x0.5,4,0.752,6.68,9.0,0.23/0.75,0.40/1.00,0.49,0.22/0.50,0.50/1.00,0.28,
c310,elev_step,cmalpha_x0.7,8,0.752,3.47,4.0,0.62/1.00,0.80/1.00,0.97,1.00/0.50,1.00/0.75,0.75,
c310,elev_step,clo_+0.1,6,0.752,3.8,4.0,0.38/0.83,0.60/1.00,0.54,0.25/0.17,0.75/1.00,0.4,
c310,elev_step,noop,0,0.752,,,,,,,,,0.0
c310,aileron_step,inertia_x1.6,1,0.675,3.96,1.0,0.05/1.00,0.20/1.00,,0.00/0.00,0.00/0.00,0.19,
c310,aileron_step,cmq_x0.5,5,0.675,2.28,6.0,0.38/1.00,0.60/1.00,0.83,0.67/0.80,0.67/0.67,0.76,
c310,aileron_step,cmalpha_x0.7,2,0.675,3.57,4.0,0.08/0.50,0.40/1.00,0.92,0.25/0.50,1.00/1.00,0.5,
c310,aileron_step,clo_+0.1,6,0.675,2.64,7.0,0.38/0.83,0.80/1.00,0.79,0.43/0.50,0.75/0.75,0.5,
c310,aileron_step,noop,0,0.675,,,,,,,,,0.0
c310,rudder_doublet,inertia_x1.6,0,0.746,5.88,1.0,0.00/0.00,0.00/0.00,,0.00/0.00,0.00/0.00,0.52,
c310,rudder_doublet,cmq_x0.5,4,0.746,4.16,5.0,0.23/0.75,0.40/1.00,0.41,0.40/0.50,0.67/1.00,0.42,
c310,rudder_doublet,cmalpha_x0.7,3,0.746,5.24,4.0,0.23/1.00,0.60/1.00,0.47,0.50/0.67,0.67/0.67,0.56,
c310,rudder_doublet,clo_+0.1,6,0.746,3.79,7.0,0.38/0.83,0.80/1.00,0.65,0.71/0.83,1.00/1.00,0.77,
c310,rudder_doublet,noop,1,0.746,,,,,,,,,0.05
c310,bank_hold,inertia_x1.6,0,0.694,4.46,1.0,0.00/0.00,0.00/0.00,,0.00/0.00,0.00/0.00,0.0,
c310,bank_hold,cmq_x0.5,5,0.694,2.6,6.0,0.08/0.20,0.60/1.00,0.45,0.17/0.20,1.00/1.00,0.57,
c310,bank_hold,cmalpha_x0.7,7,0.694,4.01,3.0,0.46/0.86,0.80/1.00,0.86,0.00/0.00,1.00/0.50,0.26,
c310,bank_hold,clo_+0.1,6,0.694,3.32,6.0,0.23/0.50,0.80/1.00,0.6,0.50/0.50,1.00/1.00,0.64,
c310,bank_hold,noop,1,0.694,,,,,,,,,0.05
c310,flap_extend,inertia_x1.6,1,0.72,4.3,9.0,0.05/1.00,0.20/1.00,,0.11/1.00,0.25/1.00,0.54,
c310,flap_extend,cmq_x0.5,3,0.72,2.76,5.0,0.15/0.67,0.40/1.00,0.67,0.40/0.67,1.00/1.00,0.39,
c310,flap_extend,cmalpha_x0.7,8,0.72,6.79,13.0,0.31/0.50,0.40/1.00,0.45,0.31/0.50,0.40/1.00,0.45,
c310,flap_extend,clo_+0.1,5,0.72,2.42,7.0,0.38/1.00,0.40/1.00,0.59,0.29/0.40,0.50/1.00,0.25,
c310,flap_extend,noop,3,0.72,,,,,,,,,0.14
c310,engine_cut,inertia_x1.6,0,0.764,3.6,1.0,0.00/0.00,0.00/0.00,,0.00/0.00,0.00/0.00,0.62,
c310,engine_cut,cmq_x0.5,11,0.764,2.26,11.0,0.54/0.64,0.80/1.00,0.51,0.64/0.64,1.00/1.00,0.68,
c310,engine_cut,cmalpha_x0.7,4,0.764,3.21,7.0,0.23/0.75,0.60/1.00,0.36,0.14/0.25,1.00/1.00,0.51,
c310,engine_cut,clo_+0.1,10,0.764,2.18,6.0,0.46/0.60,1.00/1.00,0.44,0.17/0.10,1.00/0.60,0.19,
c310,engine_cut,noop,0,0.764,,,,,,,,,0.0
c310,climbing_turn,inertia_x1.6,0,0.57,0.75,0.0,0.00/0.00,0.00/0.00,,-,,,
c310,climbing_turn,cmq_x0.5,10,0.57,3.88,12.0,0.54/0.70,0.60/1.00,0.78,0.58/0.70,0.60/1.00,0.82,
c310,climbing_turn,cmalpha_x0.7,4,0.57,2.85,11.0,0.15/0.50,0.60/1.00,0.4,0.09/0.25,0.60/1.00,0.27,
c310,climbing_turn,clo_+0.1,19,0.57,4.26,12.0,0.85/0.58,1.00/1.00,0.35,0.83/0.53,1.00/1.00,0.27,
c310,climbing_turn,noop,0,0.57,,,,,,,,,0.0
c310,elev_doublet_distractor,inertia_x1.6,1,0.751,0.45,0.0,0.05/1.00,0.20/1.00,,-,,,
c310,elev_doublet_distractor,cmq_x0.5,3,0.751,4.53,5.0,0.23/1.00,0.40/1.00,0.81,0.40/0.67,0.67/1.00,0.56,
c310,elev_doublet_distractor,cmalpha_x0.7,8,0.751,1.71,2.0,0.62/1.00,0.80/1.00,0.83,0.50/0.12,1.00/0.50,0.67,
c310,elev_doublet_distractor,clo_+0.1,6,0.751,3.65,9.0,0.38/0.83,0.80/1.00,0.56,0.44/0.67,1.00/1.00,0.51,
c310,elev_doublet_distractor,noop,1,0.751,,,,,,,,,0.05
c310,engine_stop,inertia_x1.6,0,0.757,3.43,1.0,0.00/0.00,0.00/0.00,,0.00/0.00,0.00/0.00,0.48,
c310,engine_stop,cmq_x0.5,8,0.757,2.61,6.0,0.54/0.88,0.60/1.00,0.72,0.33/0.25,0.67/0.67,0.49,
c310,engine_stop,cmalpha_x0.7,7,0.757,3.06,5.0,0.23/0.43,0.60/1.00,0.29,0.00/0.00,0.67/0.67,0.24,
c310,engine_stop,clo_+0.1,3,0.757,2.27,8.0,0.08/0.33,0.40/1.00,0.57,0.00/0.00,0.25/0.50,0.46,
c310,engine_stop,noop,0,0.757,,,,,,,,,0.0
f15,cruise,inertia_x1.6,0,0.689,1.18,1.0,0.00/0.00,0.00/0.00,,0.00/0.00,0.00/0.00,0.38,
f15,cruise,cmq_x0.5,2,0.689,2.87,3.0,0.15/1.00,0.40/1.00,0.56,0.67/1.00,1.00/1.00,0.74,
f15,cruise,cmalpha_x0.7,7,0.689,9.18,7.0,0.31/0.57,0.40/1.00,0.84,0.57/0.57,0.67/1.00,0.53,
f15,cruise,clo_+0.1,8,0.689,90.77,8.0,0.31/0.50,0.40/1.00,0.62,0.50/0.50,0.50/1.00,0.43,
f15,cruise,noop,0,0.689,,,,,,,,,0.0
f15,throttle_step,inertia_x1.6,0,0.488,0.47,0.0,0.00/0.00,0.00/0.00,,-,,,
f15,throttle_step,cmq_x0.5,0,0.488,0.42,0.0,0.00/0.00,0.00/0.00,0.57,-,,,
f15,throttle_step,cmalpha_x0.7,15,0.488,1.85,3.0,0.46/0.40,0.80/1.00,0.26,0.00/0.00,1.00/0.75,0.0,
f15,throttle_step,clo_+0.1,16,0.488,77.31,8.0,0.54/0.44,0.80/1.00,0.5,0.25/0.12,0.80/1.00,0.21,
f15,throttle_step,noop,0,0.488,,,,,,,,,0.0
f15,elev_doublet,inertia_x1.6,1,0.676,0.63,0.0,0.05/1.00,0.20/1.00,,-,,,
f15,elev_doublet,cmq_x0.5,2,0.676,0.27,0.0,0.00/0.00,0.40/1.00,0.8,-,,,
f15,elev_doublet,cmalpha_x0.7,6,0.676,6.35,0.0,0.23/0.50,0.80/1.00,0.84,-,,,
f15,elev_doublet,clo_+0.1,11,0.676,33.26,4.0,0.38/0.45,0.80/1.00,0.74,0.25/0.09,0.75/0.75,0.25,
f15,elev_doublet,noop,1,0.676,,,,,,,,,0.05
f15,elev_step,inertia_x1.6,0,0.655,0.51,0.0,0.00/0.00,0.00/0.00,,-,,,
f15,elev_step,cmq_x0.5,1,0.655,0.47,0.0,0.00/0.00,0.20/1.00,0.2,-,,,
f15,elev_step,cmalpha_x0.7,3,0.655,9.8,9.0,0.15/0.67,0.60/1.00,0.63,0.00/0.00,0.50/0.67,0.6,
f15,elev_step,clo_+0.1,8,0.655,50.71,8.0,0.38/0.62,0.80/1.00,0.62,0.50/0.50,1.00/1.00,0.64,
f15,elev_step,noop,0,0.655,,,,,,,,,0.0
f15,aileron_step,inertia_x1.6,0,0.555,0.41,0.0,0.00/0.00,0.00/0.00,,-,,,
f15,aileron_step,cmq_x0.5,0,0.555,0.21,0.0,0.00/0.00,0.00/0.00,0.69,-,,,
f15,aileron_step,cmalpha_x0.7,19,0.555,1.31,2.0,0.77/0.53,1.00/1.00,0.28,0.50/0.05,1.00/0.40,0.4,
f15,aileron_step,clo_+0.1,15,0.555,49.0,7.0,0.62/0.53,0.80/1.00,0.38,0.57/0.27,0.75/0.75,0.38,
f15,aileron_step,noop,0,0.555,,,,,,,,,0.0
f15,rudder_doublet,inertia_x1.6,1,0.586,0.45,0.0,0.05/1.00,0.20/1.00,,-,,,
f15,rudder_doublet,cmq_x0.5,1,0.586,0.21,0.0,0.08/1.00,0.20/1.00,0.68,-,,,
f15,rudder_doublet,cmalpha_x0.7,19,0.586,1.31,2.0,0.92/0.63,1.00/1.00,0.55,0.50/0.05,1.00/0.40,0.15,
f15,rudder_doublet,clo_+0.1,11,0.586,40.62,10.0,0.46/0.55,0.80/1.00,0.4,0.40/0.36,0.75/0.75,0.39,
f15,rudder_doublet,noop,1,0.586,,,,,,,,,0.05
f15,bank_hold,inertia_x1.6,0,0.564,0.31,0.0,0.00/0.00,0.00/0.00,,-,,,
f15,bank_hold,cmq_x0.5,0,0.564,0.15,0.0,0.00/0.00,0.00/0.00,0.64,-,,,
f15,bank_hold,cmalpha_x0.7,16,0.564,0.98,0.0,0.54/0.44,1.00/1.00,0.03,-,,,
f15,bank_hold,clo_+0.1,15,0.564,37.04,7.0,0.62/0.53,1.00/1.00,0.17,0.71/0.33,1.00/0.80,0.38,
f15,bank_hold,noop,0,0.564,,,,,,,,,0.0
f15,flap_extend,inertia_x1.6,3,0.644,0.99,0.0,0.14/1.00,0.40/1.00,,-,,,
f15,flap_extend,cmq_x0.5,4,0.644,2.43,2.0,0.23/0.75,0.40/1.00,0.62,1.00/0.50,1.00/0.50,0.62,
f15,flap_extend,cmalpha_x0.7,6,0.644,6.97,7.0,0.08/0.17,0.60/1.00,0.44,0.14/0.17,0.75/1.00,0.11,
f15,flap_extend,clo_+0.1,6,0.644,64.13,8.0,0.15/0.33,0.60/1.00,0.46,0.25/0.33,0.75/1.00,0.25,
f15,flap_extend,noop,2,0.644,,,,,,,,,0.09
f15,engine_cut,inertia_x1.6,1,0.335,0.51,0.0,0.05/1.00,0.20/1.00,,-,,,
f15,engine_cut,cmq_x0.5,2,0.335,0.48,0.0,0.08/0.50,0.20/1.00,0.47,-,,,
f15,engine_cut,cmalpha_x0.7,21,0.335,2.18,8.0,0.92/0.57,1.00/1.00,0.56,0.88/0.33,1.00/0.60,0.62,
f15,engine_cut,clo_+0.1,19,0.335,45.64,12.0,0.85/0.58,1.00/1.00,0.44,0.83/0.53,1.00/1.00,0.47,
f15,engine_cut,noop,0,0.335,,,,,,,,,0.0
f15,climbing_turn,inertia_x1.6,2,0.536,0.34,0.0,0.09/1.00,0.20/1.00,,-,,,
f15,climbing_turn,cmq_x0.5,2,0.536,0.31,0.0,0.15/1.00,0.20/1.00,0.7,-,,,
f15,climbing_turn,cmalpha_x0.7,17,0.536,1.83,10.0,0.62/0.47,1.00/1.00,0.4,0.70/0.41,1.00/1.00,0.58,
f15,climbing_turn,clo_+0.1,18,0.536,29.43,10.0,0.69/0.50,1.00/1.00,0.37,0.70/0.39,1.00/1.00,0.5,
f15,climbing_turn,noop,2,0.536,,,,,,,,,0.09
f15,elev_doublet_distractor,inertia_x1.6,0,0.651,0.47,0.0,0.00/0.00,0.00/0.00,,-,,,
f15,elev_doublet_distractor,cmq_x0.5,0,0.651,0.21,0.0,0.00/0.00,0.00/0.00,0.52,-,,,
f15,elev_doublet_distractor,cmalpha_x0.7,11,0.651,0.61,0.0,0.31/0.36,0.60/1.00,0.3,-,,,
f15,elev_doublet_distractor,clo_+0.1,13,0.651,20.98,6.0,0.46/0.46,0.60/1.00,0.4,0.17/0.08,0.67/0.67,0.06,
f15,elev_doublet_distractor,noop,0,0.651,,,,,,,,,0.0
f15,engine_restart,inertia_x1.6,2,0.357,0.39,0.0,0.09/1.00,0.40/1.00,,-,,,
f15,engine_restart,cmq_x0.5,3,0.357,0.7,0.0,0.15/0.67,0.40/1.00,0.52,-,,,
f15,engine_restart,cmalpha_x0.7,20,0.357,1.51,3.0,0.85/0.55,1.00/1.00,0.51,1.00/0.15,1.00/0.20,0.68,
f15,engine_restart,clo_+0.1,20,0.357,29.07,12.0,0.85/0.55,1.00/1.00,0.55,0.83/0.50,1.00/1.00,0.62,
f15,engine_restart,noop,2,0.357,,,,,,,,,0.09
f16,cruise,inertia_x1.6,3,0.335,2.49,9.0,0.14/1.00,0.60/1.00,,0.11/0.33,0.75/1.00,0.4,
f16,cruise,cmq_x0.5,0,0.335,0.15,0.0,0.00/0.00,0.00/0.00,0.15,-,,,
f16,cruise,cmalpha_x0.7,6,0.335,28.74,5.0,0.38/0.83,0.60/1.00,0.71,1.00/0.83,1.00/0.67,0.95,
f16,cruise,clo_+0.1,16,0.335,32.01,8.0,0.69/0.56,0.60/1.00,0.38,0.75/0.38,0.75/1.00,0.22,
f16,cruise,noop,0,0.335,,,,,,,,,0.0
f16,throttle_step,inertia_x1.6,1,0.145,0.19,0.0,0.05/1.00,0.20/1.00,,-,,,
f16,throttle_step,cmq_x0.5,1,0.145,0.12,0.0,0.08/1.00,0.20/1.00,0.62,-,,,
f16,throttle_step,cmalpha_x0.7,10,0.145,1.36,3.0,0.77/1.00,0.60/1.00,0.85,1.00/0.30,1.00/0.67,0.7,
f16,throttle_step,clo_+0.1,20,0.145,46.29,12.0,0.85/0.55,1.00/1.00,0.82,0.83/0.50,1.00/1.00,0.78,
f16,throttle_step,noop,1,0.145,,,,,,,,,0.05
f16,elev_doublet,inertia_x1.6,3,0.433,0.33,0.0,0.14/1.00,0.40/1.00,,-,,,
f16,elev_doublet,cmq_x0.5,4,0.433,0.03,0.0,0.23/0.75,0.60/1.00,0.79,-,,,
f16,elev_doublet,cmalpha_x0.7,6,0.433,1.87,0.0,0.23/0.50,0.80/1.00,0.74,-,,,
f16,elev_doublet,clo_+0.1,16,0.433,24.37,4.0,0.77/0.62,0.80/1.00,0.52,0.75/0.19,1.00/1.00,0.49,
f16,elev_doublet,noop,3,0.433,,,,,,,,,0.14
f16,elev_step,inertia_x1.6,0,0.259,0.24,0.0,0.00/0.00,0.00/0.00,,-,,,
f16,elev_step,cmq_x0.5,2,0.259,0.14,0.0,0.00/0.00,0.20/1.00,0.5,-,,,
f16,elev_step,cmalpha_x0.7,3,0.259,1.81,2.0,0.23/1.00,0.60/1.00,0.68,1.00/0.67,1.00/0.67,1.0,
f16,elev_step,clo_+0.1,21,0.259,17.64,5.0,0.92/0.57,1.00/1.00,0.54,1.00/0.24,1.00/0.80,0.64,
f16,elev_step,noop,2,0.259,,,,,,,,,0.09
f16,aileron_step,inertia_x1.6,1,0.14,0.53,0.0,0.05/1.00,0.20/1.00,,-,,,
f16,aileron_step,cmq_x0.5,8,0.14,0.62,0.0,0.38/0.62,0.80/1.00,0.65,-,,,
f16,aileron_step,cmalpha_x0.7,19,0.14,4.95,5.0,1.00/0.68,1.00/1.00,0.8,1.00/0.26,1.00/0.60,0.78,
f16,aileron_step,clo_+0.1,19,0.14,30.53,8.0,0.92/0.63,0.80/1.00,0.64,0.88/0.37,0.75/0.75,0.52,
f16,aileron_step,noop,0,0.14,,,,,,,,,0.0
f16,rudder_doublet,inertia_x1.6,4,0.311,0.11,0.0,0.18/1.00,0.60/1.00,,-,,,
f16,rudder_doublet,cmq_x0.5,0,0.311,0.02,0.0,0.00/0.00,0.00/0.00,0.51,-,,,
f16,rudder_doublet,cmalpha_x0.7,4,0.311,0.14,0.0,0.08/0.25,0.40/1.00,0.44,-,,,
f16,rudder_doublet,clo_+0.1,11,0.311,43.94,3.0,0.54/0.64,0.80/1.00,0.63,0.67/0.18,1.00/0.75,0.63,
f16,rudder_doublet,noop,0,0.311,,,,,,,,,0.0
f16,flap_extend,inertia_x1.6,5,0.357,3.69,8.0,0.23/1.00,0.80/1.00,,0.12/0.20,1.00/1.00,0.39,
f16,flap_extend,cmq_x0.5,0,0.357,0.21,0.0,0.00/0.00,0.00/0.00,0.36,-,,,
f16,flap_extend,cmalpha_x0.7,9,0.357,41.33,5.0,0.46/0.67,0.80/1.00,0.54,1.00/0.56,1.00/0.50,0.94,
f16,flap_extend,clo_+0.1,15,0.357,34.19,8.0,0.62/0.53,0.60/1.00,0.38,0.62/0.33,0.75/1.00,0.26,
f16,flap_extend,noop,0,0.357,,,,,,,,,0.0
f16,elev_doublet_distractor,inertia_x1.6,0,0.297,0.29,0.0,0.00/0.00,0.00/0.00,,-,,,
f16,elev_doublet_distractor,cmq_x0.5,0,0.297,0.1,0.0,0.00/0.00,0.00/0.00,0.49,-,,,
f16,elev_doublet_distractor,cmalpha_x0.7,10,0.297,0.82,0.0,0.38/0.50,0.80/1.00,0.62,-,,,
f16,elev_doublet_distractor,clo_+0.1,17,0.297,12.11,2.0,0.85/0.65,0.80/1.00,0.56,0.00/0.00,0.50/0.25,0.0,
f16,elev_doublet_distractor,noop,0,0.297,,,,,,,,,0.0
global5000,cruise,inertia_x1.6,0,0.582,0.8,0.0,0.00/0.00,0.00/0.00,,-,,,
global5000,cruise,cmq_x0.5,2,0.582,3.36,5.0,0.08/0.50,0.40/1.00,0.31,0.20/0.50,1.00/1.00,0.68,
global5000,cruise,cmalpha_x0.7,14,0.582,5.25,2.0,0.77/0.71,0.80/1.00,0.74,1.00/0.14,1.00/0.25,0.35,
global5000,cruise,clo_+0.1,11,0.582,10.24,8.0,0.54/0.64,0.60/1.00,0.62,0.62/0.45,0.75/1.00,0.41,
global5000,cruise,noop,0,0.582,,,,,,,,,0.0
global5000,throttle_step,inertia_x1.6,1,0.336,1.0,1.0,0.05/1.00,0.20/1.00,,0.00/0.00,0.00/0.00,0.19,
global5000,throttle_step,cmq_x0.5,4,0.336,0.8,0.0,0.23/0.75,0.40/1.00,0.64,-,,,
global5000,throttle_step,cmalpha_x0.7,11,0.336,3.09,5.0,0.77/0.91,0.80/1.00,0.77,0.40/0.18,0.67/0.50,0.25,
global5000,throttle_step,clo_+0.1,18,0.336,12.8,6.0,0.77/0.56,0.80/1.00,0.47,1.00/0.33,1.00/1.00,0.75,
global5000,throttle_step,noop,1,0.336,,,,,,,,,0.05
global5000,elev_doublet,inertia_x1.6,0,0.574,5.38,1.0,0.00/0.00,0.00/0.00,,0.00/0.00,0.00/0.00,0.48,
global5000,elev_doublet,cmq_x0.5,1,0.574,0.45,0.0,0.08/1.00,0.20/1.00,0.56,-,,,
global5000,elev_doublet,cmalpha_x0.7,4,0.574,3.91,0.0,0.31/1.00,0.40/1.00,0.87,-,,,
global5000,elev_doublet,clo_+0.1,9,0.574,6.47,3.0,0.54/0.78,0.60/1.00,0.67,0.33/0.11,0.67/0.67,0.37,
global5000,elev_doublet,noop,0,0.574,,,,,,,,,0.0
global5000,elev_step,inertia_x1.6,1,0.423,2.72,1.0,0.05/1.00,0.20/1.00,,0.00/0.00,0.00/0.00,0.0,
global5000,elev_step,cmq_x0.5,3,0.423,0.96,0.0,0.23/1.00,0.60/1.00,0.64,-,,,
global5000,elev_step,cmalpha_x0.7,11,0.423,5.01,6.0,0.38/0.45,0.60/1.00,0.38,0.33/0.18,0.50/0.67,0.28,
global5000,elev_step,clo_+0.1,18,0.423,8.83,3.0,0.77/0.56,0.80/1.00,0.32,0.67/0.11,1.00/0.75,0.42,
global5000,elev_step,noop,2,0.423,,,,,,,,,0.09
global5000,aileron_step,inertia_x1.6,5,0.402,1.14,1.0,0.23/1.00,0.60/1.00,,0.00/0.00,1.00/0.33,0.52,
global5000,aileron_step,cmq_x0.5,7,0.402,0.76,0.0,0.08/0.14,0.60/1.00,0.57,-,,,
global5000,aileron_step,cmalpha_x0.7,10,0.402,0.29,0.0,0.31/0.40,0.60/1.00,0.59,-,,,
global5000,aileron_step,clo_+0.1,10,0.402,7.61,3.0,0.31/0.40,0.80/1.00,0.57,0.33/0.10,1.00/0.75,0.56,
global5000,aileron_step,noop,5,0.402,,,,,,,,,0.23
global5000,rudder_doublet,inertia_x1.6,2,0.461,0.49,0.0,0.09/1.00,0.20/1.00,,-,,,
global5000,rudder_doublet,cmq_x0.5,2,0.461,0.4,0.0,0.15/1.00,0.20/1.00,0.62,-,,,
global5000,rudder_doublet,cmalpha_x0.7,6,0.461,0.8,0.0,0.46/1.00,0.40/1.00,0.82,-,,,
global5000,rudder_doublet,clo_+0.1,4,0.461,9.85,3.0,0.31/1.00,0.40/1.00,0.8,0.33/0.25,0.67/1.00,0.53,
global5000,rudder_doublet,noop,2,0.461,,,,,,,,,0.09
global5000,bank_hold,inertia_x1.6,2,0.4,1.08,1.0,0.09/1.00,0.40/1.00,,0.00/0.00,0.00/0.00,0.19,
global5000,bank_hold,cmq_x0.5,2,0.4,0.78,0.0,0.08/0.50,0.40/1.00,0.44,-,,,
global5000,bank_hold,cmalpha_x0.7,8,0.4,0.68,0.0,0.15/0.25,0.60/1.00,0.44,-,,,
global5000,bank_hold,clo_+0.1,6,0.4,32.45,3.0,0.08/0.17,0.80/1.00,0.33,0.33/0.17,1.00/0.75,0.51,
global5000,bank_hold,noop,2,0.4,,,,,,,,,0.09
global5000,flap_extend,inertia_x1.6,4,0.369,0.73,0.0,0.18/1.00,0.40/1.00,,-,,,
global5000,flap_extend,cmq_x0.5,5,0.369,1.79,7.0,0.23/0.60,0.60/1.00,0.51,0.43/0.60,0.75/1.00,0.73,
global5000,flap_extend,cmalpha_x0.7,14,0.369,2.53,4.0,0.38/0.36,0.80/1.00,0.2,0.50/0.14,1.00/0.75,0.33,
global5000,flap_extend,clo_+0.1,7,0.369,0.75,0.0,0.46/0.86,0.60/1.00,0.76,-,,,
global5000,flap_extend,noop,1,0.369,,,,,,,,,0.05
global5000,engine_cut,inertia_x1.6,0,0.327,0.97,0.0,0.00/0.00,0.00/0.00,,-,,,
global5000,engine_cut,cmq_x0.5,3,0.327,1.61,3.0,0.23/1.00,0.40/1.00,0.33,0.33/0.33,0.50/0.50,0.77,
global5000,engine_cut,cmalpha_x0.7,11,0.327,10.06,7.0,0.54/0.64,0.80/1.00,0.66,0.57/0.36,0.75/0.75,0.53,
global5000,engine_cut,clo_+0.1,15,0.327,11.76,5.0,0.77/0.67,0.80/1.00,0.72,0.80/0.27,1.00/1.00,0.67,
global5000,engine_cut,noop,0,0.327,,,,,,,,,0.0
global5000,climbing_turn,inertia_x1.6,0,0.361,0.63,0.0,0.00/0.00,0.00/0.00,,-,,,
global5000,climbing_turn,cmq_x0.5,1,0.361,0.6,0.0,0.08/1.00,0.20/1.00,0.43,-,,,
global5000,climbing_turn,cmalpha_x0.7,12,0.361,1.38,3.0,0.62/0.67,0.80/1.00,0.85,0.00/0.00,0.67/0.50,0.39,
global5000,climbing_turn,clo_+0.1,13,0.361,5.67,3.0,0.54/0.54,1.00/1.00,0.55,0.67/0.15,1.00/0.60,0.68,
global5000,climbing_turn,noop,0,0.361,,,,,,,,,0.0
global5000,elev_doublet_distractor,inertia_x1.6,2,0.476,0.79,0.0,0.09/1.00,0.40/1.00,,-,,,
global5000,elev_doublet_distractor,cmq_x0.5,2,0.476,0.4,0.0,0.15/1.00,0.40/1.00,0.97,-,,,
global5000,elev_doublet_distractor,cmalpha_x0.7,6,0.476,0.42,0.0,0.15/0.33,0.60/1.00,0.55,-,,,
global5000,elev_doublet_distractor,clo_+0.1,6,0.476,4.26,3.0,0.15/0.33,0.60/1.00,0.56,0.67/0.33,1.00/1.00,0.58,
global5000,elev_doublet_distractor,noop,2,0.476,,,,,,,,,0.09
global5000,engine_restart,inertia_x1.6,2,0.294,0.7,0.0,0.09/1.00,0.20/1.00,,-,,,
global5000,engine_restart,cmq_x0.5,4,0.294,2.48,2.0,0.23/0.75,0.40/1.00,0.7,0.00/0.00,0.50/0.50,0.43,
global5000,engine_restart,cmalpha_x0.7,10,0.294,7.06,9.0,0.77/1.00,0.80/1.00,0.82,0.67/0.60,0.75/0.75,0.56,
global5000,engine_restart,clo_+0.1,15,0.294,11.59,4.0,0.85/0.73,0.80/1.00,0.86,1.00/0.27,1.00/0.75,0.72,
global5000,engine_restart,noop,1,0.294,,,,,,,,,0.05
pa28,cruise,inertia_x1.6,3,0.697,2.85,7.0,0.14/1.00,0.60/1.00,,0.14/0.33,0.67/0.67,0.45,
pa28,cruise,cmq_x0.5,1,0.697,0.84,0.0,0.00/0.00,0.20/1.00,0.5,-,,,
pa28,cruise,cmalpha_x0.7,4,0.697,1.05,1.0,0.15/0.50,0.60/1.00,0.62,0.00/0.00,0.00/0.00,0.33,
pa28,cruise,clo_+0.1,8,0.697,4.13,6.0,0.38/0.62,0.60/1.00,0.65,0.17/0.12,0.75/1.00,0.33,
pa28,cruise,noop,1,0.697,,,,,,,,,0.05
pa28,throttle_step,inertia_x1.6,0,0.66,2.25,7.0,0.00/0.00,0.00/0.00,,0.00/0.00,0.00/0.00,0.7,
pa28,throttle_step,cmq_x0.5,0,0.66,0.7,0.0,0.00/0.00,0.00/0.00,0.46,-,,,
pa28,throttle_step,cmalpha_x0.7,8,0.66,0.8,0.0,0.31/0.50,0.60/1.00,0.47,-,,,
pa28,throttle_step,clo_+0.1,9,0.66,3.35,6.0,0.46/0.67,0.80/1.00,0.49,0.33/0.22,1.00/1.00,0.23,
pa28,throttle_step,noop,0,0.66,,,,,,,,,0.0
pa28,elev_doublet,inertia_x1.6,0,0.699,1.42,6.0,0.00/0.00,0.00/0.00,,0.00/0.00,0.00/0.00,0.44,
pa28,elev_doublet,cmq_x0.5,3,0.699,0.61,0.0,0.15/0.67,0.40/1.00,0.77,-,,,
pa28,elev_doublet,cmalpha_x0.7,2,0.699,0.82,0.0,0.00/0.00,0.40/1.00,0.56,-,,,
pa28,elev_doublet,clo_+0.1,11,0.699,4.46,3.0,0.46/0.55,0.60/1.00,0.45,0.00/0.00,0.67/0.67,0.26,
pa28,elev_doublet,noop,2,0.699,,,,,,,,,0.09
pa28,elev_step,inertia_x1.6,2,0.711,2.23,6.0,0.09/1.00,0.40/1.00,,0.17/0.50,0.67/1.00,0.54,
pa28,elev_step,cmq_x0.5,1,0.711,0.77,0.0,0.00/0.00,0.20/1.00,0.5,-,,,
pa28,elev_step,cmalpha_x0.7,7,0.711,1.14,0.0,0.38/0.71,0.60/1.00,0.75,-,,,
pa28,elev_step,clo_+0.1,8,0.711,4.36,6.0,0.31/0.50,0.60/1.00,0.35,0.50/0.38,0.75/1.00,0.34,
pa28,elev_step,noop,1,0.711,,,,,,,,,0.05
pa28,aileron_step,inertia_x1.6,1,0.675,5.37,8.0,0.05/1.00,0.20/1.00,,0.12/1.00,0.33/1.00,0.33,
pa28,aileron_step,cmq_x0.5,0,0.675,0.94,0.0,0.00/0.00,0.00/0.00,0.54,-,,,
pa28,aileron_step,cmalpha_x0.7,5,0.675,1.06,2.0,0.31/0.80,0.60/1.00,0.85,0.00/0.00,0.00/0.00,0.2,
pa28,aileron_step,clo_+0.1,5,0.675,4.04,7.0,0.08/0.20,0.60/1.00,0.53,0.14/0.20,0.75/1.00,0.29,
pa28,aileron_step,noop,0,0.675,,,,,,,,,0.0
pa28,rudder_doublet,inertia_x1.6,3,0.727,4.42,11.0,0.14/1.00,0.20/1.00,,0.27/1.00,0.33/1.00,0.65,
pa28,rudder_doublet,cmq_x0.5,0,0.727,0.91,0.0,0.00/0.00,0.00/0.00,0.7,-,,,
pa28,rudder_doublet,cmalpha_x0.7,4,0.727,1.11,1.0,0.31/1.00,0.20/1.00,0.49,0.00/0.00,0.00/0.00,0.71,
