aircraft,manoeuvre,fault,explainer,n_flagged,agreement,agreement_null_median,n_explained,correctness,correctness_largest_movement,correctness_only_changing,correctness_residual_importance,stability,n_with_trim_shift
A320,elev_doublet_distractor,cmalpha_x0.7,static,9,0.1111111111111111,0.4444444444444444,9,0.6666666666666666,1.0,1.0,,,0
A320,elev_doublet_distractor,clo_+0.1,dynamic,9,0.3333333333333333,0.6666666666666666,9,0.5555555555555556,1.0,1.0,0.8888888888888888,0.36666666666666664,9
A320,elev_doublet_distractor,clo_+0.1,static,9,0.4444444444444444,0.6666666666666666,9,0.4444444444444444,1.0,1.0,,,9
A320,engine_restart,inertia_x1.6,dynamic,1,0.0,1.0,1,0.0,1.0,1.0,0.0,0.6,0
A320,engine_restart,inertia_x1.6,static,1,0.0,1.0,1,0.0,1.0,1.0,,,0
A320,engine_restart,cmq_x0.5,dynamic,4,0.0,0.25,4,0.0,1.0,1.0,0.5,0.525,0
A320,engine_restart,cmq_x0.5,static,4,0.0,0.75,4,0.0,1.0,1.0,,,0
A320,engine_restart,cmalpha_x0.7,dynamic,4,0.5,1.0,4,0.75,1.0,1.0,0.75,0.925,0
A320,engine_restart,cmalpha_x0.7,static,4,0.75,0.75,4,0.0,1.0,1.0,,,0
A320,engine_restart,clo_+0.1,dynamic,8,0.75,0.75,8,0.875,1.0,1.0,1.0,0.9125,8
A320,engine_restart,clo_+0.1,static,8,0.5,0.625,8,0.75,1.0,1.0,,,8
A4,throttle_step,inertia_x1.6,dynamic,1,0.0,0.0,1,1.0,1.0,1.0,0.0,1.0,0
A4,throttle_step,inertia_x1.6,static,1,0.0,1.0,1,1.0,1.0,1.0,,,0
A4,throttle_step,cmq_x0.5,dynamic,4,0.0,0.5,4,1.0,1.0,1.0,0.5,1.0,0
A4,throttle_step,cmq_x0.5,static,4,0.0,0.5,4,1.0,1.0,1.0,,,0
A4,throttle_step,cmalpha_x0.7,dynamic,5,0.0,1.0,5,1.0,1.0,1.0,1.0,1.0,0
A4,throttle_step,cmalpha_x0.7,static,5,0.0,0.4,5,1.0,1.0,1.0,,,0
A4,throttle_step,clo_+0.1,dynamic,10,0.5,0.6,10,1.0,1.0,1.0,0.9,1.0,10
A4,throttle_step,clo_+0.1,static,10,0.4,0.6,10,0.8,1.0,1.0,,,10
A4,elev_doublet,inertia_x1.6,dynamic,1,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,0
A4,elev_doublet,inertia_x1.6,static,1,0.0,0.0,1,1.0,1.0,1.0,,,0
A4,elev_doublet,cmq_x0.5,dynamic,1,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,0
A4,elev_doublet,cmq_x0.5,static,1,0.0,0.0,1,1.0,1.0,1.0,,,0
A4,elev_doublet,cmalpha_x0.7,dynamic,2,0.0,0.5,2,1.0,1.0,1.0,1.0,1.0,0
A4,elev_doublet,cmalpha_x0.7,static,2,0.0,1.0,2,1.0,1.0,1.0,,,0
A4,elev_doublet,clo_+0.1,dynamic,11,0.5454545454545454,0.6363636363636364,11,1.0,1.0,1.0,0.6363636363636364,0.9818181818181819,11
A4,elev_doublet,clo_+0.1,static,11,0.45454545454545453,0.6363636363636364,11,0.9090909090909091,1.0,1.0,,,11
A4,elev_step,inertia_x1.6,dynamic,3,0.3333333333333333,1.0,3,1.0,1.0,1.0,0.3333333333333333,1.0,0
A4,elev_step,inertia_x1.6,static,3,0.0,1.0,3,1.0,1.0,1.0,,,0
A4,elev_step,cmq_x0.5,dynamic,3,0.0,0.0,3,1.0,1.0,1.0,1.0,1.0,0
A4,elev_step,cmq_x0.5,static,3,0.0,0.3333333333333333,3,1.0,1.0,1.0,,,0
A4,elev_step,cmalpha_x0.7,dynamic,7,0.0,0.8571428571428571,7,1.0,1.0,1.0,0.7142857142857143,1.0,0
A4,elev_step,cmalpha_x0.7,static,7,0.0,0.5714285714285714,7,1.0,1.0,1.0,,,0
A4,elev_step,clo_+0.1,dynamic,10,0.7,0.7,10,1.0,1.0,1.0,1.0,1.0,10
A4,elev_step,clo_+0.1,static,10,0.5,0.7,10,1.0,1.0,1.0,,,10
A4,aileron_step,inertia_x1.6,dynamic,1,0.0,1.0,1,1.0,1.0,1.0,0.0,0.1,0
A4,aileron_step,inertia_x1.6,static,1,0.0,1.0,1,1.0,1.0,1.0,,,0
A4,aileron_step,cmq_x0.5,dynamic,3,0.0,0.6666666666666666,3,1.0,1.0,1.0,0.6666666666666666,0.19999999999999998,0
A4,aileron_step,cmq_x0.5,static,3,0.3333333333333333,0.6666666666666666,3,1.0,1.0,1.0,,,0
A4,aileron_step,cmalpha_x0.7,dynamic,1,0.0,0.0,1,1.0,1.0,1.0,1.0,0.2,0
A4,aileron_step,cmalpha_x0.7,static,1,1.0,1.0,1,1.0,1.0,1.0,,,0
A4,aileron_step,clo_+0.1,dynamic,10,0.3,0.5,10,1.0,1.0,1.0,0.6,0.7,10
A4,aileron_step,clo_+0.1,static,10,0.3,0.4,9,0.8888888888888888,1.0,1.0,,,9
A4,rudder_doublet,inertia_x1.6,dynamic,2,0.0,0.0,2,1.0,1.0,1.0,0.0,0.9,0
A4,rudder_doublet,inertia_x1.6,static,2,0.0,0.0,2,1.0,1.0,1.0,,,0
A4,rudder_doublet,cmq_x0.5,dynamic,4,0.0,0.25,4,1.0,1.0,1.0,0.75,0.925,0
A4,rudder_doublet,cmq_x0.5,static,4,0.0,0.5,4,1.0,1.0,1.0,,,0
A4,rudder_doublet,cmalpha_x0.7,dynamic,1,0.0,1.0,1,1.0,1.0,1.0,0.0,0.8,0
A4,rudder_doublet,cmalpha_x0.7,static,1,0.0,0.0,1,1.0,1.0,1.0,,,0
A4,rudder_doublet,clo_+0.1,dynamic,9,0.3333333333333333,0.5555555555555556,9,1.0,1.0,1.0,0.5555555555555556,1.0,9
A4,rudder_doublet,clo_+0.1,static,9,0.3333333333333333,0.5555555555555556,9,1.0,1.0,1.0,,,9
A4,bank_hold,inertia_x1.6,dynamic,3,0.0,0.6666666666666666,3,1.0,1.0,1.0,0.3333333333333333,0.4666666666666666,0
A4,bank_hold,inertia_x1.6,static,3,0.0,0.6666666666666666,3,1.0,1.0,1.0,,,0
A4,bank_hold,cmq_x0.5,dynamic,5,0.2,0.8,5,1.0,1.0,1.0,0.8,0.4,0
A4,bank_hold,cmq_x0.5,static,5,0.0,0.2,5,1.0,1.0,1.0,,,0
A4,bank_hold,cmalpha_x0.7,dynamic,2,0.5,1.0,2,1.0,1.0,1.0,0.5,0.5,0
A4,bank_hold,cmalpha_x0.7,static,2,0.0,0.5,2,1.0,1.0,1.0,,,0
A4,bank_hold,clo_+0.1,dynamic,11,0.18181818181818182,0.6363636363636364,11,1.0,1.0,1.0,0.6363636363636364,0.45454545454545453,11
A4,bank_hold,clo_+0.1,static,11,0.18181818181818182,0.5454545454545454,10,1.0,1.0,1.0,,,10
A4,flap_extend,inertia_x1.6,dynamic,4,0.0,0.75,4,1.0,1.0,1.0,1.0,0.975,0
A4,flap_extend,inertia_x1.6,static,4,0.0,0.0,4,1.0,1.0,1.0,,,0
A4,flap_extend,cmq_x0.5,dynamic,12,0.25,0.5833333333333334,12,1.0,1.0,1.0,1.0,0.9833333333333334,0
A4,flap_extend,cmq_x0.5,static,12,0.0,0.0,12,1.0,1.0,1.0,,,0
A4,flap_extend,cmalpha_x0.7,dynamic,11,0.6363636363636364,0.9090909090909091,11,1.0,1.0,1.0,1.0,1.0,0
A4,flap_extend,cmalpha_x0.7,static,11,0.0,0.09090909090909091,11,1.0,1.0,1.0,,,0
A4,flap_extend,clo_+0.1,dynamic,12,0.4166666666666667,0.75,12,1.0,1.0,1.0,0.9166666666666666,1.0,12
A4,flap_extend,clo_+0.1,static,12,0.08333333333333333,0.5833333333333334,12,0.9166666666666666,1.0,1.0,,,12
A4,climbing_turn,inertia_x1.6,dynamic,1,0.0,0.0,1,1.0,1.0,1.0,1.0,0.2,0
A4,climbing_turn,inertia_x1.6,static,1,0.0,0.0,1,1.0,1.0,1.0,,,0
A4,climbing_turn,cmq_x0.5,dynamic,3,0.0,0.0,3,0.6666666666666666,1.0,1.0,1.0,0.4666666666666666,0
A4,climbing_turn,cmq_x0.5,static,3,0.0,0.0,3,0.6666666666666666,1.0,1.0,,,0
A4,climbing_turn,cmalpha_x0.7,dynamic,10,0.3,0.8,10,0.6,0.9,0.9,0.8,0.39,0
A4,climbing_turn,cmalpha_x0.7,static,10,0.1,0.5,10,0.7,0.9,0.9,,,0
A4,climbing_turn,clo_+0.1,dynamic,18,0.6111111111111112,0.8888888888888888,18,0.7777777777777778,0.2777777777777778,0.2777777777777778,0.5555555555555556,0.7777777777777778,18
A4,climbing_turn,clo_+0.1,static,18,0.5555555555555556,0.7222222222222222,18,0.8888888888888888,0.2777777777777778,0.2777777777777778,,,18
A4,elev_doublet_distractor,inertia_x1.6,dynamic,1,0.0,1.0,1,1.0,1.0,1.0,1.0,0.3,0
A4,elev_doublet_distractor,inertia_x1.6,static,1,0.0,0.0,1,1.0,1.0,1.0,,,0
A4,elev_doublet_distractor,cmq_x0.5,dynamic,3,0.0,0.6666666666666666,3,1.0,1.0,1.0,1.0,0.4666666666666666,0
A4,elev_doublet_distractor,cmq_x0.5,static,3,0.0,0.0,3,1.0,1.0,1.0,,,0
A4,elev_doublet_distractor,cmalpha_x0.7,dynamic,1,0.0,1.0,1,1.0,1.0,1.0,1.0,0.6,0
A4,elev_doublet_distractor,cmalpha_x0.7,static,1,0.0,1.0,1,1.0,1.0,1.0,,,0
A4,elev_doublet_distractor,clo_+0.1,dynamic,11,0.2727272727272727,0.6363636363636364,11,0.8181818181818182,0.9090909090909091,0.9090909090909091,0.7272727272727273,1.0,11
A4,elev_doublet_distractor,clo_+0.1,static,11,0.2727272727272727,0.45454545454545453,11,0.9090909090909091,0.9090909090909091,0.9090909090909091,,,11
B747,throttle_step,inertia_x1.6,dynamic,0,,,0,,,,,,0
B747,throttle_step,inertia_x1.6,static,0,,,0,,,,,,0
B747,throttle_step,cmq_x0.5,dynamic,0,,,0,,,,,,0
B747,throttle_step,cmq_x0.5,static,0,,,0,,,,,,0
B747,throttle_step,cmalpha_x0.7,dynamic,2,0.0,0.0,2,1.0,1.0,1.0,1.0,1.0,0
B747,throttle_step,cmalpha_x0.7,static,2,0.0,0.0,2,1.0,1.0,1.0,,,0
B747,throttle_step,clo_+0.1,dynamic,5,0.2,0.4,5,1.0,1.0,1.0,1.0,1.0,5
B747,throttle_step,clo_+0.1,static,5,0.0,0.2,5,1.0,1.0,1.0,,,5
B747,elev_doublet,inertia_x1.6,dynamic,1,0.0,1.0,1,1.0,1.0,1.0,0.0,0.8,0
B747,elev_doublet,inertia_x1.6,static,1,0.0,1.0,1,1.0,1.0,1.0,,,0
B747,elev_doublet,cmq_x0.5,dynamic,0,,,0,,,,,,0
B747,elev_doublet,cmq_x0.5,static,0,,,0,,,,,,0
B747,elev_doublet,cmalpha_x0.7,dynamic,0,,,0,,,,,,0
B747,elev_doublet,cmalpha_x0.7,static,0,,,0,,,,,,0
B747,elev_doublet,clo_+0.1,dynamic,7,0.42857142857142855,0.42857142857142855,7,1.0,1.0,1.0,1.0,1.0,7
B747,elev_doublet,clo_+0.1,static,7,0.14285714285714285,0.2857142857142857,7,1.0,1.0,1.0,,,7
B747,elev_step,inertia_x1.6,dynamic,0,,,0,,,,,,0
B747,elev_step,inertia_x1.6,static,0,,,0,,,,,,0
B747,elev_step,cmq_x0.5,dynamic,0,,,0,,,,,,0
B747,elev_step,cmq_x0.5,static,0,,,0,,,,,,0
B747,elev_step,cmalpha_x0.7,dynamic,2,0.5,1.0,2,1.0,1.0,1.0,1.0,1.0,2
B747,elev_step,cmalpha_x0.7,static,2,0.5,0.5,2,1.0,1.0,1.0,,,2
B747,elev_step,clo_+0.1,dynamic,4,0.25,0.5,4,1.0,1.0,1.0,1.0,1.0,4
B747,elev_step,clo_+0.1,static,4,0.25,0.5,4,1.0,1.0,1.0,,,4
B747,aileron_step,inertia_x1.6,dynamic,2,0.0,0.0,2,1.0,1.0,1.0,0.0,0.6,0
B747,aileron_step,inertia_x1.6,static,2,0.0,0.0,2,1.0,1.0,1.0,,,0
B747,aileron_step,cmq_x0.5,dynamic,0,,,0,,,,,,0
B747,aileron_step,cmq_x0.5,static,0,,,0,,,,,,0
B747,aileron_step,cmalpha_x0.7,dynamic,0,,,0,,,,,,0
B747,aileron_step,cmalpha_x0.7,static,0,,,0,,,,,,0
B747,aileron_step,clo_+0.1,dynamic,5,0.2,0.4,5,1.0,1.0,1.0,0.8,0.48,5
B747,aileron_step,clo_+0.1,static,5,0.0,0.2,5,0.4,1.0,1.0,,,5
B747,rudder_doublet,inertia_x1.6,dynamic,0,,,0,,,,,,0
B747,rudder_doublet,inertia_x1.6,static,0,,,0,,,,,,0
B747,rudder_doublet,cmq_x0.5,dynamic,0,,,0,,,,,,0
B747,rudder_doublet,cmq_x0.5,static,0,,,0,,,,,,0
B747,rudder_doublet,cmalpha_x0.7,dynamic,0,,,0,,,,,,0
B747,rudder_doublet,cmalpha_x0.7,static,0,,,0,,,,,,0
B747,rudder_doublet,clo_+0.1,dynamic,3,0.3333333333333333,0.3333333333333333,3,1.0,1.0,1.0,1.0,1.0,3
B747,rudder_doublet,clo_+0.1,static,3,0.3333333333333333,0.3333333333333333,3,1.0,1.0,1.0,,,3
B747,bank_hold,inertia_x1.6,dynamic,0,,,0,,,,,,0
B747,bank_hold,inertia_x1.6,static,0,,,0,,,,,,0
B747,bank_hold,cmq_x0.5,dynamic,0,,,0,,,,,,0
B747,bank_hold,cmq_x0.5,static,0,,,0,,,,,,0
B747,bank_hold,cmalpha_x0.7,dynamic,0,,,0,,,,,,0
B747,bank_hold,cmalpha_x0.7,static,0,,,0,,,,,,0
B747,bank_hold,clo_+0.1,dynamic,3,0.0,0.0,3,1.0,1.0,1.0,0.6666666666666666,0.5,3
B747,bank_hold,clo_+0.1,static,3,0.3333333333333333,0.3333333333333333,3,0.6666666666666666,1.0,1.0,,,3
B747,flap_extend,inertia_x1.6,dynamic,3,0.0,0.0,3,1.0,1.0,1.0,1.0,0.5333333333333333,0
B747,flap_extend,inertia_x1.6,static,3,0.0,0.0,3,1.0,1.0,1.0,,,0
B747,flap_extend,cmq_x0.5,dynamic,10,0.3,0.7,10,1.0,1.0,1.0,1.0,0.63,0
B747,flap_extend,cmq_x0.5,static,10,0.0,0.3,10,1.0,1.0,1.0,,,0
B747,flap_extend,cmalpha_x0.7,dynamic,11,1.0,1.0,11,1.0,1.0,1.0,1.0,0.38181818181818183,0
B747,flap_extend,cmalpha_x0.7,static,11,0.36363636363636365,0.7272727272727273,11,1.0,1.0,1.0,,,0
B747,flap_extend,clo_+0.1,dynamic,4,0.5,0.75,4,1.0,1.0,1.0,1.0,0.275,4
B747,flap_extend,clo_+0.1,static,4,0.0,0.0,4,1.0,1.0,1.0,,,4
B747,engine_cut,inertia_x1.6,dynamic,0,,,0,,,,,,0
B747,engine_cut,inertia_x1.6,static,0,,,0,,,,,,0
B747,engine_cut,cmq_x0.5,dynamic,0,,,0,,,,,,0
B747,engine_cut,cmq_x0.5,static,0,,,0,,,,,,0
B747,engine_cut,cmalpha_x0.7,dynamic,0,,,0,,,,,,0
B747,engine_cut,cmalpha_x0.7,static,0,,,0,,,,,,0
B747,engine_cut,clo_+0.1,dynamic,3,0.3333333333333333,0.3333333333333333,3,1.0,1.0,1.0,1.0,0.5333333333333333,3
B747,engine_cut,clo_+0.1,static,3,0.6666666666666666,0.6666666666666666,3,0.0,1.0,1.0,,,3
B747,climbing_turn,inertia_x1.6,dynamic,0,,,0,,,,,,0
B747,climbing_turn,inertia_x1.6,static,0,,,0,,,,,,0
B747,climbing_turn,cmq_x0.5,dynamic,0,,,0,,,,,,0
B747,climbing_turn,cmq_x0.5,static,0,,,0,,,,,,0
B747,climbing_turn,cmalpha_x0.7,dynamic,0,,,0,,,,,,0
B747,climbing_turn,cmalpha_x0.7,static,0,,,0,,,,,,0
B747,climbing_turn,clo_+0.1,dynamic,5,0.6,0.6,5,0.2,0.8,0.8,1.0,0.5,5
B747,climbing_turn,clo_+0.1,static,5,0.2,0.4,5,0.2,0.8,0.8,,,5
B747,elev_doublet_distractor,inertia_x1.6,dynamic,0,,,0,,,,,,0
B747,elev_doublet_distractor,inertia_x1.6,static,0,,,0,,,,,,0
B747,elev_doublet_distractor,cmq_x0.5,dynamic,0,,,0,,,,,,0
B747,elev_doublet_distractor,cmq_x0.5,static,0,,,0,,,,,,0
B747,elev_doublet_distractor,cmalpha_x0.7,dynamic,3,0.6666666666666666,0.6666666666666666,3,0.0,1.0,1.0,0.0,0.03333333333333333,0
B747,elev_doublet_distractor,cmalpha_x0.7,static,3,0.0,0.0,3,0.0,1.0,1.0,,,0
B747,elev_doublet_distractor,clo_+0.1,dynamic,15,0.3333333333333333,0.5333333333333333,15,0.6,0.8666666666666667,0.8666666666666667,0.4,0.7066666666666667,15
B747,elev_doublet_distractor,clo_+0.1,static,15,0.3333333333333333,0.4666666666666667,15,0.5333333333333333,0.8666666666666667,0.8666666666666667,,,15
B747,engine_restart,inertia_x1.6,dynamic,0,,,0,,,,,,0
B747,engine_restart,inertia_x1.6,static,0,,,0,,,,,,0
B747,engine_restart,cmq_x0.5,dynamic,0,,,0,,,,,,0
B747,engine_restart,cmq_x0.5,static,0,,,0,,,,,,0
B747,engine_restart,cmalpha_x0.7,dynamic,1,0.0,0.0,1,0.0,1.0,1.0,0.0,0.9,0
B747,engine_restart,cmalpha_x0.7,static,1,0.0,0.0,1,0.0,1.0,1.0,,,0
B747,engine_restart,clo_+0.1,dynamic,5,0.2,0.6,5,1.0,1.0,1.0,0.6,0.8,5
B747,engine_restart,clo_+0.1,static,5,0.0,0.0,5,0.2,1.0,1.0,,,5
Boeing314,throttle_step,inertia_x1.6,dynamic,2,0.0,0.5,2,1.0,1.0,1.0,0.0,1.0,0
Boeing314,throttle_step,inertia_x1.6,static,2,0.0,0.0,2,1.0,1.0,1.0,,,0
Boeing314,throttle_step,cmq_x0.5,dynamic,0,,,0,,,,,,0
Boeing314,throttle_step,cmq_x0.5,static,0,,,0,,,,,,0
Boeing314,throttle_step,cmalpha_x0.7,dynamic,0,,,0,,,,,,0
Boeing314,throttle_step,cmalpha_x0.7,static,0,,,0,,,,,,0
Boeing314,throttle_step,clo_+0.1,dynamic,1,0.0,0.0,1,1.0,1.0,1.0,0.0,1.0,1
Boeing314,throttle_step,clo_+0.1,static,1,0.0,0.0,1,1.0,1.0,1.0,,,1
Boeing314,elev_doublet,inertia_x1.6,dynamic,0,,,0,,,,,,0
Boeing314,elev_doublet,inertia_x1.6,static,0,,,0,,,,,,0
Boeing314,elev_doublet,cmq_x0.5,dynamic,2,0.5,1.0,2,1.0,1.0,1.0,1.0,0.25,0
Boeing314,elev_doublet,cmq_x0.5,static,2,0.0,1.0,2,1.0,1.0,1.0,,,0
Boeing314,elev_doublet,cmalpha_x0.7,dynamic,0,,,0,,,,,,0
Boeing314,elev_doublet,cmalpha_x0.7,static,0,,,0,,,,,,0
Boeing314,elev_doublet,clo_+0.1,dynamic,3,0.0,0.6666666666666666,3,1.0,1.0,1.0,0.6666666666666666,1.0,3
Boeing314,elev_doublet,clo_+0.1,static,3,0.0,0.6666666666666666,3,1.0,1.0,1.0,,,3
Boeing314,elev_step,inertia_x1.6,dynamic,0,,,0,,,,,,0
Boeing314,elev_step,inertia_x1.6,static,0,,,0,,,,,,0
Boeing314,elev_step,cmq_x0.5,dynamic,0,,,0,,,,,,0
Boeing314,elev_step,cmq_x0.5,static,0,,,0,,,,,,0
Boeing314,elev_step,cmalpha_x0.7,dynamic,0,,,0,,,,,,0
Boeing314,elev_step,cmalpha_x0.7,static,0,,,0,,,,,,0
Boeing314,elev_step,clo_+0.1,dynamic,3,0.0,0.3333333333333333,3,1.0,1.0,1.0,0.0,0.9259259259259259,0
Boeing314,elev_step,clo_+0.1,static,3,0.0,0.0,3,1.0,1.0,1.0,,,0
Boeing314,aileron_step,inertia_x1.6,dynamic,3,0.0,0.6666666666666666,3,1.0,1.0,1.0,0.0,0.3333333333333333,0
Boeing314,aileron_step,inertia_x1.6,static,3,0.0,0.3333333333333333,3,1.0,1.0,1.0,,,0
Boeing314,aileron_step,cmq_x0.5,dynamic,3,0.0,0.0,3,1.0,1.0,1.0,0.0,0.4666666666666666,0
Boeing314,aileron_step,cmq_x0.5,static,3,0.0,0.3333333333333333,3,1.0,1.0,1.0,,,0
Boeing314,aileron_step,cmalpha_x0.7,dynamic,4,0.0,0.5,4,1.0,1.0,1.0,0.0,0.475,4
Boeing314,aileron_step,cmalpha_x0.7,static,4,0.0,0.5,4,1.0,1.0,1.0,,,4
Boeing314,aileron_step,clo_+0.1,dynamic,4,0.25,0.75,4,1.0,1.0,1.0,0.0,0.5,4
Boeing314,aileron_step,clo_+0.1,static,4,0.0,0.25,4,1.0,1.0,1.0,,,4
Boeing314,rudder_doublet,inertia_x1.6,dynamic,0,,,0,,,,,,0
Boeing314,rudder_doublet,inertia_x1.6,static,0,,,0,,,,,,0
Boeing314,rudder_doublet,cmq_x0.5,dynamic,5,0.2,0.8,5,1.0,1.0,1.0,0.8,0.5599999999999999,0
Boeing314,rudder_doublet,cmq_x0.5,static,5,0.0,0.2,5,1.0,1.0,1.0,,,0
Boeing314,rudder_doublet,cmalpha_x0.7,dynamic,0,,,0,,,,,,0
Boeing314,rudder_doublet,cmalpha_x0.7,static,0,,,0,,,,,,0
Boeing314,rudder_doublet,clo_+0.1,dynamic,3,0.0,0.3333333333333333,3,1.0,1.0,1.0,0.3333333333333333,0.43333333333333335,3
Boeing314,rudder_doublet,clo_+0.1,static,3,0.3333333333333333,0.6666666666666666,3,1.0,1.0,1.0,,,3
Boeing314,bank_hold,inertia_x1.6,dynamic,0,,,0,,,,,,0
Boeing314,bank_hold,inertia_x1.6,static,0,,,0,,,,,,0
Boeing314,bank_hold,cmq_x0.5,dynamic,0,,,0,,,,,,0
Boeing314,bank_hold,cmq_x0.5,static,0,,,0,,,,,,0
Boeing314,bank_hold,cmalpha_x0.7,dynamic,5,0.0,1.0,5,1.0,1.0,1.0,0.6,0.33999999999999997,5
Boeing314,bank_hold,cmalpha_x0.7,static,5,0.4,0.6,5,1.0,1.0,1.0,,,5
Boeing314,bank_hold,clo_+0.1,dynamic,2,0.0,1.0,2,1.0,1.0,1.0,0.0,0.5,2
Boeing314,bank_hold,clo_+0.1,static,2,0.0,0.0,2,1.0,1.0,1.0,,,2
Boeing314,flap_extend,inertia_x1.6,dynamic,0,,,0,,,,,,0
Boeing314,flap_extend,inertia_x1.6,static,0,,,0,,,,,,0
Boeing314,flap_extend,cmq_x0.5,dynamic,4,0.0,1.0,4,1.0,1.0,1.0,1.0,0.7,0
Boeing314,flap_extend,cmq_x0.5,static,4,0.25,0.75,4,1.0,1.0,1.0,,,0
Boeing314,flap_extend,cmalpha_x0.7,dynamic,0,,,0,,,,,,0
Boeing314,flap_extend,cmalpha_x0.7,static,0,,,0,,,,,,0
Boeing314,flap_extend,clo_+0.1,dynamic,0,,,0,,,,,,0
Boeing314,flap_extend,clo_+0.1,static,0,,,0,,,,,,0
Boeing314,engine_cut,inertia_x1.6,dynamic,0,,,0,,,,,,0
Boeing314,engine_cut,inertia_x1.6,static,0,,,0,,,,,,0
Boeing314,engine_cut,cmq_x0.5,dynamic,0,,,0,,,,,,0
Boeing314,engine_cut,cmq_x0.5,static,0,,,0,,,,,,0
Boeing314,engine_cut,cmalpha_x0.7,dynamic,1,0.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1
Boeing314,engine_cut,cmalpha_x0.7,static,1,0.0,0.0,0,,,,,,1
Boeing314,engine_cut,clo_+0.1,dynamic,5,0.4,1.0,5,1.0,1.0,1.0,1.0,1.0,5
Boeing314,engine_cut,clo_+0.1,static,5,0.2,0.6,0,,,,,,5
Boeing314,climbing_turn,inertia_x1.6,dynamic,0,,,0,,,,,,0
Boeing314,climbing_turn,inertia_x1.6,static,0,,,0,,,,,,0
Boeing314,climbing_turn,cmq_x0.5,dynamic,6,0.0,0.6666666666666666,6,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.08333333333333333,0
Boeing314,climbing_turn,cmq_x0.5,static,6,0.16666666666666666,0.6666666666666666,6,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,0
Boeing314,climbing_turn,cmalpha_x0.7,dynamic,3,0.3333333333333333,1.0,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0
Boeing314,climbing_turn,cmalpha_x0.7,static,3,0.3333333333333333,0.6666666666666666,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,0
Boeing314,climbing_turn,clo_+0.1,dynamic,6,0.16666666666666666,0.8333333333333334,6,0.5,0.5,0.5,0.3333333333333333,0.7999999999999999,0
Boeing314,climbing_turn,clo_+0.1,static,6,0.0,0.3333333333333333,6,0.5,0.5,0.5,,,0
Boeing314,elev_doublet_distractor,inertia_x1.6,dynamic,0,,,0,,,,,,0
Boeing314,elev_doublet_distractor,inertia_x1.6,static,0,,,0,,,,,,0
Boeing314,elev_doublet_distractor,cmq_x0.5,dynamic,0,,,0,,,,,,0
Boeing314,elev_doublet_distractor,cmq_x0.5,static,0,,,0,,,,,,0
Boeing314,elev_doublet_distractor,cmalpha_x0.7,dynamic,0,,,0,,,,,,0
Boeing314,elev_doublet_distractor,cmalpha_x0.7,static,0,,,0,,,,,,0
Boeing314,elev_doublet_distractor,clo_+0.1,dynamic,4,0.25,1.0,4,0.75,0.75,0.75,0.25,0.85,0
Boeing314,elev_doublet_distractor,clo_+0.1,static,4,0.0,0.75,4,0.75,0.75,0.75,,,0
Boeing314,engine_stop,inertia_x1.6,dynamic,1,0.0,1.0,1,1.0,1.0,1.0,1.0,1.0,0
Boeing314,engine_stop,inertia_x1.6,static,1,0.0,1.0,0,,,,,,0
Boeing314,engine_stop,cmq_x0.5,dynamic,3,0.3333333333333333,0.6666666666666666,3,1.0,1.0,1.0,1.0,1.0,0
Boeing314,engine_stop,cmq_x0.5,static,3,0.3333333333333333,0.3333333333333333,0,,,,,,0
Boeing314,engine_stop,cmalpha_x0.7,dynamic,2,0.5,1.0,2,1.0,1.0,1.0,1.0,1.0,2
Boeing314,engine_stop,cmalpha_x0.7,static,2,0.5,0.5,0,,,,,,2
Boeing314,engine_stop,clo_+0.1,dynamic,5,0.0,0.4,5,1.0,1.0,1.0,1.0,1.0,5
Boeing314,engine_stop,clo_+0.1,static,5,0.0,0.6,0,,,,,,5
Camel,throttle_step,cmq_x0.5,dynamic,0,,,0,,,,,,0
Camel,throttle_step,cmq_x0.5,static,0,,,0,,,,,,0
Camel,throttle_step,cmalpha_x0.7,dynamic,2,0.0,1.0,2,1.0,1.0,1.0,0.5,1.0,0
Camel,throttle_step,cmalpha_x0.7,static,2,0.0,0.5,2,1.0,1.0,1.0,,,0
Camel,throttle_step,clo_+0.1,dynamic,4,0.0,0.75,4,1.0,1.0,1.0,0.0,1.0,4
Camel,throttle_step,clo_+0.1,static,4,0.25,1.0,4,1.0,1.0,1.0,,,4
Camel,elev_doublet,cmq_x0.5,dynamic,1,0.0,1.0,1,1.0,1.0,1.0,0.0,0.6,0
Camel,elev_doublet,cmq_x0.5,static,1,1.0,1.0,1,1.0,1.0,1.0,,,0
Camel,elev_doublet,cmalpha_x0.7,dynamic,2,0.0,0.5,2,1.0,1.0,1.0,0.5,0.4,0
Camel,elev_doublet,cmalpha_x0.7,static,2,0.5,1.0,2,1.0,1.0,1.0,,,0
Camel,elev_doublet,clo_+0.1,dynamic,1,0.0,0.0,1,1.0,1.0,1.0,0.0,0.5,1
