fault,aircraft,test_case,changed_exec_lines,executed,max_count,reach
B2_wheel_spin_down_8a9fba1c,Camel,cruise,4,4,144989,True
B2_sensor_fail_stuck_f543d634,Camel,cruise,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,Camel,cruise,5,0,0,False
B2_load_factor_sign_c3fa7d22,Camel,cruise,1,1,7632,True
B2_propeller_inflow_angle_82cc3893,Camel,cruise,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,Camel,cruise,3,3,15287,True
B_pqrdot_5ad2694c,Camel,throttle_step,5,1,7635,True
B_piston_power_bcd3f980,Camel,throttle_step,3,3,11415,True
B_turbine_windmill_2db8e408,Camel,throttle_step,2,0,0,False
B2_turbine_throttle_init_c8af9244,Camel,throttle_step,1,0,0,False
B2_turbine_thruster_inputs_20066483,Camel,throttle_step,1,0,0,False
B2_wheel_spin_down_8a9fba1c,Camel,throttle_step,4,4,145065,True
B2_sensor_fail_stuck_f543d634,Camel,throttle_step,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,Camel,throttle_step,5,0,0,False
B2_load_factor_sign_c3fa7d22,Camel,throttle_step,1,1,7636,True
B2_propeller_inflow_angle_82cc3893,Camel,throttle_step,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,Camel,throttle_step,3,3,15295,True
B_pqrdot_5ad2694c,Camel,elev_doublet,5,1,4035,True
B_piston_power_bcd3f980,Camel,elev_doublet,3,3,7814,True
B_turbine_windmill_2db8e408,Camel,elev_doublet,2,0,0,False
B2_turbine_throttle_init_c8af9244,Camel,elev_doublet,1,0,0,False
B2_turbine_thruster_inputs_20066483,Camel,elev_doublet,1,0,0,False
B2_wheel_spin_down_8a9fba1c,Camel,elev_doublet,4,4,76665,True
B2_sensor_fail_stuck_f543d634,Camel,elev_doublet,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,Camel,elev_doublet,5,0,0,False
B2_load_factor_sign_c3fa7d22,Camel,elev_doublet,1,1,4036,True
B2_propeller_inflow_angle_82cc3893,Camel,elev_doublet,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,Camel,elev_doublet,3,3,8095,True
B_pqrdot_5ad2694c,Camel,elev_step,5,1,7635,True
B_piston_power_bcd3f980,Camel,elev_step,3,3,11426,True
B_turbine_windmill_2db8e408,Camel,elev_step,2,0,0,False
B2_turbine_throttle_init_c8af9244,Camel,elev_step,1,0,0,False
B2_turbine_thruster_inputs_20066483,Camel,elev_step,1,0,0,False
B2_wheel_spin_down_8a9fba1c,Camel,elev_step,4,4,145065,True
B2_sensor_fail_stuck_f543d634,Camel,elev_step,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,Camel,elev_step,5,0,0,False
B2_load_factor_sign_c3fa7d22,Camel,elev_step,1,1,7636,True
B2_propeller_inflow_angle_82cc3893,Camel,elev_step,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,Camel,elev_step,3,3,15295,True
B_pqrdot_5ad2694c,Camel,aileron_step,5,1,4027,True
B_piston_power_bcd3f980,Camel,aileron_step,3,3,7473,True
B_turbine_windmill_2db8e408,Camel,aileron_step,2,0,0,False
B2_turbine_throttle_init_c8af9244,Camel,aileron_step,1,0,0,False
B2_turbine_thruster_inputs_20066483,Camel,aileron_step,1,0,0,False
B2_wheel_spin_down_8a9fba1c,Camel,aileron_step,4,4,76513,True
B2_sensor_fail_stuck_f543d634,Camel,aileron_step,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,Camel,aileron_step,5,0,0,False
B2_load_factor_sign_c3fa7d22,Camel,aileron_step,1,1,4028,True
B2_propeller_inflow_angle_82cc3893,Camel,aileron_step,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,Camel,aileron_step,3,3,8079,True
B_pqrdot_5ad2694c,Camel,rudder_doublet,5,1,4031,True
B_piston_power_bcd3f980,Camel,rudder_doublet,3,3,7823,True
B_turbine_windmill_2db8e408,Camel,rudder_doublet,2,0,0,False
B2_turbine_throttle_init_c8af9244,Camel,rudder_doublet,1,0,0,False
B2_turbine_thruster_inputs_20066483,Camel,rudder_doublet,1,0,0,False
B2_wheel_spin_down_8a9fba1c,Camel,rudder_doublet,4,4,76589,True
B2_sensor_fail_stuck_f543d634,Camel,rudder_doublet,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,Camel,rudder_doublet,5,0,0,False
B2_load_factor_sign_c3fa7d22,Camel,rudder_doublet,1,1,4032,True
B2_propeller_inflow_angle_82cc3893,Camel,rudder_doublet,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,Camel,rudder_doublet,3,3,8087,True
B_pqrdot_5ad2694c,Camel,bank_hold,5,1,5831,True
B_piston_power_bcd3f980,Camel,bank_hold,3,3,9616,True
B_turbine_windmill_2db8e408,Camel,bank_hold,2,0,0,False
B2_turbine_throttle_init_c8af9244,Camel,bank_hold,1,0,0,False
B2_turbine_thruster_inputs_20066483,Camel,bank_hold,1,0,0,False
B2_wheel_spin_down_8a9fba1c,Camel,bank_hold,4,4,110789,True
B2_sensor_fail_stuck_f543d634,Camel,bank_hold,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,Camel,bank_hold,5,0,0,False
B2_load_factor_sign_c3fa7d22,Camel,bank_hold,1,1,5832,True
B2_propeller_inflow_angle_82cc3893,Camel,bank_hold,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,Camel,bank_hold,3,3,11687,True
B_pqrdot_5ad2694c,Camel,flap_extend,5,1,5231,True
B_piston_power_bcd3f980,Camel,flap_extend,3,3,9028,True
B_turbine_windmill_2db8e408,Camel,flap_extend,2,0,0,False
B2_turbine_throttle_init_c8af9244,Camel,flap_extend,1,0,0,False
B2_turbine_thruster_inputs_20066483,Camel,flap_extend,1,0,0,False
B2_wheel_spin_down_8a9fba1c,Camel,flap_extend,4,4,99389,True
B2_sensor_fail_stuck_f543d634,Camel,flap_extend,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,Camel,flap_extend,5,0,0,False
B2_load_factor_sign_c3fa7d22,Camel,flap_extend,1,1,5232,True
B2_propeller_inflow_angle_82cc3893,Camel,flap_extend,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,Camel,flap_extend,3,3,10487,True
B_pqrdot_5ad2694c,Camel,engine_cut,5,1,424,True
B_piston_power_bcd3f980,Camel,engine_cut,3,3,4039,True
B_turbine_windmill_2db8e408,Camel,engine_cut,2,0,0,False
B2_turbine_throttle_init_c8af9244,Camel,engine_cut,1,0,0,False
B2_turbine_thruster_inputs_20066483,Camel,engine_cut,1,0,0,False
B2_wheel_spin_down_8a9fba1c,Camel,engine_cut,4,4,8056,True
B2_sensor_fail_stuck_f543d634,Camel,engine_cut,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,Camel,engine_cut,5,0,0,False
B2_load_factor_sign_c3fa7d22,Camel,engine_cut,1,1,425,True
B2_propeller_inflow_angle_82cc3893,Camel,engine_cut,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,Camel,engine_cut,3,3,873,True
B_pqrdot_5ad2694c,Camel,climbing_turn,5,1,5847,True
B_piston_power_bcd3f980,Camel,climbing_turn,3,3,9632,True
B_turbine_windmill_2db8e408,Camel,climbing_turn,2,0,0,False
B2_turbine_throttle_init_c8af9244,Camel,climbing_turn,1,0,0,False
B2_turbine_thruster_inputs_20066483,Camel,climbing_turn,1,0,0,False
B2_wheel_spin_down_8a9fba1c,Camel,climbing_turn,4,4,111093,True
B2_sensor_fail_stuck_f543d634,Camel,climbing_turn,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,Camel,climbing_turn,5,0,0,False
B2_load_factor_sign_c3fa7d22,Camel,climbing_turn,1,1,5848,True
B2_propeller_inflow_angle_82cc3893,Camel,climbing_turn,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,Camel,climbing_turn,3,3,11719,True
B_pqrdot_5ad2694c,Camel,elev_doublet_distractor,5,1,5223,True
B_piston_power_bcd3f980,Camel,elev_doublet_distractor,3,3,8670,True
B_turbine_windmill_2db8e408,Camel,elev_doublet_distractor,2,0,0,False
B2_turbine_throttle_init_c8af9244,Camel,elev_doublet_distractor,1,0,0,False
B2_turbine_thruster_inputs_20066483,Camel,elev_doublet_distractor,1,0,0,False
B2_wheel_spin_down_8a9fba1c,Camel,elev_doublet_distractor,4,4,99237,True
B2_sensor_fail_stuck_f543d634,Camel,elev_doublet_distractor,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,Camel,elev_doublet_distractor,5,0,0,False
B2_load_factor_sign_c3fa7d22,Camel,elev_doublet_distractor,1,1,5224,True
B2_propeller_inflow_angle_82cc3893,Camel,elev_doublet_distractor,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,Camel,elev_doublet_distractor,3,3,10471,True
B_pqrdot_5ad2694c,Camel,engine_restart,5,1,434,True
B_piston_power_bcd3f980,Camel,engine_restart,3,3,4218,True
B_turbine_windmill_2db8e408,Camel,engine_restart,2,0,0,False
B2_turbine_throttle_init_c8af9244,Camel,engine_restart,1,0,0,False
B2_turbine_thruster_inputs_20066483,Camel,engine_restart,1,0,0,False
B2_wheel_spin_down_8a9fba1c,Camel,engine_restart,4,4,8246,True
B2_sensor_fail_stuck_f543d634,Camel,engine_restart,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,Camel,engine_restart,5,0,0,False
B2_load_factor_sign_c3fa7d22,Camel,engine_restart,1,1,435,True
B2_propeller_inflow_angle_82cc3893,Camel,engine_restart,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,Camel,engine_restart,3,3,893,True
B_pqrdot_5ad2694c,Camel,engine_stop,5,1,5227,True
B_piston_power_bcd3f980,Camel,engine_stop,3,3,8662,True
B_turbine_windmill_2db8e408,Camel,engine_stop,2,0,0,False
B2_turbine_throttle_init_c8af9244,Camel,engine_stop,1,0,0,False
B2_turbine_thruster_inputs_20066483,Camel,engine_stop,1,0,0,False
B2_wheel_spin_down_8a9fba1c,Camel,engine_stop,4,4,99313,True
B2_sensor_fail_stuck_f543d634,Camel,engine_stop,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,Camel,engine_stop,5,0,0,False
B2_load_factor_sign_c3fa7d22,Camel,engine_stop,1,1,5228,True
B2_propeller_inflow_angle_82cc3893,Camel,engine_stop,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,Camel,engine_stop,3,3,10479,True
B_pqrdot_5ad2694c,F4N,cruise,5,1,7783,True
B_piston_power_bcd3f980,F4N,cruise,3,0,0,False
B_turbine_windmill_2db8e408,F4N,cruise,2,2,2,True
B2_turbine_throttle_init_c8af9244,F4N,cruise,1,1,2,True
B2_turbine_thruster_inputs_20066483,F4N,cruise,1,1,37250,True
B2_wheel_spin_down_8a9fba1c,F4N,cruise,4,4,38915,True
B2_sensor_fail_stuck_f543d634,F4N,cruise,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,F4N,cruise,5,0,0,False
B2_load_factor_sign_c3fa7d22,F4N,cruise,1,1,1,True
B2_propeller_inflow_angle_82cc3893,F4N,cruise,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,F4N,cruise,3,3,15591,True
B_pqrdot_5ad2694c,F4N,throttle_step,5,1,7631,True
B_piston_power_bcd3f980,F4N,throttle_step,3,0,0,False
B_turbine_windmill_2db8e408,F4N,throttle_step,2,2,2,True
B2_turbine_throttle_init_c8af9244,F4N,throttle_step,1,1,2,True
B2_turbine_thruster_inputs_20066483,F4N,throttle_step,1,1,27691,True
B2_wheel_spin_down_8a9fba1c,F4N,throttle_step,4,4,38155,True
B2_sensor_fail_stuck_f543d634,F4N,throttle_step,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,F4N,throttle_step,5,0,0,False
B2_load_factor_sign_c3fa7d22,F4N,throttle_step,1,1,1,True
B2_propeller_inflow_angle_82cc3893,F4N,throttle_step,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,F4N,throttle_step,3,3,15287,True
B_pqrdot_5ad2694c,F4N,elev_doublet,5,1,4275,True
B_piston_power_bcd3f980,F4N,elev_doublet,3,0,0,False
B_turbine_windmill_2db8e408,F4N,elev_doublet,2,2,2,True
B2_turbine_throttle_init_c8af9244,F4N,elev_doublet,1,1,2,True
B2_turbine_thruster_inputs_20066483,F4N,elev_doublet,1,1,32182,True
B2_wheel_spin_down_8a9fba1c,F4N,elev_doublet,4,4,21375,True
B2_sensor_fail_stuck_f543d634,F4N,elev_doublet,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,F4N,elev_doublet,5,0,0,False
B2_load_factor_sign_c3fa7d22,F4N,elev_doublet,1,1,1,True
B2_propeller_inflow_angle_82cc3893,F4N,elev_doublet,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,F4N,elev_doublet,3,3,8575,True
B_pqrdot_5ad2694c,F4N,elev_step,5,1,7907,True
B_piston_power_bcd3f980,F4N,elev_step,3,0,0,False
B_turbine_windmill_2db8e408,F4N,elev_step,2,2,2,True
B2_turbine_throttle_init_c8af9244,F4N,elev_step,1,1,2,True
B2_turbine_thruster_inputs_20066483,F4N,elev_step,1,1,41394,True
B2_wheel_spin_down_8a9fba1c,F4N,elev_step,4,4,39535,True
B2_sensor_fail_stuck_f543d634,F4N,elev_step,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,F4N,elev_step,5,0,0,False
B2_load_factor_sign_c3fa7d22,F4N,elev_step,1,1,1,True
B2_propeller_inflow_angle_82cc3893,F4N,elev_step,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,F4N,elev_step,3,3,15839,True
B_pqrdot_5ad2694c,F4N,aileron_step,5,1,4119,True
B_piston_power_bcd3f980,F4N,aileron_step,3,0,0,False
B_turbine_windmill_2db8e408,F4N,aileron_step,2,2,2,True
B2_turbine_throttle_init_c8af9244,F4N,aileron_step,1,1,2,True
B2_turbine_thruster_inputs_20066483,F4N,aileron_step,1,1,26026,True
B2_wheel_spin_down_8a9fba1c,F4N,aileron_step,4,4,20595,True
B2_sensor_fail_stuck_f543d634,F4N,aileron_step,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,F4N,aileron_step,5,0,0,False
B2_load_factor_sign_c3fa7d22,F4N,aileron_step,1,1,1,True
B2_propeller_inflow_angle_82cc3893,F4N,aileron_step,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,F4N,aileron_step,3,3,8263,True
B_pqrdot_5ad2694c,F4N,rudder_doublet,5,1,4039,True
B_piston_power_bcd3f980,F4N,rudder_doublet,3,0,0,False
B_turbine_windmill_2db8e408,F4N,rudder_doublet,2,2,2,True
B2_turbine_throttle_init_c8af9244,F4N,rudder_doublet,1,1,2,True
B2_turbine_thruster_inputs_20066483,F4N,rudder_doublet,1,1,20996,True
B2_wheel_spin_down_8a9fba1c,F4N,rudder_doublet,4,4,20195,True
B2_sensor_fail_stuck_f543d634,F4N,rudder_doublet,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,F4N,rudder_doublet,5,0,0,False
B2_load_factor_sign_c3fa7d22,F4N,rudder_doublet,1,1,1,True
B2_propeller_inflow_angle_82cc3893,F4N,rudder_doublet,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,F4N,rudder_doublet,3,3,8103,True
B_pqrdot_5ad2694c,F4N,bank_hold,5,1,5755,True
B_piston_power_bcd3f980,F4N,bank_hold,3,0,0,False
B_turbine_windmill_2db8e408,F4N,bank_hold,2,2,2,True
B2_turbine_throttle_init_c8af9244,F4N,bank_hold,1,1,2,True
B2_turbine_thruster_inputs_20066483,F4N,bank_hold,1,1,22967,True
B2_wheel_spin_down_8a9fba1c,F4N,bank_hold,4,4,28775,True
B2_sensor_fail_stuck_f543d634,F4N,bank_hold,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,F4N,bank_hold,5,0,0,False
B2_load_factor_sign_c3fa7d22,F4N,bank_hold,1,1,1,True
B2_propeller_inflow_angle_82cc3893,F4N,bank_hold,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,F4N,bank_hold,3,3,11535,True
B_pqrdot_5ad2694c,F4N,flap_extend,5,1,5383,True
B_piston_power_bcd3f980,F4N,flap_extend,3,0,0,False
B_turbine_windmill_2db8e408,F4N,flap_extend,2,2,2,True
B2_turbine_throttle_init_c8af9244,F4N,flap_extend,1,1,2,True
B2_turbine_thruster_inputs_20066483,F4N,flap_extend,1,1,32448,True
B2_wheel_spin_down_8a9fba1c,F4N,flap_extend,4,4,26915,True
B2_sensor_fail_stuck_f543d634,F4N,flap_extend,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,F4N,flap_extend,5,0,0,False
B2_load_factor_sign_c3fa7d22,F4N,flap_extend,1,1,1,True
B2_propeller_inflow_angle_82cc3893,F4N,flap_extend,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,F4N,flap_extend,3,3,10791,True
B_pqrdot_5ad2694c,F4N,engine_cut,5,1,5367,True
B_piston_power_bcd3f980,F4N,engine_cut,3,0,0,False
B_turbine_windmill_2db8e408,F4N,engine_cut,2,2,2,True
B2_turbine_throttle_init_c8af9244,F4N,engine_cut,1,1,2,True
B2_turbine_thruster_inputs_20066483,F4N,engine_cut,1,1,31442,True
B2_wheel_spin_down_8a9fba1c,F4N,engine_cut,4,4,26835,True
B2_sensor_fail_stuck_f543d634,F4N,engine_cut,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,F4N,engine_cut,5,0,0,False
B2_load_factor_sign_c3fa7d22,F4N,engine_cut,1,1,1,True
B2_propeller_inflow_angle_82cc3893,F4N,engine_cut,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,F4N,engine_cut,3,3,10759,True
B_pqrdot_5ad2694c,F4N,climbing_turn,5,1,5839,True
B_piston_power_bcd3f980,F4N,climbing_turn,3,0,0,False
B_turbine_windmill_2db8e408,F4N,climbing_turn,2,2,2,True
B2_turbine_throttle_init_c8af9244,F4N,climbing_turn,1,1,2,True
B2_turbine_thruster_inputs_20066483,F4N,climbing_turn,1,1,24594,True
B2_wheel_spin_down_8a9fba1c,F4N,climbing_turn,4,4,29195,True
B2_sensor_fail_stuck_f543d634,F4N,climbing_turn,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,F4N,climbing_turn,5,0,0,False
B2_load_factor_sign_c3fa7d22,F4N,climbing_turn,1,1,1,True
B2_propeller_inflow_angle_82cc3893,F4N,climbing_turn,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,F4N,climbing_turn,3,3,11703,True
B_pqrdot_5ad2694c,F4N,elev_doublet_distractor,5,1,5251,True
B_piston_power_bcd3f980,F4N,elev_doublet_distractor,3,0,0,False
B_turbine_windmill_2db8e408,F4N,elev_doublet_distractor,2,2,2,True
B2_turbine_throttle_init_c8af9244,F4N,elev_doublet_distractor,1,1,2,True
B2_turbine_thruster_inputs_20066483,F4N,elev_doublet_distractor,1,1,23418,True
B2_wheel_spin_down_8a9fba1c,F4N,elev_doublet_distractor,4,4,26255,True
B2_sensor_fail_stuck_f543d634,F4N,elev_doublet_distractor,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,F4N,elev_doublet_distractor,5,0,0,False
B2_load_factor_sign_c3fa7d22,F4N,elev_doublet_distractor,1,1,1,True
B2_propeller_inflow_angle_82cc3893,F4N,elev_doublet_distractor,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,F4N,elev_doublet_distractor,3,3,10527,True
B_pqrdot_5ad2694c,F4N,engine_restart,5,1,7751,True
B_piston_power_bcd3f980,F4N,engine_restart,3,0,0,False
B_turbine_windmill_2db8e408,F4N,engine_restart,2,2,2137,True
B2_turbine_throttle_init_c8af9244,F4N,engine_restart,1,1,2,True
B2_turbine_thruster_inputs_20066483,F4N,engine_restart,1,1,35236,True
B2_wheel_spin_down_8a9fba1c,F4N,engine_restart,4,4,38755,True
B2_sensor_fail_stuck_f543d634,F4N,engine_restart,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,F4N,engine_restart,5,0,0,False
B2_load_factor_sign_c3fa7d22,F4N,engine_restart,1,1,1,True
B2_propeller_inflow_angle_82cc3893,F4N,engine_restart,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,F4N,engine_restart,3,3,15527,True
B_pqrdot_5ad2694c,F4N,engine_stop,5,1,450,True
B_piston_power_bcd3f980,F4N,engine_stop,3,0,0,False
B_turbine_windmill_2db8e408,F4N,engine_stop,2,2,2,True
B2_turbine_throttle_init_c8af9244,F4N,engine_stop,1,1,2,True
B2_turbine_thruster_inputs_20066483,F4N,engine_stop,1,1,13816,True
B2_wheel_spin_down_8a9fba1c,F4N,engine_stop,4,4,2250,True
B2_sensor_fail_stuck_f543d634,F4N,engine_stop,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,F4N,engine_stop,5,0,0,False
B2_load_factor_sign_c3fa7d22,F4N,engine_stop,1,1,1,True
B2_propeller_inflow_angle_82cc3893,F4N,engine_stop,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,F4N,engine_stop,3,3,925,True
B_pqrdot_5ad2694c,F80C,cruise,5,1,7611,True
B_piston_power_bcd3f980,F80C,cruise,3,0,0,False
B_turbine_windmill_2db8e408,F80C,cruise,2,2,1,True
B2_turbine_throttle_init_c8af9244,F80C,cruise,1,1,1,True
B2_turbine_thruster_inputs_20066483,F80C,cruise,1,1,10184,True
B2_wheel_spin_down_8a9fba1c,F80C,cruise,4,4,53277,True
B2_sensor_fail_stuck_f543d634,F80C,cruise,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,F80C,cruise,5,0,0,False
B2_load_factor_sign_c3fa7d22,F80C,cruise,1,1,1,True
B2_propeller_inflow_angle_82cc3893,F80C,cruise,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,F80C,cruise,3,3,15247,True
B_pqrdot_5ad2694c,F80C,throttle_step,5,1,7611,True
B_piston_power_bcd3f980,F80C,throttle_step,3,0,0,False
B_turbine_windmill_2db8e408,F80C,throttle_step,2,2,1,True
B2_turbine_throttle_init_c8af9244,F80C,throttle_step,1,1,1,True
B2_turbine_thruster_inputs_20066483,F80C,throttle_step,1,1,10184,True
B2_wheel_spin_down_8a9fba1c,F80C,throttle_step,4,4,53277,True
B2_sensor_fail_stuck_f543d634,F80C,throttle_step,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,F80C,throttle_step,5,0,0,False
B2_load_factor_sign_c3fa7d22,F80C,throttle_step,1,1,1,True
B2_propeller_inflow_angle_82cc3893,F80C,throttle_step,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,F80C,throttle_step,3,3,15247,True
B_pqrdot_5ad2694c,F80C,elev_doublet,5,1,4017,True
B_piston_power_bcd3f980,F80C,elev_doublet,3,0,0,False
B_turbine_windmill_2db8e408,F80C,elev_doublet,2,2,1,True
B2_turbine_throttle_init_c8af9244,F80C,elev_doublet,1,1,1,True
B2_turbine_thruster_inputs_20066483,F80C,elev_doublet,1,1,6712,True
B2_wheel_spin_down_8a9fba1c,F80C,elev_doublet,4,4,28119,True
B2_sensor_fail_stuck_f543d634,F80C,elev_doublet,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,F80C,elev_doublet,5,0,0,False
B2_load_factor_sign_c3fa7d22,F80C,elev_doublet,1,1,1,True
B2_propeller_inflow_angle_82cc3893,F80C,elev_doublet,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,F80C,elev_doublet,3,3,8059,True
B_pqrdot_5ad2694c,F80C,elev_step,5,1,7617,True
B_piston_power_bcd3f980,F80C,elev_step,3,0,0,False
B_turbine_windmill_2db8e408,F80C,elev_step,2,2,1,True
B2_turbine_throttle_init_c8af9244,F80C,elev_step,1,1,1,True
B2_turbine_thruster_inputs_20066483,F80C,elev_step,1,1,10312,True
B2_wheel_spin_down_8a9fba1c,F80C,elev_step,4,4,53319,True
B2_sensor_fail_stuck_f543d634,F80C,elev_step,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,F80C,elev_step,5,0,0,False
B2_load_factor_sign_c3fa7d22,F80C,elev_step,1,1,1,True
B2_propeller_inflow_angle_82cc3893,F80C,elev_step,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,F80C,elev_step,3,3,15259,True
B_pqrdot_5ad2694c,F80C,aileron_step,5,1,4011,True
B_piston_power_bcd3f980,F80C,aileron_step,3,0,0,False
B_turbine_windmill_2db8e408,F80C,aileron_step,2,2,1,True
B2_turbine_throttle_init_c8af9244,F80C,aileron_step,1,1,1,True
B2_turbine_thruster_inputs_20066483,F80C,aileron_step,1,1,6584,True
B2_wheel_spin_down_8a9fba1c,F80C,aileron_step,4,4,28077,True
B2_sensor_fail_stuck_f543d634,F80C,aileron_step,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,F80C,aileron_step,5,0,0,False
B2_load_factor_sign_c3fa7d22,F80C,aileron_step,1,1,1,True
B2_propeller_inflow_angle_82cc3893,F80C,aileron_step,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,F80C,aileron_step,3,3,8047,True
B_pqrdot_5ad2694c,F80C,rudder_doublet,5,1,4017,True
B_piston_power_bcd3f980,F80C,rudder_doublet,3,0,0,False
B_turbine_windmill_2db8e408,F80C,rudder_doublet,2,2,1,True
B2_turbine_throttle_init_c8af9244,F80C,rudder_doublet,1,1,1,True
B2_turbine_thruster_inputs_20066483,F80C,rudder_doublet,1,1,6712,True
B2_wheel_spin_down_8a9fba1c,F80C,rudder_doublet,4,4,28119,True
B2_sensor_fail_stuck_f543d634,F80C,rudder_doublet,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,F80C,rudder_doublet,5,0,0,False
B2_load_factor_sign_c3fa7d22,F80C,rudder_doublet,1,1,1,True
B2_propeller_inflow_angle_82cc3893,F80C,rudder_doublet,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,F80C,rudder_doublet,3,3,8059,True
B_pqrdot_5ad2694c,F80C,bank_hold,5,1,5817,True
B_piston_power_bcd3f980,F80C,bank_hold,3,0,0,False
B_turbine_windmill_2db8e408,F80C,bank_hold,2,2,1,True
B2_turbine_throttle_init_c8af9244,F80C,bank_hold,1,1,1,True
B2_turbine_thruster_inputs_20066483,F80C,bank_hold,1,1,8512,True
B2_wheel_spin_down_8a9fba1c,F80C,bank_hold,4,4,40719,True
B2_sensor_fail_stuck_f543d634,F80C,bank_hold,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,F80C,bank_hold,5,0,0,False
B2_load_factor_sign_c3fa7d22,F80C,bank_hold,1,1,1,True
B2_propeller_inflow_angle_82cc3893,F80C,bank_hold,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,F80C,bank_hold,3,3,11659,True
B_pqrdot_5ad2694c,F80C,flap_extend,5,1,5217,True
B_piston_power_bcd3f980,F80C,flap_extend,3,0,0,False
B_turbine_windmill_2db8e408,F80C,flap_extend,2,2,1,True
B2_turbine_throttle_init_c8af9244,F80C,flap_extend,1,1,1,True
B2_turbine_thruster_inputs_20066483,F80C,flap_extend,1,1,7912,True
B2_wheel_spin_down_8a9fba1c,F80C,flap_extend,4,4,36519,True
B2_sensor_fail_stuck_f543d634,F80C,flap_extend,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,F80C,flap_extend,5,0,0,False
B2_load_factor_sign_c3fa7d22,F80C,flap_extend,1,1,1,True
B2_propeller_inflow_angle_82cc3893,F80C,flap_extend,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,F80C,flap_extend,3,3,10459,True
B_pqrdot_5ad2694c,F80C,engine_cut,5,1,416,True
