aircraft,manoeuvre,setting,fault,recall,precision,auc,base_score
737,elev_step,det_n5,cmalpha_x0.7,0.5384615384615384,1.0,0.6581196581196581,7.3814704304600784
737,elev_step,det_n5,clo_+0.1,0.7692307692307693,1.0,1.0,7.3814704304600784
737,elev_step,det_lags_1,inertia_x1.6,0.045454545454545456,1.0,,3.3111768921779556
737,elev_step,det_lags_1,cmq_x0.5,0.15384615384615385,1.0,0.6837606837606838,3.3111768921779556
737,elev_step,det_lags_1,cmalpha_x0.7,0.23076923076923078,1.0,0.5555555555555556,3.3111768921779556
737,elev_step,det_lags_1,clo_+0.1,0.8461538461538461,0.9166666666666666,0.9572649572649572,3.3111768921779556
737,elev_step,det_lags_long,inertia_x1.6,0.045454545454545456,1.0,,3.253296071545158
737,elev_step,det_lags_long,cmq_x0.5,0.15384615384615385,1.0,0.7094017094017094,3.253296071545158
737,elev_step,det_lags_long,cmalpha_x0.7,0.38461538461538464,1.0,0.4957264957264958,3.253296071545158
737,elev_step,det_lags_long,clo_+0.1,0.6923076923076923,1.0,0.9572649572649572,3.253296071545158
737,elev_step,det_5hz,inertia_x1.6,0.045454545454545456,1.0,,3.301545954303262
737,elev_step,det_5hz,cmq_x0.5,0.15384615384615385,1.0,0.7094017094017094,3.301545954303262
737,elev_step,det_5hz,cmalpha_x0.7,0.38461538461538464,1.0,0.45299145299145305,3.301545954303262
737,elev_step,det_5hz,clo_+0.1,0.8461538461538461,1.0,0.9572649572649572,3.301545954303262
737,elev_step,det_2hz,inertia_x1.6,0.045454545454545456,1.0,,3.3311579253379864
737,elev_step,det_2hz,cmq_x0.5,0.15384615384615385,1.0,0.7350427350427351,3.3311579253379864
737,elev_step,det_2hz,cmalpha_x0.7,0.38461538461538464,1.0,0.6410256410256411,3.3311579253379864
737,elev_step,det_2hz,clo_+0.1,0.7692307692307693,1.0,0.9572649572649572,3.3311579253379864
737,elev_step,sig_K3,inertia_x1.6,0.13636363636363635,1.0,,0.4940856148842839
737,elev_step,sig_K3,cmq_x0.5,0.15384615384615385,0.6666666666666666,0.3931623931623932,0.4940856148842839
737,elev_step,sig_K3,cmalpha_x0.7,0.0,,0.42735042735042733,0.4940856148842839
737,elev_step,sig_K3,clo_+0.1,0.38461538461538464,0.8333333333333334,0.7948717948717948,0.4940856148842839
737,elev_step,sig_K5,inertia_x1.6,0.045454545454545456,1.0,,0.6322001210104372
737,elev_step,sig_K5,cmq_x0.5,0.3076923076923077,0.8,0.5470085470085471,0.6322001210104372
737,elev_step,sig_K5,cmalpha_x0.7,0.46153846153846156,1.0,0.5897435897435898,0.6322001210104372
737,elev_step,sig_K5,clo_+0.1,0.38461538461538464,0.8333333333333334,0.811965811965812,0.6322001210104372
737,elev_step,sig_K7,inertia_x1.6,0.18181818181818182,1.0,,0.7095409166540614
737,elev_step,sig_K7,cmq_x0.5,0.3076923076923077,0.8,0.5641025641025641,0.7095409166540614
737,elev_step,sig_K7,cmalpha_x0.7,0.23076923076923078,0.6,0.3760683760683761,0.7095409166540614
737,elev_step,sig_K7,clo_+0.1,0.38461538461538464,0.8333333333333334,0.7777777777777779,0.7095409166540614
737,elev_step,sig_leaf50,inertia_x1.6,0.13636363636363635,1.0,,0.6191914990167903
737,elev_step,sig_leaf50,cmq_x0.5,0.23076923076923078,1.0,0.5470085470085471,0.6191914990167903
737,elev_step,sig_leaf50,cmalpha_x0.7,0.46153846153846156,1.0,0.6153846153846154,0.6191914990167903
737,elev_step,sig_leaf50,clo_+0.1,0.38461538461538464,0.8333333333333334,0.7863247863247864,0.6191914990167903
737,elev_step,sig_n10,inertia_x1.6,0.13636363636363635,1.0,,0.6562849795794886
737,elev_step,sig_n10,cmq_x0.5,0.23076923076923078,0.75,0.8717948717948718,0.6562849795794886
737,elev_step,sig_n10,cmalpha_x0.7,0.3076923076923077,0.8,0.4786324786324786,0.6562849795794886
737,elev_step,sig_n10,clo_+0.1,0.23076923076923078,1.0,0.7948717948717949,0.6562849795794886
737,elev_step,sig_lags_1,inertia_x1.6,0.09090909090909091,1.0,,0.6372636514899409
737,elev_step,sig_lags_1,cmq_x0.5,0.15384615384615385,1.0,0.47863247863247865,0.6372636514899409
737,elev_step,sig_lags_1,cmalpha_x0.7,0.3076923076923077,1.0,0.5982905982905983,0.6372636514899409
737,elev_step,sig_lags_1,clo_+0.1,0.38461538461538464,1.0,0.7179487179487181,0.6372636514899409
737,elev_step,sig_lags_long,inertia_x1.6,0.045454545454545456,1.0,,0.6278210558160641
737,elev_step,sig_lags_long,cmq_x0.5,0.15384615384615385,1.0,0.5897435897435899,0.6278210558160641
