fault,set,kind,aircraft,test_case,n_matched,n_cand,n_missing,structural,propagated,es1_max,es1_output,es_max,observable,n_observable_outputs,n_flag_05,min_p
B2_load_factor_sign_c3fa7d22,heldout,cpp,A4,elev_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2125574885022995
B2_propeller_inflow_angle_82cc3893,heldout,cpp,A4,elev_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2125574885022995
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,A4,elev_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2125574885022995
B2_A4_gear_retractable_3be71976,heldout,model,A4,elev_doublet,10,0,10,True,,,,,,,,
B_elevator_drag_8819410c,development,model,A4,elev_step,10,10,0,False,True,0.0761343928059761,accelerations/udot-ft_sec2,0.3148983618220212,False,0.0,1.0,0.047990401919616
B_pqrdot_5ad2694c,development,cpp,A4,elev_step,10,10,0,False,True,2.0567319436505813e-05,accelerations/qdot-rad_sec2,4.1280663772616805e-05,False,0.0,0.0,0.1529694061187762
B_turbine_windmill_2db8e408,development,cpp,A4,elev_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1529694061187762
B2_turbine_throttle_init_c8af9244,heldout,cpp,A4,elev_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1529694061187762
B2_turbine_thruster_inputs_20066483,heldout,cpp,A4,elev_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1529694061187762
B2_wheel_spin_down_8a9fba1c,heldout,cpp,A4,elev_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1529694061187762
B2_sensor_fail_stuck_f543d634,heldout,cpp,A4,elev_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1529694061187762
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,A4,elev_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1529694061187762
B2_load_factor_sign_c3fa7d22,heldout,cpp,A4,elev_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1529694061187762
B2_propeller_inflow_angle_82cc3893,heldout,cpp,A4,elev_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1529694061187762
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,A4,elev_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1529694061187762
B2_A4_gear_retractable_3be71976,heldout,model,A4,elev_step,10,0,10,True,,,,,,,,
B_elevator_drag_8819410c,development,model,A4,aileron_step,10,10,0,False,True,0.2885932145635418,attitude/psi-rad,0.4186683061712011,False,0.0,0.0,0.1255748850229954
B_pqrdot_5ad2694c,development,cpp,A4,aileron_step,10,10,0,False,True,4.505549268889512e-05,accelerations/qdot-rad_sec2,6.433201280644229e-05,False,0.0,0.0,0.1047790441911617
B_turbine_windmill_2db8e408,development,cpp,A4,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1047790441911617
B2_turbine_throttle_init_c8af9244,heldout,cpp,A4,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1047790441911617
B2_turbine_thruster_inputs_20066483,heldout,cpp,A4,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1047790441911617
B2_wheel_spin_down_8a9fba1c,heldout,cpp,A4,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1047790441911617
B2_sensor_fail_stuck_f543d634,heldout,cpp,A4,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1047790441911617
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,A4,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1047790441911617
B2_load_factor_sign_c3fa7d22,heldout,cpp,A4,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1047790441911617
B2_propeller_inflow_angle_82cc3893,heldout,cpp,A4,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1047790441911617
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,A4,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1047790441911617
B2_A4_gear_retractable_3be71976,heldout,model,A4,aileron_step,10,0,10,True,,,,,,,,
B_elevator_drag_8819410c,development,model,A4,rudder_doublet,10,10,0,False,True,0.9398581615333595,velocities/h-dot-fps,0.4487960486348943,False,0.0,1.0,0.0285942811437712
B_pqrdot_5ad2694c,development,cpp,A4,rudder_doublet,10,10,0,False,True,0.0001136309893025,accelerations/qdot-rad_sec2,9.571959019654671e-05,False,0.0,0.0,0.0525894821035792
B_turbine_windmill_2db8e408,development,cpp,A4,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0525894821035792
B2_turbine_throttle_init_c8af9244,heldout,cpp,A4,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0525894821035792
B2_turbine_thruster_inputs_20066483,heldout,cpp,A4,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0525894821035792
B2_wheel_spin_down_8a9fba1c,heldout,cpp,A4,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0525894821035792
B2_sensor_fail_stuck_f543d634,heldout,cpp,A4,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0525894821035792
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,A4,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0525894821035792
B2_load_factor_sign_c3fa7d22,heldout,cpp,A4,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0525894821035792
B2_propeller_inflow_angle_82cc3893,heldout,cpp,A4,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0525894821035792
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,A4,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0525894821035792
B2_A4_gear_retractable_3be71976,heldout,model,A4,rudder_doublet,10,0,10,True,,,,,,,,
B_elevator_drag_8819410c,development,model,A4,bank_hold,10,10,0,False,True,0.1018701901247901,attitude/psi-rad,0.5611705601242156,False,0.0,0.0,0.0761847630473905
B_pqrdot_5ad2694c,development,cpp,A4,bank_hold,10,10,0,False,True,3.662528138649804e-05,accelerations/qdot-rad_sec2,5.1965190080725934e-05,False,0.0,1.0,0.0243951209758048
B_turbine_windmill_2db8e408,development,cpp,A4,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0243951209758048
B2_turbine_throttle_init_c8af9244,heldout,cpp,A4,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0243951209758048
B2_turbine_thruster_inputs_20066483,heldout,cpp,A4,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0243951209758048
B2_wheel_spin_down_8a9fba1c,heldout,cpp,A4,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0243951209758048
B2_sensor_fail_stuck_f543d634,heldout,cpp,A4,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0243951209758048
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,A4,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0243951209758048
B2_load_factor_sign_c3fa7d22,heldout,cpp,A4,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0243951209758048
B2_propeller_inflow_angle_82cc3893,heldout,cpp,A4,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0243951209758048
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,A4,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0243951209758048
B2_A4_gear_retractable_3be71976,heldout,model,A4,bank_hold,10,0,10,True,,,,,,,,
B_elevator_drag_8819410c,development,model,A4,flap_extend,10,10,0,False,True,2.509111637518933,attitude/phi-rad,0.6659707427848475,False,0.0,5.0,0.01499700059988
B_pqrdot_5ad2694c,development,cpp,A4,flap_extend,10,10,0,False,True,7.934513739670773e-05,accelerations/qdot-rad_sec2,6.142522305003871e-05,False,0.0,7.0,0.0087982403519296
B_turbine_windmill_2db8e408,development,cpp,A4,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,7.0,0.0087982403519296
B2_turbine_throttle_init_c8af9244,heldout,cpp,A4,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,7.0,0.0087982403519296
B2_turbine_thruster_inputs_20066483,heldout,cpp,A4,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,7.0,0.0087982403519296
B2_wheel_spin_down_8a9fba1c,heldout,cpp,A4,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,7.0,0.0087982403519296
B2_sensor_fail_stuck_f543d634,heldout,cpp,A4,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,7.0,0.0087982403519296
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,A4,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,7.0,0.0087982403519296
B2_load_factor_sign_c3fa7d22,heldout,cpp,A4,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,7.0,0.0087982403519296
B2_propeller_inflow_angle_82cc3893,heldout,cpp,A4,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,7.0,0.0087982403519296
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,A4,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,7.0,0.0087982403519296
B2_A4_gear_retractable_3be71976,heldout,model,A4,flap_extend,10,0,10,True,,,,,,,,
B_elevator_drag_8819410c,development,model,A4,climbing_turn,10,10,0,False,True,0.0975349848660257,accelerations/udot-ft_sec2,0.7848021657120756,False,0.0,3.0,0.0317936412717456
B_pqrdot_5ad2694c,development,cpp,A4,climbing_turn,10,10,0,False,True,3.668920475585405e-05,accelerations/qdot-rad_sec2,5.155018883206735e-05,False,0.0,0.0,0.0595880823835233
B_turbine_windmill_2db8e408,development,cpp,A4,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0595880823835233
B2_turbine_throttle_init_c8af9244,heldout,cpp,A4,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0595880823835233
B2_turbine_thruster_inputs_20066483,heldout,cpp,A4,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0595880823835233
B2_wheel_spin_down_8a9fba1c,heldout,cpp,A4,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0595880823835233
B2_sensor_fail_stuck_f543d634,heldout,cpp,A4,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0595880823835233
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,A4,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0595880823835233
B2_load_factor_sign_c3fa7d22,heldout,cpp,A4,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0595880823835233
B2_propeller_inflow_angle_82cc3893,heldout,cpp,A4,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0595880823835233
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,A4,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0595880823835233
B2_A4_gear_retractable_3be71976,heldout,model,A4,climbing_turn,10,0,10,True,,,,,,,,
B_elevator_drag_8819410c,development,model,A4,elev_doublet_distractor,10,10,0,False,True,0.2352312646559743,velocities/h-dot-fps,0.5714103665973145,False,0.0,0.0,0.2429514097180564
B_pqrdot_5ad2694c,development,cpp,A4,elev_doublet_distractor,10,10,0,False,True,6.339336094164919e-05,accelerations/qdot-rad_sec2,5.173165190763634e-05,False,0.0,0.0,0.1277744451109778
B_turbine_windmill_2db8e408,development,cpp,A4,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1277744451109778
B2_turbine_throttle_init_c8af9244,heldout,cpp,A4,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1277744451109778
B2_turbine_thruster_inputs_20066483,heldout,cpp,A4,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1277744451109778
B2_wheel_spin_down_8a9fba1c,heldout,cpp,A4,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1277744451109778
B2_sensor_fail_stuck_f543d634,heldout,cpp,A4,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1277744451109778
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,A4,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1277744451109778
B2_load_factor_sign_c3fa7d22,heldout,cpp,A4,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1277744451109778
B2_propeller_inflow_angle_82cc3893,heldout,cpp,A4,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1277744451109778
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,A4,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1277744451109778
B2_A4_gear_retractable_3be71976,heldout,model,A4,elev_doublet_distractor,10,0,10,True,,,,,,,,
B_elevator_drag_8819410c,development,model,B747,cruise,10,10,0,False,True,1.3376313188553577,velocities/p-rad_sec,0.9245576268849504,False,0.0,3.0,0.0001999600079984
B_pqrdot_5ad2694c,development,cpp,B747,cruise,10,10,0,False,True,7.742551083963067e-05,accelerations/rdot-rad_sec2,7.920052295894088e-05,False,0.0,0.0,0.1447710457908418
B_turbine_windmill_2db8e408,development,cpp,B747,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1447710457908418
B2_turbine_throttle_init_c8af9244,heldout,cpp,B747,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1447710457908418
B2_turbine_thruster_inputs_20066483,heldout,cpp,B747,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1447710457908418
B2_wheel_spin_down_8a9fba1c,heldout,cpp,B747,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1447710457908418
B2_sensor_fail_stuck_f543d634,heldout,cpp,B747,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1447710457908418
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,B747,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1447710457908418
B2_load_factor_sign_c3fa7d22,heldout,cpp,B747,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1447710457908418
B2_propeller_inflow_angle_82cc3893,heldout,cpp,B747,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1447710457908418
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,B747,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1447710457908418
B_elevator_drag_8819410c,development,model,B747,throttle_step,10,10,0,False,True,0.3072707738680375,attitude/psi-rad,0.5417515937596802,False,0.0,0.0,0.0575884823035392
B_pqrdot_5ad2694c,development,cpp,B747,throttle_step,10,10,0,False,True,0.0001082056410608,accelerations/rdot-rad_sec2,0.0001082265149778,False,0.0,0.0,0.2579484103179364
B_turbine_windmill_2db8e408,development,cpp,B747,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2579484103179364
B2_turbine_throttle_init_c8af9244,heldout,cpp,B747,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2579484103179364
B2_turbine_thruster_inputs_20066483,heldout,cpp,B747,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2579484103179364
B2_wheel_spin_down_8a9fba1c,heldout,cpp,B747,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2579484103179364
B2_sensor_fail_stuck_f543d634,heldout,cpp,B747,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2579484103179364
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,B747,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2579484103179364
B2_load_factor_sign_c3fa7d22,heldout,cpp,B747,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2579484103179364
B2_propeller_inflow_angle_82cc3893,heldout,cpp,B747,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2579484103179364
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,B747,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2579484103179364
B_elevator_drag_8819410c,development,model,B747,elev_doublet,10,10,0,False,True,0.251006983574559,accelerations/udot-ft_sec2,0.7671565689913925,False,0.0,3.0,0.0001999600079984
B_pqrdot_5ad2694c,development,cpp,B747,elev_doublet,10,10,0,False,True,0.0001042193536097,accelerations/rdot-rad_sec2,8.796106282386839e-05,False,0.0,1.0,0.0249950009998
B_turbine_windmill_2db8e408,development,cpp,B747,elev_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0249950009998
B2_turbine_throttle_init_c8af9244,heldout,cpp,B747,elev_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0249950009998
B2_turbine_thruster_inputs_20066483,heldout,cpp,B747,elev_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0249950009998
B2_wheel_spin_down_8a9fba1c,heldout,cpp,B747,elev_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0249950009998
B2_sensor_fail_stuck_f543d634,heldout,cpp,B747,elev_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0249950009998
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,B747,elev_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0249950009998
B2_load_factor_sign_c3fa7d22,heldout,cpp,B747,elev_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0249950009998
B2_propeller_inflow_angle_82cc3893,heldout,cpp,B747,elev_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0249950009998
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,B747,elev_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0249950009998
B_elevator_drag_8819410c,development,model,B747,elev_step,10,10,0,False,True,1.3902530976819143,velocities/p-rad_sec,0.8261625488642533,False,0.0,11.0,0.0001999600079984
B_pqrdot_5ad2694c,development,cpp,B747,elev_step,10,10,0,False,True,7.644475106761808e-05,accelerations/rdot-rad_sec2,7.611921778355883e-05,False,0.0,0.0,0.3049390121975605
B_turbine_windmill_2db8e408,development,cpp,B747,elev_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3049390121975605
B2_turbine_throttle_init_c8af9244,heldout,cpp,B747,elev_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3049390121975605
B2_turbine_thruster_inputs_20066483,heldout,cpp,B747,elev_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3049390121975605
B2_wheel_spin_down_8a9fba1c,heldout,cpp,B747,elev_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3049390121975605
B2_sensor_fail_stuck_f543d634,heldout,cpp,B747,elev_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3049390121975605
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,B747,elev_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3049390121975605
B2_load_factor_sign_c3fa7d22,heldout,cpp,B747,elev_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3049390121975605
B2_propeller_inflow_angle_82cc3893,heldout,cpp,B747,elev_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3049390121975605
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,B747,elev_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3049390121975605
B_elevator_drag_8819410c,development,model,B747,aileron_step,10,10,0,False,True,0.2232929457198245,velocities/h-dot-fps,0.3613662034600197,False,0.0,5.0,0.0001999600079984
B_pqrdot_5ad2694c,development,cpp,B747,aileron_step,10,10,0,False,True,0.0002845802667645,accelerations/rdot-rad_sec2,0.0002958767998592,False,0.0,0.0,0.055988802239552
B_turbine_windmill_2db8e408,development,cpp,B747,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.055988802239552
B2_turbine_throttle_init_c8af9244,heldout,cpp,B747,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.055988802239552
B2_turbine_thruster_inputs_20066483,heldout,cpp,B747,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.055988802239552
B2_wheel_spin_down_8a9fba1c,heldout,cpp,B747,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.055988802239552
B2_sensor_fail_stuck_f543d634,heldout,cpp,B747,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.055988802239552
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,B747,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.055988802239552
B2_load_factor_sign_c3fa7d22,heldout,cpp,B747,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.055988802239552
B2_propeller_inflow_angle_82cc3893,heldout,cpp,B747,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.055988802239552
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,B747,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.055988802239552
B_elevator_drag_8819410c,development,model,B747,rudder_doublet,10,10,0,False,True,0.1778521303621232,velocities/h-dot-fps,0.3592922922958185,False,0.0,3.0,0.0001999600079984
B_pqrdot_5ad2694c,development,cpp,B747,rudder_doublet,10,10,0,False,True,8.672137906724118e-05,accelerations/qdot-rad_sec2,8.888091155431608e-05,False,0.0,0.0,0.2601479704059188
B_turbine_windmill_2db8e408,development,cpp,B747,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2603479304139172
B2_turbine_throttle_init_c8af9244,heldout,cpp,B747,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2603479304139172
B2_turbine_thruster_inputs_20066483,heldout,cpp,B747,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2603479304139172
B2_wheel_spin_down_8a9fba1c,heldout,cpp,B747,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2603479304139172
B2_sensor_fail_stuck_f543d634,heldout,cpp,B747,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2603479304139172
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,B747,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2603479304139172
B2_load_factor_sign_c3fa7d22,heldout,cpp,B747,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2603479304139172
B2_propeller_inflow_angle_82cc3893,heldout,cpp,B747,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2603479304139172
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,B747,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2603479304139172
B_elevator_drag_8819410c,development,model,B747,bank_hold,10,10,0,False,True,0.0124729689828512,accelerations/udot-ft_sec2,0.2035217014307739,False,0.0,4.0,0.0001999600079984
B_pqrdot_5ad2694c,development,cpp,B747,bank_hold,10,10,0,False,True,0.000212757372647,accelerations/rdot-rad_sec2,0.0002033118157387,False,0.0,0.0,0.2101579684063187
B_turbine_windmill_2db8e408,development,cpp,B747,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2101579684063187
B2_turbine_throttle_init_c8af9244,heldout,cpp,B747,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2101579684063187
B2_turbine_thruster_inputs_20066483,heldout,cpp,B747,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2101579684063187
B2_wheel_spin_down_8a9fba1c,heldout,cpp,B747,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2101579684063187
B2_sensor_fail_stuck_f543d634,heldout,cpp,B747,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2101579684063187
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,B747,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2101579684063187
B2_load_factor_sign_c3fa7d22,heldout,cpp,B747,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2101579684063187
B2_propeller_inflow_angle_82cc3893,heldout,cpp,B747,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2101579684063187
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,B747,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2101579684063187
B_elevator_drag_8819410c,development,model,B747,flap_extend,10,10,0,False,True,0.1494827921116598,attitude/theta-rad,0.5022380476789635,False,0.0,9.0,0.0001999600079984
