fault,set,kind,aircraft,test_case,n_matched,n_cand,n_missing,structural,propagated,es1_max,es1_output,es_max,observable,n_observable_outputs,n_flag_05,min_p
B_turbine_windmill_2db8e408,development,cpp,737,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1027794441111777
B2_turbine_throttle_init_c8af9244,heldout,cpp,737,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1027794441111777
B2_turbine_thruster_inputs_20066483,heldout,cpp,737,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1027794441111777
B2_wheel_spin_down_8a9fba1c,heldout,cpp,737,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1027794441111777
B2_sensor_fail_stuck_f543d634,heldout,cpp,737,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1027794441111777
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,737,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1027794441111777
B2_load_factor_sign_c3fa7d22,heldout,cpp,737,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1027794441111777
B2_propeller_inflow_angle_82cc3893,heldout,cpp,737,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1027794441111777
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,737,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1027794441111777
B_elevator_drag_8819410c,development,model,737,bank_hold,10,10,0,False,True,0.0143443657240554,accelerations/udot-ft_sec2,0.7180815887837625,False,0.0,0.0,0.0755848830233953
B_ground_effect_9c058118,development,model,737,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1043791241751649
B_pqrdot_5ad2694c,development,cpp,737,bank_hold,10,10,0,False,True,0.0001262359201569,accelerations/rdot-rad_sec2,0.0001220846692262,False,0.0,0.0,0.1043791241751649
B_turbine_windmill_2db8e408,development,cpp,737,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1043791241751649
B2_turbine_throttle_init_c8af9244,heldout,cpp,737,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1043791241751649
B2_turbine_thruster_inputs_20066483,heldout,cpp,737,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1043791241751649
B2_wheel_spin_down_8a9fba1c,heldout,cpp,737,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1043791241751649
B2_sensor_fail_stuck_f543d634,heldout,cpp,737,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1043791241751649
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,737,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1043791241751649
B2_load_factor_sign_c3fa7d22,heldout,cpp,737,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1043791241751649
B2_propeller_inflow_angle_82cc3893,heldout,cpp,737,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1043791241751649
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,737,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1043791241751649
B_elevator_drag_8819410c,development,model,737,flap_extend,10,10,0,False,True,0.0731778587268694,accelerations/qdot-rad_sec2,0.5333077364059196,False,0.0,0.0,0.0865826834633073
B_ground_effect_9c058118,development,model,737,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,2.0,0.0307938412317536
B_pqrdot_5ad2694c,development,cpp,737,flap_extend,10,10,0,False,True,6.810867366312446e-05,accelerations/qdot-rad_sec2,6.397459898223993e-05,False,0.0,2.0,0.0307938412317536
B_turbine_windmill_2db8e408,development,cpp,737,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,2.0,0.0307938412317536
B2_turbine_throttle_init_c8af9244,heldout,cpp,737,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,2.0,0.0307938412317536
B2_turbine_thruster_inputs_20066483,heldout,cpp,737,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,2.0,0.0307938412317536
B2_wheel_spin_down_8a9fba1c,heldout,cpp,737,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,2.0,0.0307938412317536
B2_sensor_fail_stuck_f543d634,heldout,cpp,737,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,2.0,0.0307938412317536
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,737,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,2.0,0.0307938412317536
B2_load_factor_sign_c3fa7d22,heldout,cpp,737,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,2.0,0.0307938412317536
B2_propeller_inflow_angle_82cc3893,heldout,cpp,737,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,2.0,0.0307938412317536
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,737,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,2.0,0.0307938412317536
B_elevator_drag_8819410c,development,model,737,engine_cut,10,10,0,False,True,0.6796533955140835,attitude/psi-rad,0.998031120866228,False,0.0,3.0,0.0003999200159968
B_ground_effect_9c058118,development,model,737,engine_cut,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2099580083983203
B_pqrdot_5ad2694c,development,cpp,737,engine_cut,10,10,0,False,True,0.0001504668300793,accelerations/qdot-rad_sec2,0.0001452856564826,False,0.0,0.0,0.2099580083983203
B_turbine_windmill_2db8e408,development,cpp,737,engine_cut,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2099580083983203
B2_turbine_throttle_init_c8af9244,heldout,cpp,737,engine_cut,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2099580083983203
