aircraft,manoeuvre,variant,es_max,n_gated,n_flagged,n_cand,phys_recall,phys_precision,phys_cat_recall,phys_auc,gated_recall,gated_precision,gated_auc,agree_dynamic,correct_dynamic,agree_static,correct_static,gated_cat_recall
B747,engine_restart,B_elevator_drag_8819410c,1.80293753748829,4,5,10,0.38461538461538464,1.0,0.4,0.5128205128205128,0.5,0.4,0.8611111111111112,0.8,1.0,0.6,0.6,0.6666666666666666
B747,engine_restart,B_pqrdot_5ad2694c,0.00011238975035907114,0,0,10,0.0,,0.0,,,,,,,,,
B747,engine_restart,B_turbine_windmill_2db8e408,3.4779665671980275,3,10,10,0.23076923076923078,0.3,0.8,0.3418803418803419,1.0,0.3,0.9122807017543859,0.3,0.3,0.4,0.3,1.0
Boeing314,cruise,B_piston_power_bcd3f980,0.601459467141616,0,0,10,0.0,,0.0,0.4017094017094018,,,,,,,,
Boeing314,cruise,B_pqrdot_5ad2694c,0.0001242537605609557,0,0,10,0.0,,0.0,,,,,,,,,
Boeing314,throttle_step,B_piston_power_bcd3f980,0.2737578057592418,0,2,10,0.0,0.0,0.2,0.23076923076923078,,,,0.0,1.0,0.0,1.0,
Boeing314,throttle_step,B_pqrdot_5ad2694c,0.00013867162970936035,0,1,10,0.045454545454545456,1.0,0.2,,,,,0.0,1.0,0.0,1.0,
Boeing314,elev_doublet,B_piston_power_bcd3f980,0.5767209585612656,0,0,10,0.0,,0.0,0.11111111111111113,,,,,,,,
Boeing314,elev_doublet,B_pqrdot_5ad2694c,0.0001228277738272145,0,0,10,0.0,,0.0,,,,,,,,,
Boeing314,elev_step,B_piston_power_bcd3f980,0.6385673340602481,0,0,10,0.0,,0.0,0.4273504273504274,,,,,,,,
Boeing314,elev_step,B_pqrdot_5ad2694c,0.00012316855597027833,0,0,9,0.0,,0.0,,,,,,,,,
Boeing314,aileron_step,B_piston_power_bcd3f980,0.917514604319747,0,3,10,0.23076923076923078,1.0,0.2,0.811965811965812,,,,0.0,1.0,0.0,1.0,
Boeing314,aileron_step,B_pqrdot_5ad2694c,0.00016775976790565038,0,5,10,0.22727272727272727,1.0,0.4,,,,,0.0,1.0,0.0,1.0,
Boeing314,rudder_doublet,B_piston_power_bcd3f980,0.6439988033196359,0,2,10,0.15384615384615385,1.0,0.2,0.3931623931623932,,,,0.0,1.0,0.0,1.0,
Boeing314,rudder_doublet,B_pqrdot_5ad2694c,0.00012578259140504547,0,2,10,0.09090909090909091,1.0,0.2,,,,,0.0,1.0,0.0,1.0,
Boeing314,bank_hold,B_piston_power_bcd3f980,0.3637389105685841,0,0,10,0.0,,0.0,0.22222222222222227,,,,,,,,
Boeing314,bank_hold,B_pqrdot_5ad2694c,0.0001701197101660944,0,0,10,0.0,,0.0,,,,,,,,,
Boeing314,flap_extend,B_piston_power_bcd3f980,1.6619119253417687,0,0,10,0.0,,0.0,0.36752136752136755,,,,,,,,
Boeing314,flap_extend,B_pqrdot_5ad2694c,0.00012427628562927288,0,0,10,0.0,,0.0,,,,,,,,,
Boeing314,engine_cut,B_piston_power_bcd3f980,0.41331630302468425,0,1,10,0.0,0.0,0.2,0.4786324786324786,,,,0.0,1.0,0.0,,
Boeing314,engine_cut,B_pqrdot_5ad2694c,0.00012248637348610743,0,0,10,0.0,,0.0,,,,,,,,,
Boeing314,climbing_turn,B_piston_power_bcd3f980,0.6618012070346597,0,0,10,0.0,,0.0,0.1965811965811966,,,,,,,,
Boeing314,climbing_turn,B_pqrdot_5ad2694c,0.00018695158128379948,0,0,10,0.0,,0.0,,,,,,,,,
Boeing314,elev_doublet_distractor,B_piston_power_bcd3f980,1.3790712207554108,0,0,10,0.0,,0.0,0.5811965811965812,,,,,,,,
