fault,set,kind,aircraft,test_case,n_matched,n_cand,n_missing,structural,propagated,es1_max,es1_output,es_max,observable,n_observable_outputs,n_flag_05,min_p,n_correct_flags,n_flags,n_flags_on_changed,reach,revealed,revealed_any_change,flagged_without_change,qtg,signal_es1,condition
B_pqrdot_5ad2694c,development,cpp,B747,bank_hold,10,10,0,False,True,0.000212757372647,accelerations/rdot-rad_sec2,0.0002033118157387,False,0.0,0.0,0.2101579684063187,0,0,0,True,False,False,False,True,False,moderate turbulence
B_turbine_windmill_2db8e408,development,cpp,B747,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2101579684063187,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_turbine_throttle_init_c8af9244,heldout,cpp,B747,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2101579684063187,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_turbine_thruster_inputs_20066483,heldout,cpp,B747,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2101579684063187,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_wheel_spin_down_8a9fba1c,heldout,cpp,B747,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2101579684063187,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_sensor_fail_stuck_f543d634,heldout,cpp,B747,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2101579684063187,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,B747,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2101579684063187,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_load_factor_sign_c3fa7d22,heldout,cpp,B747,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2101579684063187,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_propeller_inflow_angle_82cc3893,heldout,cpp,B747,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2101579684063187,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,B747,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2101579684063187,0,0,0,True,False,False,False,True,False,moderate turbulence
B_elevator_drag_8819410c,development,model,B747,flap_extend,10,10,0,False,True,0.1494827921116598,attitude/theta-rad,0.5022380476789635,False,0.0,9.0,0.0001999600079984,0,5,5,True,False,True,False,True,False,moderate turbulence
B_pqrdot_5ad2694c,development,cpp,B747,flap_extend,10,10,0,False,True,0.0001924887597305,accelerations/rdot-rad_sec2,0.0001478461465626,False,0.0,0.0,0.2093581283743251,0,0,0,True,False,False,False,True,False,moderate turbulence
B_turbine_windmill_2db8e408,development,cpp,B747,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2093581283743251,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_turbine_throttle_init_c8af9244,heldout,cpp,B747,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2093581283743251,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_turbine_thruster_inputs_20066483,heldout,cpp,B747,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2093581283743251,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_wheel_spin_down_8a9fba1c,heldout,cpp,B747,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2093581283743251,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_sensor_fail_stuck_f543d634,heldout,cpp,B747,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2093581283743251,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,B747,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2093581283743251,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_load_factor_sign_c3fa7d22,heldout,cpp,B747,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2093581283743251,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_propeller_inflow_angle_82cc3893,heldout,cpp,B747,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2093581283743251,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,B747,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2093581283743251,0,0,0,True,False,False,False,True,False,moderate turbulence
B_elevator_drag_8819410c,development,model,B747,engine_cut,10,10,0,False,True,1.677975055082674,attitude/phi-rad,1.090380905111014,True,2.0,5.0,0.0001999600079984,0,3,3,True,False,True,False,True,True,moderate turbulence
B_pqrdot_5ad2694c,development,cpp,B747,engine_cut,10,10,0,False,True,0.0001463755305912,accelerations/qdot-rad_sec2,0.0001475036769582,False,0.0,0.0,0.2089582083583283,0,0,0,True,False,False,False,True,False,moderate turbulence
B_turbine_windmill_2db8e408,development,cpp,B747,engine_cut,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2089582083583283,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_turbine_throttle_init_c8af9244,heldout,cpp,B747,engine_cut,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2089582083583283,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_turbine_thruster_inputs_20066483,heldout,cpp,B747,engine_cut,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2089582083583283,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_wheel_spin_down_8a9fba1c,heldout,cpp,B747,engine_cut,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2089582083583283,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_sensor_fail_stuck_f543d634,heldout,cpp,B747,engine_cut,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2089582083583283,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,B747,engine_cut,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2089582083583283,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_load_factor_sign_c3fa7d22,heldout,cpp,B747,engine_cut,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2089582083583283,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_propeller_inflow_angle_82cc3893,heldout,cpp,B747,engine_cut,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2089582083583283,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,B747,engine_cut,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2089582083583283,0,0,0,True,False,False,False,True,False,moderate turbulence
B_elevator_drag_8819410c,development,model,B747,climbing_turn,10,10,0,False,True,0.4025560229251816,attitude/psi-rad,0.4787522104963894,False,0.0,3.0,0.0007998400319936,0,2,2,True,False,True,False,False,False,moderate turbulence
B_pqrdot_5ad2694c,development,cpp,B747,climbing_turn,10,10,0,False,True,0.000337288478111,accelerations/rdot-rad_sec2,0.0003569475832991,False,0.0,0.0,0.1237752449510097,0,0,0,True,False,False,False,False,False,moderate turbulence
B_turbine_windmill_2db8e408,development,cpp,B747,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1237752449510097,0,0,0,True,False,False,False,False,False,moderate turbulence
B2_turbine_throttle_init_c8af9244,heldout,cpp,B747,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1237752449510097,0,0,0,True,False,False,False,False,False,moderate turbulence
B2_turbine_thruster_inputs_20066483,heldout,cpp,B747,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1237752449510097,0,0,0,True,False,False,False,False,False,moderate turbulence
B2_wheel_spin_down_8a9fba1c,heldout,cpp,B747,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1237752449510097,0,0,0,True,False,False,False,False,False,moderate turbulence
B2_sensor_fail_stuck_f543d634,heldout,cpp,B747,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1237752449510097,0,0,0,False,False,False,False,False,False,moderate turbulence
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,B747,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1237752449510097,0,0,0,False,False,False,False,False,False,moderate turbulence
B2_load_factor_sign_c3fa7d22,heldout,cpp,B747,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1237752449510097,0,0,0,True,False,False,False,False,False,moderate turbulence
B2_propeller_inflow_angle_82cc3893,heldout,cpp,B747,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1237752449510097,0,0,0,False,False,False,False,False,False,moderate turbulence
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,B747,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1237752449510097,0,0,0,True,False,False,False,False,False,moderate turbulence
B_elevator_drag_8819410c,development,model,B747,elev_doublet_distractor,10,10,0,False,True,0.2802453114663399,accelerations/udot-ft_sec2,0.4171906028387804,False,0.0,0.0,0.0667866426714657,0,0,0,True,False,False,False,False,False,moderate turbulence
B_pqrdot_5ad2694c,development,cpp,B747,elev_doublet_distractor,10,10,0,False,True,9.619013385216867e-05,accelerations/rdot-rad_sec2,8.835415890938049e-05,False,0.0,0.0,0.1939612077584483,0,0,0,True,False,False,False,False,False,moderate turbulence
B_turbine_windmill_2db8e408,development,cpp,B747,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1939612077584483,0,0,0,True,False,False,False,False,False,moderate turbulence
B2_turbine_throttle_init_c8af9244,heldout,cpp,B747,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1939612077584483,0,0,0,True,False,False,False,False,False,moderate turbulence
B2_turbine_thruster_inputs_20066483,heldout,cpp,B747,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1939612077584483,0,0,0,True,False,False,False,False,False,moderate turbulence
B2_wheel_spin_down_8a9fba1c,heldout,cpp,B747,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1939612077584483,0,0,0,True,False,False,False,False,False,moderate turbulence
B2_sensor_fail_stuck_f543d634,heldout,cpp,B747,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1939612077584483,0,0,0,False,False,False,False,False,False,moderate turbulence
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,B747,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1939612077584483,0,0,0,False,False,False,False,False,False,moderate turbulence
B2_load_factor_sign_c3fa7d22,heldout,cpp,B747,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1939612077584483,0,0,0,True,False,False,False,False,False,moderate turbulence
B2_propeller_inflow_angle_82cc3893,heldout,cpp,B747,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1939612077584483,0,0,0,False,False,False,False,False,False,moderate turbulence
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,B747,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1939612077584483,0,0,0,True,False,False,False,False,False,moderate turbulence
B_elevator_drag_8819410c,development,model,B747,engine_restart,10,10,0,False,True,1.2800132251192389,attitude/psi-rad,1.80293753748829,True,6.0,5.0,0.0001999600079984,2,4,4,True,True,True,False,False,True,moderate turbulence
B_pqrdot_5ad2694c,development,cpp,B747,engine_restart,10,10,0,False,True,0.0001115952839003,accelerations/qdot-rad_sec2,0.000112389750359,False,0.0,0.0,0.2985402919416117,0,0,0,True,False,False,False,False,False,moderate turbulence
B_turbine_windmill_2db8e408,development,cpp,B747,engine_restart,10,10,0,False,True,3.5654999610221854,attitude/phi-rad,3.4779665671980275,True,5.0,10.0,0.0001999600079984,4,9,9,True,True,True,False,False,True,moderate turbulence
B2_turbine_throttle_init_c8af9244,heldout,cpp,B747,engine_restart,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2985402919416117,0,0,0,True,False,False,False,False,False,moderate turbulence
B2_turbine_thruster_inputs_20066483,heldout,cpp,B747,engine_restart,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2985402919416117,0,0,0,True,False,False,False,False,False,moderate turbulence
B2_wheel_spin_down_8a9fba1c,heldout,cpp,B747,engine_restart,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2985402919416117,0,0,0,True,False,False,False,False,False,moderate turbulence
B2_sensor_fail_stuck_f543d634,heldout,cpp,B747,engine_restart,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2985402919416117,0,0,0,False,False,False,False,False,False,moderate turbulence
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,B747,engine_restart,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2985402919416117,0,0,0,False,False,False,False,False,False,moderate turbulence
B2_load_factor_sign_c3fa7d22,heldout,cpp,B747,engine_restart,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2985402919416117,0,0,0,True,False,False,False,False,False,moderate turbulence
B2_propeller_inflow_angle_82cc3893,heldout,cpp,B747,engine_restart,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2985402919416117,0,0,0,False,False,False,False,False,False,moderate turbulence
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,B747,engine_restart,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2985402919416117,0,0,0,True,False,False,False,False,False,moderate turbulence
B_pqrdot_5ad2694c,development,cpp,Boeing314,cruise,10,10,0,False,True,0.0001263144102814,accelerations/rdot-rad_sec2,0.0001242537605609,False,0.0,0.0,0.3507298540291941,0,0,0,True,False,False,False,True,False,moderate turbulence
B_piston_power_bcd3f980,development,cpp,Boeing314,cruise,10,10,0,False,True,0.8206408188021029,attitude/theta-rad,0.601459467141616,False,0.0,0.0,0.2831433713257348,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_turbine_throttle_init_c8af9244,heldout,cpp,Boeing314,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3507298540291941,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_turbine_thruster_inputs_20066483,heldout,cpp,Boeing314,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3507298540291941,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_wheel_spin_down_8a9fba1c,heldout,cpp,Boeing314,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3507298540291941,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_sensor_fail_stuck_f543d634,heldout,cpp,Boeing314,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3507298540291941,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,Boeing314,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3507298540291941,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_load_factor_sign_c3fa7d22,heldout,cpp,Boeing314,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3507298540291941,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_propeller_inflow_angle_82cc3893,heldout,cpp,Boeing314,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3507298540291941,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,Boeing314,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3507298540291941,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_Boeing314_aero_props_75b9b1e8,heldout,model,Boeing314,cruise,10,0,10,True,True,,,,True,,,,0,0,0,True,True,True,False,True,True,moderate turbulence
B_pqrdot_5ad2694c,development,cpp,Boeing314,throttle_step,10,10,0,False,True,0.0001364774492119,accelerations/rdot-rad_sec2,0.0001386716297093,False,0.0,1.0,0.0287942411517696,0,0,0,True,False,False,False,True,False,moderate turbulence
B_piston_power_bcd3f980,development,cpp,Boeing314,throttle_step,10,10,0,False,True,0.7192188500756491,velocities/vt-fps,0.2737578057592418,False,0.0,2.0,0.0297940411917616,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_turbine_throttle_init_c8af9244,heldout,cpp,Boeing314,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0287942411517696,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_turbine_thruster_inputs_20066483,heldout,cpp,Boeing314,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0287942411517696,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_wheel_spin_down_8a9fba1c,heldout,cpp,Boeing314,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0287942411517696,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_sensor_fail_stuck_f543d634,heldout,cpp,Boeing314,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0287942411517696,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,Boeing314,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0287942411517696,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_load_factor_sign_c3fa7d22,heldout,cpp,Boeing314,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0287942411517696,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_propeller_inflow_angle_82cc3893,heldout,cpp,Boeing314,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0287942411517696,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,Boeing314,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0287942411517696,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_Boeing314_aero_props_75b9b1e8,heldout,model,Boeing314,throttle_step,10,0,10,True,True,,,,True,,,,0,0,0,True,True,True,False,True,True,moderate turbulence
B_pqrdot_5ad2694c,development,cpp,Boeing314,elev_doublet,10,10,0,False,True,0.0001727425149464,accelerations/rdot-rad_sec2,0.0001228277738272,False,0.0,0.0,0.2541491701659668,0,0,0,True,False,False,False,True,False,moderate turbulence
B_piston_power_bcd3f980,development,cpp,Boeing314,elev_doublet,10,10,0,False,True,3.473746210175648,attitude/psi-rad,0.5767209585612656,False,0.0,0.0,0.1289742051589682,0,0,0,True,False,False,False,True,True,moderate turbulence
B2_turbine_throttle_init_c8af9244,heldout,cpp,Boeing314,elev_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2541491701659668,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_turbine_thruster_inputs_20066483,heldout,cpp,Boeing314,elev_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2541491701659668,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_wheel_spin_down_8a9fba1c,heldout,cpp,Boeing314,elev_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2541491701659668,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_sensor_fail_stuck_f543d634,heldout,cpp,Boeing314,elev_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2541491701659668,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,Boeing314,elev_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2541491701659668,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_load_factor_sign_c3fa7d22,heldout,cpp,Boeing314,elev_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2541491701659668,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_propeller_inflow_angle_82cc3893,heldout,cpp,Boeing314,elev_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2541491701659668,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,Boeing314,elev_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2541491701659668,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_Boeing314_aero_props_75b9b1e8,heldout,model,Boeing314,elev_doublet,10,0,10,True,True,,,,True,,,,0,0,0,True,True,True,False,True,True,moderate turbulence
B_pqrdot_5ad2694c,development,cpp,Boeing314,elev_step,9,9,0,False,True,0.0001455315873919,accelerations/rdot-rad_sec2,0.0001231685559702,False,0.0,0.0,0.1661667666466706,0,0,0,True,False,False,False,True,False,moderate turbulence
B_piston_power_bcd3f980,development,cpp,Boeing314,elev_step,9,10,0,False,True,0.2433312584715259,accelerations/rdot-rad_sec2,0.6385673340602481,False,0.0,0.0,0.5698860227954409,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_turbine_throttle_init_c8af9244,heldout,cpp,Boeing314,elev_step,9,9,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1661667666466706,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_turbine_thruster_inputs_20066483,heldout,cpp,Boeing314,elev_step,9,9,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1661667666466706,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_wheel_spin_down_8a9fba1c,heldout,cpp,Boeing314,elev_step,9,9,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1661667666466706,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_sensor_fail_stuck_f543d634,heldout,cpp,Boeing314,elev_step,9,9,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1661667666466706,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,Boeing314,elev_step,9,9,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1661667666466706,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_load_factor_sign_c3fa7d22,heldout,cpp,Boeing314,elev_step,9,9,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1661667666466706,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_propeller_inflow_angle_82cc3893,heldout,cpp,Boeing314,elev_step,9,9,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1661667666466706,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,Boeing314,elev_step,9,9,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1661667666466706,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_Boeing314_aero_props_75b9b1e8,heldout,model,Boeing314,elev_step,9,0,9,True,True,,,,True,,,,0,0,0,True,True,True,False,True,True,moderate turbulence
B_pqrdot_5ad2694c,development,cpp,Boeing314,aileron_step,10,10,0,False,True,0.0002379423361472,accelerations/rdot-rad_sec2,0.0001677597679056,False,0.0,5.0,0.002999400119976,0,0,0,True,False,False,False,True,False,moderate turbulence
B_piston_power_bcd3f980,development,cpp,Boeing314,aileron_step,10,10,0,False,True,2.830563202019972,attitude/psi-rad,0.917514604319747,False,0.0,4.0,0.0053989202159568,0,0,0,True,False,False,False,True,True,moderate turbulence
B2_turbine_throttle_init_c8af9244,heldout,cpp,Boeing314,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,5.0,0.002999400119976,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_turbine_thruster_inputs_20066483,heldout,cpp,Boeing314,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,5.0,0.002999400119976,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_wheel_spin_down_8a9fba1c,heldout,cpp,Boeing314,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,5.0,0.002999400119976,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_sensor_fail_stuck_f543d634,heldout,cpp,Boeing314,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,5.0,0.002999400119976,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,Boeing314,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,5.0,0.002999400119976,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_load_factor_sign_c3fa7d22,heldout,cpp,Boeing314,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,5.0,0.002999400119976,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_propeller_inflow_angle_82cc3893,heldout,cpp,Boeing314,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,5.0,0.002999400119976,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,Boeing314,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,5.0,0.002999400119976,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_Boeing314_aero_props_75b9b1e8,heldout,model,Boeing314,aileron_step,10,0,10,True,True,,,,True,,,,0,0,0,True,True,True,False,True,True,moderate turbulence
B_pqrdot_5ad2694c,development,cpp,Boeing314,rudder_doublet,10,10,0,False,True,0.0001682838284137,accelerations/rdot-rad_sec2,0.000125782591405,False,0.0,2.0,0.0345930813837232,0,0,0,True,False,False,False,True,False,moderate turbulence
B_piston_power_bcd3f980,development,cpp,Boeing314,rudder_doublet,10,10,0,False,True,1.7218204663822991,velocities/u-fps,0.6439988033196359,False,0.0,2.0,0.0435912817436512,0,0,0,True,False,False,False,True,True,moderate turbulence
B2_turbine_throttle_init_c8af9244,heldout,cpp,Boeing314,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,2.0,0.0345930813837232,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_turbine_thruster_inputs_20066483,heldout,cpp,Boeing314,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,2.0,0.0345930813837232,0,0,0,False,False,False,False,True,False,moderate turbulence
