fault,set,kind,aircraft,test_case,n_matched,n_cand,n_missing,structural,propagated,es1_max,es1_output,es_max,observable,n_observable_outputs,n_flag_05,min_p,n_correct_flags,n_flags,n_flags_on_changed,reach,revealed,revealed_any_change,flagged_without_change,qtg,signal_es1,condition
B2_load_factor_sign_c3fa7d22,heldout,cpp,787-8,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0845830833833233,0,0,0,True,False,False,False,False,False,no turbulence
B2_propeller_inflow_angle_82cc3893,heldout,cpp,787-8,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0845830833833233,0,0,0,False,False,False,False,False,False,no turbulence
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,787-8,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0845830833833233,0,0,0,True,False,False,False,False,False,no turbulence
B_pqrdot_5ad2694c,development,cpp,787-8,engine_restart,10,10,0,False,True,0.0042034552185056,accelerations/qdot-rad_sec2,0.0041710083180548,False,0.0,0.0,0.162367526494701,0,0,0,True,False,False,False,False,False,no turbulence
B_turbine_windmill_2db8e408,development,cpp,787-8,engine_restart,10,10,0,False,True,7.083921187508826,aero/beta-deg,7.015450992884206,True,12.0,17.0,0.0001999600079984,12,15,15,True,True,True,False,False,True,no turbulence
B2_turbine_throttle_init_c8af9244,heldout,cpp,787-8,engine_restart,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.162367526494701,0,0,0,True,False,False,False,False,False,no turbulence
B2_turbine_thruster_inputs_20066483,heldout,cpp,787-8,engine_restart,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.162367526494701,0,0,0,True,False,False,False,False,False,no turbulence
B2_wheel_spin_down_8a9fba1c,heldout,cpp,787-8,engine_restart,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.162367526494701,0,0,0,True,False,False,False,False,False,no turbulence
B2_sensor_fail_stuck_f543d634,heldout,cpp,787-8,engine_restart,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.162367526494701,0,0,0,False,False,False,False,False,False,no turbulence
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,787-8,engine_restart,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.162367526494701,0,0,0,False,False,False,False,False,False,no turbulence
B2_load_factor_sign_c3fa7d22,heldout,cpp,787-8,engine_restart,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.162367526494701,0,0,0,True,False,False,False,False,False,no turbulence
B2_propeller_inflow_angle_82cc3893,heldout,cpp,787-8,engine_restart,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.162367526494701,0,0,0,False,False,False,False,False,False,no turbulence
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,787-8,engine_restart,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.162367526494701,0,0,0,True,False,False,False,False,False,no turbulence
B_pqrdot_5ad2694c,development,cpp,A320,cruise,10,10,0,False,True,12.136329315457203,accelerations/pdot-rad_sec2,11.963844932100375,True,1.0,6.0,0.0001999600079984,1,1,1,True,True,True,False,True,True,no turbulence
B_turbine_windmill_2db8e408,development,cpp,A320,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,5.0,0.0073985202959408,0,0,0,True,False,False,False,True,False,no turbulence
B2_turbine_throttle_init_c8af9244,heldout,cpp,A320,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,5.0,0.0073985202959408,0,0,0,True,False,False,False,True,False,no turbulence
B2_turbine_thruster_inputs_20066483,heldout,cpp,A320,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,5.0,0.0073985202959408,0,0,0,True,False,False,False,True,False,no turbulence
B2_wheel_spin_down_8a9fba1c,heldout,cpp,A320,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,5.0,0.0073985202959408,0,0,0,True,False,False,False,True,False,no turbulence
B2_sensor_fail_stuck_f543d634,heldout,cpp,A320,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,5.0,0.0073985202959408,0,0,0,False,False,False,False,True,False,no turbulence
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,A320,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,5.0,0.0073985202959408,0,0,0,False,False,False,False,True,False,no turbulence
B2_load_factor_sign_c3fa7d22,heldout,cpp,A320,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,5.0,0.0073985202959408,0,0,0,True,False,False,False,True,False,no turbulence
B2_propeller_inflow_angle_82cc3893,heldout,cpp,A320,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,5.0,0.0073985202959408,0,0,0,False,False,False,False,True,False,no turbulence
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,A320,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,5.0,0.0073985202959408,0,0,0,True,False,False,False,True,False,no turbulence
B_pqrdot_5ad2694c,development,cpp,A320,throttle_step,10,10,0,False,True,0.0011072097736881,accelerations/qdot-rad_sec2,0.0010887711313869,False,0.0,4.0,0.0021995600879824,0,0,0,True,False,False,False,True,False,no turbulence
B_turbine_windmill_2db8e408,development,cpp,A320,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,4.0,0.0021995600879824,0,2,0,True,False,False,True,True,False,no turbulence
B2_turbine_throttle_init_c8af9244,heldout,cpp,A320,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,4.0,0.0021995600879824,0,0,0,True,False,False,False,True,False,no turbulence
B2_turbine_thruster_inputs_20066483,heldout,cpp,A320,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,4.0,0.0021995600879824,0,0,0,True,False,False,False,True,False,no turbulence
B2_wheel_spin_down_8a9fba1c,heldout,cpp,A320,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,4.0,0.0021995600879824,0,0,0,True,False,False,False,True,False,no turbulence
B2_sensor_fail_stuck_f543d634,heldout,cpp,A320,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,4.0,0.0021995600879824,0,0,0,False,False,False,False,True,False,no turbulence
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,A320,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,4.0,0.0021995600879824,0,0,0,False,False,False,False,True,False,no turbulence
B2_load_factor_sign_c3fa7d22,heldout,cpp,A320,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,4.0,0.0021995600879824,0,0,0,True,False,False,False,True,False,no turbulence
B2_propeller_inflow_angle_82cc3893,heldout,cpp,A320,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,4.0,0.0021995600879824,0,0,0,False,False,False,False,True,False,no turbulence
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,A320,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,4.0,0.0021995600879824,0,0,0,True,False,False,False,True,False,no turbulence
B_pqrdot_5ad2694c,development,cpp,A320,elev_doublet,10,10,0,False,True,32.77152626478817,accelerations/pdot-rad_sec2,32.093942605532,True,2.0,2.0,0.0001999600079984,2,2,2,True,True,True,False,True,True,no turbulence
B_turbine_windmill_2db8e408,development,cpp,A320,elev_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3645270945810838,0,0,0,True,False,False,False,True,False,no turbulence
B2_turbine_throttle_init_c8af9244,heldout,cpp,A320,elev_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3645270945810838,0,0,0,True,False,False,False,True,False,no turbulence
B2_turbine_thruster_inputs_20066483,heldout,cpp,A320,elev_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3645270945810838,0,0,0,True,False,False,False,True,False,no turbulence
B2_wheel_spin_down_8a9fba1c,heldout,cpp,A320,elev_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3645270945810838,0,0,0,True,False,False,False,True,False,no turbulence
B2_sensor_fail_stuck_f543d634,heldout,cpp,A320,elev_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3645270945810838,0,0,0,False,False,False,False,True,False,no turbulence
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,A320,elev_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3645270945810838,0,0,0,False,False,False,False,True,False,no turbulence
B2_load_factor_sign_c3fa7d22,heldout,cpp,A320,elev_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3645270945810838,0,0,0,True,False,False,False,True,False,no turbulence
B2_propeller_inflow_angle_82cc3893,heldout,cpp,A320,elev_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3645270945810838,0,0,0,False,False,False,False,True,False,no turbulence
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,A320,elev_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3645270945810838,0,0,0,True,False,False,False,True,False,no turbulence
B_pqrdot_5ad2694c,development,cpp,A320,elev_step,10,10,0,False,True,22.85892827632196,accelerations/pdot-rad_sec2,22.878767894816843,True,2.0,5.0,0.0001999600079984,2,2,2,True,True,True,False,True,True,no turbulence
B_turbine_windmill_2db8e408,development,cpp,A320,elev_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,4.0,0.0241951609678064,0,0,0,True,False,False,False,True,False,no turbulence
B2_turbine_throttle_init_c8af9244,heldout,cpp,A320,elev_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,4.0,0.0241951609678064,0,0,0,True,False,False,False,True,False,no turbulence
B2_turbine_thruster_inputs_20066483,heldout,cpp,A320,elev_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,4.0,0.0241951609678064,0,0,0,True,False,False,False,True,False,no turbulence
B2_wheel_spin_down_8a9fba1c,heldout,cpp,A320,elev_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,4.0,0.0241951609678064,0,0,0,True,False,False,False,True,False,no turbulence
B2_sensor_fail_stuck_f543d634,heldout,cpp,A320,elev_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,4.0,0.0241951609678064,0,0,0,False,False,False,False,True,False,no turbulence
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,A320,elev_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,4.0,0.0241951609678064,0,0,0,False,False,False,False,True,False,no turbulence
B2_load_factor_sign_c3fa7d22,heldout,cpp,A320,elev_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,4.0,0.0241951609678064,0,0,0,True,False,False,False,True,False,no turbulence
B2_propeller_inflow_angle_82cc3893,heldout,cpp,A320,elev_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,4.0,0.0241951609678064,0,0,0,False,False,False,False,True,False,no turbulence
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,A320,elev_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,4.0,0.0241951609678064,0,0,0,True,False,False,False,True,False,no turbulence
B_pqrdot_5ad2694c,development,cpp,A320,aileron_step,10,10,0,False,True,0.0237969029743232,accelerations/rdot-rad_sec2,0.0207709879818504,False,0.0,0.0,0.1755648870225954,0,0,0,True,False,False,False,True,False,no turbulence
B_turbine_windmill_2db8e408,development,cpp,A320,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1755648870225954,0,0,0,True,False,False,False,True,False,no turbulence
B2_turbine_throttle_init_c8af9244,heldout,cpp,A320,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1755648870225954,0,0,0,True,False,False,False,True,False,no turbulence
B2_turbine_thruster_inputs_20066483,heldout,cpp,A320,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1755648870225954,0,0,0,True,False,False,False,True,False,no turbulence
B2_wheel_spin_down_8a9fba1c,heldout,cpp,A320,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1755648870225954,0,0,0,True,False,False,False,True,False,no turbulence
B2_sensor_fail_stuck_f543d634,heldout,cpp,A320,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1755648870225954,0,0,0,False,False,False,False,True,False,no turbulence
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,A320,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1755648870225954,0,0,0,False,False,False,False,True,False,no turbulence
B2_load_factor_sign_c3fa7d22,heldout,cpp,A320,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1755648870225954,0,0,0,True,False,False,False,True,False,no turbulence
B2_propeller_inflow_angle_82cc3893,heldout,cpp,A320,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1755648870225954,0,0,0,False,False,False,False,True,False,no turbulence
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,A320,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1755648870225954,0,0,0,True,False,False,False,True,False,no turbulence
B_pqrdot_5ad2694c,development,cpp,A320,rudder_doublet,10,10,0,False,True,0.0003625761208234,accelerations/qdot-rad_sec2,0.0003284141053934,False,0.0,3.0,0.0131973605278944,0,0,0,True,False,False,False,True,False,no turbulence
B_turbine_windmill_2db8e408,development,cpp,A320,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,3.0,0.0131973605278944,0,0,0,True,False,False,False,True,False,no turbulence
B2_turbine_throttle_init_c8af9244,heldout,cpp,A320,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,3.0,0.0131973605278944,0,0,0,True,False,False,False,True,False,no turbulence
B2_turbine_thruster_inputs_20066483,heldout,cpp,A320,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,3.0,0.0131973605278944,0,0,0,True,False,False,False,True,False,no turbulence
B2_wheel_spin_down_8a9fba1c,heldout,cpp,A320,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,3.0,0.0131973605278944,0,0,0,True,False,False,False,True,False,no turbulence
B2_sensor_fail_stuck_f543d634,heldout,cpp,A320,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,3.0,0.0131973605278944,0,0,0,False,False,False,False,True,False,no turbulence
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,A320,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,3.0,0.0131973605278944,0,0,0,False,False,False,False,True,False,no turbulence
B2_load_factor_sign_c3fa7d22,heldout,cpp,A320,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,3.0,0.0131973605278944,0,0,0,True,False,False,False,True,False,no turbulence
B2_propeller_inflow_angle_82cc3893,heldout,cpp,A320,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,3.0,0.0131973605278944,0,0,0,False,False,False,False,True,False,no turbulence
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,A320,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,3.0,0.0131973605278944,0,0,0,True,False,False,False,True,False,no turbulence
B_pqrdot_5ad2694c,development,cpp,A320,bank_hold,10,10,0,False,True,0.0300941506628026,accelerations/rdot-rad_sec2,0.0310146120134654,False,0.0,0.0,0.4665066986602679,0,0,0,True,False,False,False,True,False,no turbulence
B_turbine_windmill_2db8e408,development,cpp,A320,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.4665066986602679,0,0,0,True,False,False,False,True,False,no turbulence
B2_turbine_throttle_init_c8af9244,heldout,cpp,A320,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.4665066986602679,0,0,0,True,False,False,False,True,False,no turbulence
B2_turbine_thruster_inputs_20066483,heldout,cpp,A320,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.4665066986602679,0,0,0,True,False,False,False,True,False,no turbulence
B2_wheel_spin_down_8a9fba1c,heldout,cpp,A320,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.4665066986602679,0,0,0,True,False,False,False,True,False,no turbulence
B2_sensor_fail_stuck_f543d634,heldout,cpp,A320,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.4665066986602679,0,0,0,False,False,False,False,True,False,no turbulence
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,A320,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.4665066986602679,0,0,0,False,False,False,False,True,False,no turbulence
B2_load_factor_sign_c3fa7d22,heldout,cpp,A320,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.4665066986602679,0,0,0,True,False,False,False,True,False,no turbulence
B2_propeller_inflow_angle_82cc3893,heldout,cpp,A320,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.4665066986602679,0,0,0,False,False,False,False,True,False,no turbulence
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,A320,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.4665066986602679,0,0,0,True,False,False,False,True,False,no turbulence
B_pqrdot_5ad2694c,development,cpp,A320,flap_extend,10,10,0,False,True,21.986290045602928,accelerations/pdot-rad_sec2,24.177550834980817,True,2.0,4.0,0.0001999600079984,2,2,2,True,True,True,False,True,True,no turbulence
B_turbine_windmill_2db8e408,development,cpp,A320,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,2.0,0.0193961207758448,0,0,0,True,False,False,False,True,False,no turbulence
B2_turbine_throttle_init_c8af9244,heldout,cpp,A320,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,2.0,0.0193961207758448,0,0,0,True,False,False,False,True,False,no turbulence
B2_turbine_thruster_inputs_20066483,heldout,cpp,A320,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,2.0,0.0193961207758448,0,0,0,True,False,False,False,True,False,no turbulence
B2_wheel_spin_down_8a9fba1c,heldout,cpp,A320,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,2.0,0.0193961207758448,0,0,0,True,False,False,False,True,False,no turbulence
B2_sensor_fail_stuck_f543d634,heldout,cpp,A320,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,2.0,0.0193961207758448,0,0,0,False,False,False,False,True,False,no turbulence
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,A320,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,2.0,0.0193961207758448,0,0,0,False,False,False,False,True,False,no turbulence
B2_load_factor_sign_c3fa7d22,heldout,cpp,A320,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,2.0,0.0193961207758448,0,0,0,True,False,False,False,True,False,no turbulence
B2_propeller_inflow_angle_82cc3893,heldout,cpp,A320,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,2.0,0.0193961207758448,0,0,0,False,False,False,False,True,False,no turbulence
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,A320,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,2.0,0.0193961207758448,0,0,0,True,False,False,False,True,False,no turbulence
B_pqrdot_5ad2694c,development,cpp,A320,engine_cut,10,10,0,False,True,0.0059063364337697,accelerations/qdot-rad_sec2,0.0059766114079148,False,0.0,1.0,0.0497900419916016,0,0,0,True,False,False,False,True,False,no turbulence
B_turbine_windmill_2db8e408,development,cpp,A320,engine_cut,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0497900419916016,0,0,0,True,False,False,False,True,False,no turbulence
B2_turbine_throttle_init_c8af9244,heldout,cpp,A320,engine_cut,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0497900419916016,0,0,0,True,False,False,False,True,False,no turbulence
B2_turbine_thruster_inputs_20066483,heldout,cpp,A320,engine_cut,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0497900419916016,0,0,0,True,False,False,False,True,False,no turbulence
B2_wheel_spin_down_8a9fba1c,heldout,cpp,A320,engine_cut,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0497900419916016,0,0,0,True,False,False,False,True,False,no turbulence
B2_sensor_fail_stuck_f543d634,heldout,cpp,A320,engine_cut,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0497900419916016,0,0,0,False,False,False,False,True,False,no turbulence
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,A320,engine_cut,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0497900419916016,0,0,0,False,False,False,False,True,False,no turbulence
B2_load_factor_sign_c3fa7d22,heldout,cpp,A320,engine_cut,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0497900419916016,0,0,0,True,False,False,False,True,False,no turbulence
B2_propeller_inflow_angle_82cc3893,heldout,cpp,A320,engine_cut,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0497900419916016,0,0,0,False,False,False,False,True,False,no turbulence
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,A320,engine_cut,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0497900419916016,0,0,0,True,False,False,False,True,False,no turbulence
B_pqrdot_5ad2694c,development,cpp,A320,climbing_turn,10,10,0,False,True,0.0107164267927814,accelerations/rdot-rad_sec2,0.0108522964487981,False,0.0,1.0,0.0493901219756048,0,0,0,True,False,False,False,False,False,no turbulence
B_turbine_windmill_2db8e408,development,cpp,A320,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0493901219756048,0,0,0,True,False,False,False,False,False,no turbulence
B2_turbine_throttle_init_c8af9244,heldout,cpp,A320,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0493901219756048,0,0,0,True,False,False,False,False,False,no turbulence
B2_turbine_thruster_inputs_20066483,heldout,cpp,A320,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0493901219756048,0,0,0,True,False,False,False,False,False,no turbulence
B2_wheel_spin_down_8a9fba1c,heldout,cpp,A320,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0493901219756048,0,0,0,True,False,False,False,False,False,no turbulence
B2_sensor_fail_stuck_f543d634,heldout,cpp,A320,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0493901219756048,0,0,0,False,False,False,False,False,False,no turbulence
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,A320,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0493901219756048,0,0,0,False,False,False,False,False,False,no turbulence
B2_load_factor_sign_c3fa7d22,heldout,cpp,A320,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0493901219756048,0,0,0,True,False,False,False,False,False,no turbulence
B2_propeller_inflow_angle_82cc3893,heldout,cpp,A320,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0493901219756048,0,0,0,False,False,False,False,False,False,no turbulence
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,A320,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0493901219756048,0,0,0,True,False,False,False,False,False,no turbulence
B_pqrdot_5ad2694c,development,cpp,A320,elev_doublet_distractor,10,10,0,False,True,8.765859794102935e-05,accelerations/rdot-rad_sec2,8.392927678755485e-05,False,0.0,0.0,0.0907818436312737,0,0,0,True,False,False,False,False,False,no turbulence
B_turbine_windmill_2db8e408,development,cpp,A320,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0907818436312737,0,0,0,True,False,False,False,False,False,no turbulence
B2_turbine_throttle_init_c8af9244,heldout,cpp,A320,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0907818436312737,0,0,0,True,False,False,False,False,False,no turbulence
B2_turbine_thruster_inputs_20066483,heldout,cpp,A320,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0907818436312737,0,0,0,True,False,False,False,False,False,no turbulence
B2_wheel_spin_down_8a9fba1c,heldout,cpp,A320,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0907818436312737,0,0,0,True,False,False,False,False,False,no turbulence
B2_sensor_fail_stuck_f543d634,heldout,cpp,A320,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0907818436312737,0,0,0,False,False,False,False,False,False,no turbulence
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,A320,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0907818436312737,0,0,0,False,False,False,False,False,False,no turbulence
B2_load_factor_sign_c3fa7d22,heldout,cpp,A320,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0907818436312737,0,0,0,True,False,False,False,False,False,no turbulence
B2_propeller_inflow_angle_82cc3893,heldout,cpp,A320,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0907818436312737,0,0,0,False,False,False,False,False,False,no turbulence
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,A320,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0907818436312737,0,0,0,True,False,False,False,False,False,no turbulence
B_pqrdot_5ad2694c,development,cpp,A320,engine_restart,10,10,0,False,True,0.0011896880597245,accelerations/qdot-rad_sec2,0.001187256148021,False,0.0,2.0,0.0151969606078784,0,0,0,True,False,False,False,False,False,no turbulence
B_turbine_windmill_2db8e408,development,cpp,A320,engine_restart,10,10,0,False,True,29.31564941109817,attitude/phi-rad,30.100621271591525,True,13.0,16.0,0.0001999600079984,13,15,15,True,True,True,False,False,True,no turbulence
B2_turbine_throttle_init_c8af9244,heldout,cpp,A320,engine_restart,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,2.0,0.0151969606078784,0,0,0,True,False,False,False,False,False,no turbulence
